target_variable,status,source_columns,expression,notes,lookup_table,measure
maternal_education,partial,"BDDNVQ00, CDDNVQ00, DDDNVQ00, EDNVQ00, FDNVQ00 , BDDNVQ00_PARTNER, CDDNVQ00_PARTNER, DDDNVQ00_PARTNER, EDNVQ00_PARTNER, FDNVQ00_PARTNER , BDDREL00, CDDREL00, DDDREL00, EDREL00, FDREL00, BDDREL00_PARTNER, CDDREL00_PARTNER, DDDREL00_PARTNER, EDREL00_PARTNER, FDREL00_PARTNER, respondent_sex, respondent_sex_PARTNER, .wave","recode_values(
  local({
    nvq <- coalesce(
      as.numeric(BDDNVQ00),
      as.numeric(CDDNVQ00),
      as.numeric(DDDNVQ00),
      as.numeric(EDNVQ00),
      as.numeric(FDNVQ00)
    )
    nvq <- ifelse(nvq == 96, 0, ifelse(nvq %in% 1:5, nvq, NA_real_))
    nvq_p <- coalesce(
      as.numeric(BDDNVQ00_PARTNER),
      as.numeric(CDDNVQ00_PARTNER),
      as.numeric(DDDNVQ00_PARTNER),
      as.numeric(EDNVQ00_PARTNER),
      as.numeric(FDNVQ00_PARTNER)
    )
    nvq_p <- ifelse(nvq_p == 96, 0, ifelse(nvq_p %in% 1:5, nvq_p, NA_real_))
    rel <- coalesce(
      as.numeric(BDDREL00),
      as.numeric(CDDREL00),
      as.numeric(DDDREL00),
      as.numeric(EDREL00),
      as.numeric(FDREL00)
    )
    rel_p <- coalesce(
      as.numeric(BDDREL00_PARTNER),
      as.numeric(CDDREL00_PARTNER),
      as.numeric(DDDREL00_PARTNER),
      as.numeric(EDREL00_PARTNER),
      as.numeric(FDREL00_PARTNER)
    )
    sexed <- .wave %in% c(""sweep_2"", ""sweep_3"", ""sweep_4"")
    parent <- ifelse(sexed, rel %in% 1:12, rel %in% 7:10)
    parent_p <- ifelse(sexed, rel_p %in% 1:12, rel_p %in% 7:10)
    v <- case_when(
      parent & respondent_sex == 2 ~ nvq,
      parent_p & respondent_sex_PARTNER == 2 ~ nvq_p,
      .default = NA_real_
    )
    k <- rev(which(!is.na(v)))
    ifelse(.wave == ""sweep_7"", v[k][match(participant_id, participant_id[k])], v)
  }),
  c(0, 1, 2) ~ ""Secondary school or less"",
  3 ~ ""Post-secondary"",
  c(4, 5) ~ ""Bachelor degree or higher"",
  default = ""Unknown""
)","Highest NVQ level (cumulative across sweeps) of the resident mother figure: female natural, adoptive, foster or step parent, main respondent before partner. NVQ 1-2 or none -> Secondary school or less; 3 (A level) -> Post-secondary; 4-5 (degree and above) -> Bachelor degree or higher; overseas only (95) -> Unknown. Sex from the household roster (relationship codes are sex-neutral from sweep 5); the relationship code, read per sweep's code set, excludes grandparents and other carers. None at sweep 7: last earlier value carried forward, a floor, hence partial.",,
paternal_education,partial,"BDDNVQ00, CDDNVQ00, DDDNVQ00, EDNVQ00, FDNVQ00 , BDDNVQ00_PARTNER, CDDNVQ00_PARTNER, DDDNVQ00_PARTNER, EDNVQ00_PARTNER, FDNVQ00_PARTNER , BDDREL00, CDDREL00, DDDREL00, EDREL00, FDREL00, BDDREL00_PARTNER, CDDREL00_PARTNER, DDDREL00_PARTNER, EDREL00_PARTNER, FDREL00_PARTNER, respondent_sex, respondent_sex_PARTNER, .wave","recode_values(
  local({
    nvq <- coalesce(
      as.numeric(BDDNVQ00),
      as.numeric(CDDNVQ00),
      as.numeric(DDDNVQ00),
      as.numeric(EDNVQ00),
      as.numeric(FDNVQ00)
    )
    nvq <- ifelse(nvq == 96, 0, ifelse(nvq %in% 1:5, nvq, NA_real_))
    nvq_p <- coalesce(
      as.numeric(BDDNVQ00_PARTNER),
      as.numeric(CDDNVQ00_PARTNER),
      as.numeric(DDDNVQ00_PARTNER),
      as.numeric(EDNVQ00_PARTNER),
      as.numeric(FDNVQ00_PARTNER)
    )
    nvq_p <- ifelse(nvq_p == 96, 0, ifelse(nvq_p %in% 1:5, nvq_p, NA_real_))
    rel <- coalesce(
      as.numeric(BDDREL00),
      as.numeric(CDDREL00),
      as.numeric(DDDREL00),
      as.numeric(EDREL00),
      as.numeric(FDREL00)
    )
    rel_p <- coalesce(
      as.numeric(BDDREL00_PARTNER),
      as.numeric(CDDREL00_PARTNER),
      as.numeric(DDDREL00_PARTNER),
      as.numeric(EDREL00_PARTNER),
      as.numeric(FDREL00_PARTNER)
    )
    sexed <- .wave %in% c(""sweep_2"", ""sweep_3"", ""sweep_4"")
    parent <- ifelse(sexed, rel %in% 1:12, rel %in% 7:10)
    parent_p <- ifelse(sexed, rel_p %in% 1:12, rel_p %in% 7:10)
    v <- case_when(
      parent & respondent_sex == 1 ~ nvq,
      parent_p & respondent_sex_PARTNER == 1 ~ nvq_p,
      .default = NA_real_
    )
    k <- rev(which(!is.na(v)))
    ifelse(.wave == ""sweep_7"", v[k][match(participant_id, participant_id[k])], v)
  }),
  c(0, 1, 2) ~ ""Secondary school or less"",
  3 ~ ""Post-secondary"",
  c(4, 5) ~ ""Bachelor degree or higher"",
  default = ""Unknown""
)","As maternal_education, for the resident father figure (male respondent).",,
parental_education,partial,"BDDNVQ00, CDDNVQ00, DDDNVQ00, EDNVQ00, FDNVQ00 , BDDNVQ00_PARTNER, CDDNVQ00_PARTNER, DDDNVQ00_PARTNER, EDNVQ00_PARTNER, FDNVQ00_PARTNER , .wave","recode_values(
  local({
    nvq <- coalesce(
      as.numeric(BDDNVQ00),
      as.numeric(CDDNVQ00),
      as.numeric(DDDNVQ00),
      as.numeric(EDNVQ00),
      as.numeric(FDNVQ00)
    )
    nvq <- ifelse(nvq == 96, 0, ifelse(nvq %in% 1:5, nvq, NA_real_))
    nvq_p <- coalesce(
      as.numeric(BDDNVQ00_PARTNER),
      as.numeric(CDDNVQ00_PARTNER),
      as.numeric(DDDNVQ00_PARTNER),
      as.numeric(EDNVQ00_PARTNER),
      as.numeric(FDNVQ00_PARTNER)
    )
    nvq_p <- ifelse(nvq_p == 96, 0, ifelse(nvq_p %in% 1:5, nvq_p, NA_real_))
    v <- pmax(nvq, nvq_p, na.rm = TRUE)
    k <- rev(which(!is.na(v)))
    ifelse(.wave == ""sweep_7"", v[k][match(participant_id, participant_id[k])], v)
  }),
  c(0, 1, 2) ~ ""Secondary school or less"",
  3 ~ ""Post-secondary"",
  c(4, 5) ~ ""Bachelor degree or higher"",
  default = ""Unknown""
)","Higher NVQ level of main respondent and partner at the same sweep, with no sex or relationship filter, so grandparents and other carers count. Coding and sweep-7 carry-forward as maternal_education, hence partial.",,
urbanicity,partial,"bmorpcde, cmorpcde, dmorpcde, EMORPCDE, FIERURUR, FIWRURUR, BISRURUR, CISRURUR, DISRURUR, EISRURUR, FISRURUR, BINRURUR, CINRURUR, DINRURUR, EINRURUR, FINRURUR","coalesce(
  recode_values(
    coalesce(as.numeric(bmorpcde), as.numeric(cmorpcde), as.numeric(dmorpcde), as.numeric(EMORPCDE)),
    1 ~ ""Urban"",
    2 ~ ""Suburban"",
    3 ~ ""Rural""
  ),
  recode_values(
    coalesce(as.numeric(FIERURUR), as.numeric(FIWRURUR)),
    c(1, 4) ~ ""Urban"",
    c(2, 5) ~ ""Suburban"",
    c(3, 6) ~ ""Rural""
  ),
  recode_values(
    coalesce(
      as.numeric(BISRURUR),
      as.numeric(CISRURUR),
      as.numeric(DISRURUR),
      as.numeric(EISRURUR),
      as.numeric(FISRURUR)
    ),
    c(1, 2) ~ ""Urban"",
    c(3, 4) ~ ""Suburban"",
    c(5, 6) ~ ""Rural""
  ),
  recode_values(
    coalesce(
      as.numeric(BINRURUR),
      as.numeric(CINRURUR),
      as.numeric(DINRURUR),
      as.numeric(EINRURUR),
      as.numeric(FINRURUR)
    ),
    2 ~ ""Urban"",
    1 ~ ""Rural""
  ),
  ""Unknown""
)","Each nation's own rurality scale, recoded then coalesced. England/Wales: ONS 2005 morphology at sweeps 2-5 (settlement >10k Urban, town/fringe Suburban, village/hamlet/isolated Rural); six-fold combined code at sweep 6, sparse and less-sparse merged. Scotland six-fold: large/other urban Urban, accessible/remote small towns Suburban, accessible/remote rural Rural. Northern Ireland: urban/rural binary only, so never Suburban, hence partial. No geographic data at sweep 7 (Unknown).",,
family_structure,compatible,"BDHTYP00, CDHTYP00, DDHTYP00, EHTYP00, FDHTYP00, GDHTYP00","recode_values(
  coalesce(
    as.numeric(BDHTYP00),
    as.numeric(CDHTYP00),
    as.numeric(DDHTYP00),
    as.numeric(EHTYP00),
    as.numeric(FDHTYP00),
    as.numeric(GDHTYP00)
  ),
  c(1, 4, 7, 8) ~ ""Two biological/adoptive parents"",
  c(2, 3, 5, 6, 9, 25) ~ ""Step family"",
  c(15, 16, 17, 18) ~ ""Single parent"",
  c(10, 11, 12, 13, 14, 19, 20, 21, 22, 24, 26) ~ ""Other"",
  default = ""Unknown""
)","MCS family type (26 parent-figure combinations). Two natural/adoptive parents -> Two biological/adoptive parents; natural/adoptive parent plus step-parent or other partner -> Step family; lone natural/adoptive parent -> Single parent; grandparent, foster, step-parent-only or other-carer households -> Other. Code 23 (unknown parent types) -> Unknown.",,
school_grade,partial,"DPSTSC00, DPDIFY00, EPSTSC00, EPDIFY00, FPSTSC00, FPDIFY00, GCDIFY00","case_when(
  as.numeric(DPSTSC00) == 1 ~ ""Year 2/Primary 3"",
  as.numeric(DPSTSC00) == 2 ~ recode_values(
    as.numeric(DPDIFY00),
    1 ~ ""Year 1/Primary 2"",
    2 ~ ""Year 3/Primary 4"",
    3 ~ ""Other year""
  ),
  as.numeric(EPSTSC00) == 1 ~ ""Year 6/Primary 7"",
  as.numeric(EPSTSC00) == 2 ~ recode_values(
    as.numeric(EPDIFY00),
    1 ~ ""Year 5/Primary 6"",
    2 ~ ""Year 7/S1/Year 8"",
    c(3, 4) ~ ""Other year""
  ),
  as.numeric(FPSTSC00) == 1 ~ ""Year 9/S3/Year 10"",
  as.numeric(FPSTSC00) == 2 ~ recode_values(
    as.numeric(FPDIFY00),
    1 ~ ""Year 8/S2/Year 9"",
    2 ~ ""Year 10/S4/Year 11"",
    3 ~ ""Other year""
  ),
  .default = recode_values(
    as.numeric(GCDIFY00),
    1 ~ ""Year 11/Year 12 (Scotland, NI)"",
    2 ~ ""Year 12/Year 13 (Scotland, NI)"",
    3 ~ ""Year 13/Year 14 (Scotland, NI)"",
    4 ~ ""Other year""
  )
)","Parent confirms the sweep's modal school year, else gives the year; label built from both, kept as MCS writes it (England/Wales year with Scottish/NI equivalent). Sweeps 2-3 predate the item; sweep 7 asks the cohort member. Not attending school (code 3) stays missing.",,
st_measure_type,compatible,,"""Categorical""",All MCS screen-time items are banded hours.,,
st_measure_name,compatible,,"""Custom""","Bespoke MCS items, not drawn from a named instrument",,
st_responder,compatible,.wave,"case_match(
  .wave,
  c(""sweep_2"", ""sweep_3"", ""sweep_4"", ""sweep_5"") ~ ""Parent or carer"",
  c(""sweep_6"", ""sweep_7"") ~ ""Self"",
  .default = ""Unknown""
)","Main respondent about the child at ages 3, 5, 7, 11; cohort member at 14, 17.",,
st_total_wd,incompatible,,,"Unmapped per DR-0002 (no summing categories). MCS tells respondents to include device-based watching in the watching item and, at sweep 6, social networking in the internet item, so sums double-count; even the disjoint sweep-7 items put 5.8% above 24 h (open top bands).",,
st_total_we,unavailable,,,,,
st_total,incompatible,,,"Same DR-0002 rule as st_total_wd. A total would also differ by sweep: TV only (sweep 2), TV plus combined computer/gaming (3-4), TV plus gaming (5), social media only from sweep 6.",,
st_watch_wd,compatible,"CPTVHO00, DPTVHO00, EPTVHO00, FCTVHO00, GCTVHO00","coalesce(
  recode_values(coalesce(as.numeric(CPTVHO00), as.numeric(DPTVHO00)), 1 ~ 0, 2 ~ 0.5, 3 ~ 2, 4 ~ 4, 5 ~ 6, 6 ~ 8),
  recode_values(as.numeric(EPTVHO00), 1 ~ 0, 2 ~ 0.5, 3 ~ 1.5, 4 ~ 2.5, 5 ~ 4, 6 ~ 6, 7 ~ 8),
  recode_values(as.numeric(FCTVHO00), 1 ~ 0, 2 ~ 0.25, 3 ~ 0.75, 4 ~ 1.5, 5 ~ 2.5, 6 ~ 4, 7 ~ 6, 8 ~ 8),
  recode_values(as.numeric(GCTVHO00), 1 ~ 0, 2 ~ 0.25, 3 ~ 0.75, 4 ~ 1.5, 5 ~ 2.5, 6 ~ 4, 7 ~ 6, 8 ~ 8.5, 9 ~ 11)
)","TV/film hours on a normal term-time weekday, including on computer or mobile. Six bands at sweeps 3-4, seven at 5, eight at 6, nine at 7. Band midpoints; open top band at floor + 1 (8 h for '7 hours or more', 11 h for '10 hours or more'). Negative, don't-know and refused codes -> NA.",,
st_watch_we,unavailable,,,,,
st_watch,partial,BPTVHO00,"recode_values(as.numeric(BPTVHO00), 1 ~ 0, 2 ~ 0.5, 3 ~ 2, 4 ~ 4)","Sweep 2 only: 'How many hours a day' the child watches TV, videos or DVDs; no weekday/weekend split. Partial: four coarse bands, open top band ('more than 3 hours'). Band midpoints; top band at floor + 1 (4 h).",,
st_game_wd,compatible,"EPCOMP00, FCCOMH00, GCCOMH00","coalesce(
  recode_values(as.numeric(EPCOMP00), 1 ~ 0, 2 ~ 0.5, 3 ~ 1.5, 4 ~ 2.5, 5 ~ 4, 6 ~ 6, 7 ~ 8),
  recode_values(as.numeric(FCCOMH00), 1 ~ 0, 2 ~ 0.25, 3 ~ 0.75, 4 ~ 1.5, 5 ~ 2.5, 6 ~ 4, 7 ~ 6, 8 ~ 8),
  recode_values(as.numeric(GCCOMH00), 1 ~ 0, 2 ~ 0.25, 3 ~ 0.75, 4 ~ 1.5, 5 ~ 2.5, 6 ~ 4, 7 ~ 6, 8 ~ 8.5, 9 ~ 11)
)","Electronic-gaming hours on a normal term-time weekday: computer/console at sweeps 5-6 (Wii, DS, Xbox, PlayStation); sweep 7 adds tablets, smartphones and online games. EPCOMP00's label ('on computer or games') is misleading; the item is gaming only. Sweeps 3-4 combined item: see st_comp_wd. Bands as st_watch_wd.",,
st_game_we,unavailable,,,,,
st_game,unavailable,,,,,
st_game_comp_wd,unavailable,,,,,
st_game_comp_we,unavailable,,,,,
st_game_comp,unavailable,,,,,
st_game_console_wd,unavailable,,,,,
st_game_console_we,unavailable,,,,,
st_game_console,unavailable,,,,,
st_game_handheldconsole_wd,unavailable,,,,,
st_game_handheldconsole_we,unavailable,,,,,
st_game_handheldconsole,unavailable,,,,,
st_game_active_wd,unavailable,,,,,
st_game_active_we,unavailable,,,,,
st_game_active,unavailable,,,,,
st_game_phone_wd,unavailable,,,,,
st_game_phone_we,unavailable,,,,,
st_game_phone,unavailable,,,,,
st_game_tablet_wd,unavailable,,,,,
st_game_tablet_we,unavailable,,,,,
st_game_tablet,unavailable,,,,,
st_comp_nongaming_wd,unavailable,,,,,
st_comp_nongaming_we,unavailable,,,,,
st_comp_nongaming,unavailable,,,,,
st_comp_wd,partial,"CPCOMP00, DPCOMP00","recode_values(coalesce(as.numeric(CPCOMP00), as.numeric(DPCOMP00)), 1 ~ 0, 2 ~ 0.5, 3 ~ 2, 4 ~ 4, 5 ~ 6, 6 ~ 8)","Sweeps 3-4: hours 'using a computer or playing electronic games outside school lessons' on a normal term-time weekday. Mapped here as computer use is the named activity; partial for the gaming overlap. Do not pool with st_game_wd (gaming only, sweeps 5-7). Bands as st_watch_wd.",,
st_comp_we,unavailable,,,,,
st_comp,unavailable,,,,,
st_tablet_wd,unavailable,,,,,
st_tablet_we,unavailable,,,,,
st_tablet,unavailable,,,,,
st_phone_wd,unavailable,,,,,
st_phone_we,unavailable,,,,,
st_phone,unavailable,,,,,
st_socmedia_wd,compatible,"FCSOME00, GCSOME00","coalesce(
  recode_values(as.numeric(FCSOME00), 1 ~ 0, 2 ~ 0.25, 3 ~ 0.75, 4 ~ 1.5, 5 ~ 2.5, 6 ~ 4, 7 ~ 6, 8 ~ 8),
  recode_values(as.numeric(GCSOME00), 1 ~ 0, 2 ~ 0.25, 3 ~ 0.75, 4 ~ 1.5, 5 ~ 2.5, 6 ~ 4, 7 ~ 6, 8 ~ 8.5, 9 ~ 11)
)","Social networking/messaging hours on a normal term-time weekday (sweeps 6-7). FCSOME00's label ('Hours per week') is wrong; the item asks about a normal weekday, with the same bands as the other weekday items. Bands as st_watch_wd.",,
st_socmedia_we,unavailable,,,,,
st_socmedia,unavailable,,,,,
st_educational_wd,unavailable,,,,,
st_educational_we,unavailable,,,,,
st_educational,unavailable,,,,,
st_work_wd,unavailable,,,Not collected.,,
st_work_we,unavailable,,,Not collected.,,
st_work,unavailable,,,Not collected.,,
st_internet_wd,compatible,FCINTH00,"recode_values(as.numeric(FCINTH00), 1 ~ 0, 2 ~ 0.25, 3 ~ 0.75, 4 ~ 1.5, 5 ~ 2.5, 6 ~ 4, 7 ~ 6, 8 ~ 8)","Sweep 6 only: internet hours on a normal term-time weekday, including tablets/smartphones and homework. FCINTH00's label ('Does CM ever use the internet at home') is wrong; values are the eight hours bands. Overlaps st_socmedia_wd; never sum (DR-0002). Bands as st_watch_wd.",,
st_internet_we,unavailable,,,,,
st_internet,unavailable,,,,,
st_videochat,unavailable,,,,,
st_messaging_wd,incompatible,,,Messaging is bundled with social media in FCSOME00/GCSOME00 (on st_socmedia_wd); sweep 5 ECQ08X00 is frequency only.,,
st_messaging_we,unavailable,,,No weekend item.,,
st_messaging,incompatible,,,"Weekday items only, and messaging is bundled with social media.",,
st_creating,unavailable,,,Not collected.,,
st_email,unavailable,,,,,
st_shopping,unavailable,,,,,
st_total_school,unavailable,,,,,
st_educational_school,unavailable,,,,,
st_comp_school,unavailable,,,,,
st_tablet_school,unavailable,,,,,
st_internet_school,unavailable,,,,,
st_phone_school,unavailable,,,,,
acc_academachment_selfrated,unavailable,,,MCS collects no pupil-reported or school-record attainment grades in this release,,
acc_academachment_lettergrades,unavailable,,,MCS collects no pupil-reported or school-record attainment grades in this release,,
acc_academachment_stdtest,unavailable,,,MCS collects no pupil-reported or school-record attainment grades in this release,,
acc_schoolengage_caresschool,unavailable,,,"Nearest items (tries their best, finds school interesting) use frequency scales that do not match Always/Usually/Sometimes/Never.",,
acc_schoolengage_homework,unavailable,,,Not asked; MCS records only whether someone helps with homework and how often,,
acc_academachment_numgrades,unavailable,,,MCS collects no pupil-reported or school-record attainment grades in this release,,
acc_academachment_teacherrated,partial,"DQ2162, DQ2164, DQ2166, DQ2167, EQ2A, EQ2C, EQ2D","recode_values(
  local({
    m <- rowMeans(
      cbind(
        ifelse(as.numeric(DQ2162) %in% 1:5, as.numeric(DQ2162), NA_real_),
        ifelse(as.numeric(DQ2164) %in% 1:5, as.numeric(DQ2164), NA_real_),
        ifelse(as.numeric(DQ2166) %in% 1:5, as.numeric(DQ2166), NA_real_),
        ifelse(as.numeric(DQ2167) %in% 1:5, as.numeric(DQ2167), NA_real_),
        ifelse(as.numeric(EQ2A) %in% 1:5, as.numeric(EQ2A), NA_real_),
        ifelse(as.numeric(EQ2C) %in% 1:5, as.numeric(EQ2C), NA_real_),
        ifelse(as.numeric(EQ2D) %in% 1:5, as.numeric(EQ2D), NA_real_)
      ),
      na.rm = TRUE
    )
    floor(ifelse(is.nan(m), NA_real_, m) + 0.5)
  }),
  1 ~ ""Very good"",
  2 ~ ""Good"",
  3 ~ ""Average"",
  c(4, 5) ~ ""Below average""
)","Teacher report, sweeps 4-5 (ages 7, 11): mean of core-subject ratings against the age group (sweep 4 reading, writing, science, maths; sweep 5 English, maths, science), rounded, ties to the poorer rating. Optional subjects and Welsh/Gaelic/Irish-medium duplicates excluded. Partial: subject composite, not a holistic rating; five levels collapse to four (Below average includes 'well below average').",,
acc_numeracy_stdtest,partial,DCNSCO00,as.numeric(DCNSCO00),"Sweep 4 only (age 7). NFER Number Skills raw score (0-15); no standardised or age-adjusted form, hence partial. Standardise within dataset and wave at analysis.",,
acc_literacy_stdtest,compatible,DCWRSD00,as.numeric(DCWRSD00),"Sweep 4 only (age 7). BAS II Word Reading standard score, age-normed (mean 100, SD 15). Ability score (DCWRAB00) and raw total (DCWRSC00) are not age-comparable.",,
beh_hyper_basc2,unavailable,,,Instrument not administered,,
beh_atten_basc2,unavailable,,,Instrument not administered,,
beh_atten_self,unavailable,,,MCS measures attention only via the SDQ hyperactivity/inattention subscales; see beh_hyper_sdq_*.,,
beh_selfreg_htks,unavailable,,,Instrument not administered,,
beh_bullied,partial,"BPSDFB00, CPSDFB00, DPSDFB00, EPSDFB00, FPSDFB00, GPSDFB00","recode_values(
  coalesce(
    as.numeric(BPSDFB00),
    as.numeric(CPSDFB00),
    as.numeric(DPSDFB00),
    as.numeric(EPSDFB00),
    as.numeric(FPSDFB00),
    as.numeric(GPSDFB00)
  ),
  1 ~ ""FALSE"",
  c(2, 3) ~ ""TRUE""
)","SDQ item 'Often fights with other children or bullies them', parent report, all six sweeps, last six months (not true/somewhat true/certainly true). TRUE for somewhat or certainly true. Partial: three-level rating, not yes/no, and parent report; child self-report items exist at only some sweeps and change wording.",,
