target_variable,status,source_columns,expression,notes,lookup_table,measure
school_grade,compatible,school_grade,"recode_values(
  as.numeric(school_grade),
  1 ~ ""Grade 9"",
  2 ~ ""Grade 10"",
  3 ~ ""Grade 11"",
  4 ~ ""Grade 12"",
  5 ~ ""Ungraded or other grade""
)","Q3, unchanged across waves; labels use the 'Grade N' form.",,
st_measure_type,inferred,"tv_hours, game_hours","""Categorical""",Both screen items use seven ordered hour bands.,,
st_measure_name,inferred,"tv_hours, game_hours","""Custom""","Bespoke YRBS items: TV-hours item (1999-2019) and games/computer-hours item (2003-2019), both average school day. No named instrument.",,
st_responder,inferred,"tv_hours, game_hours","""Self""","Anonymous self-completed questionnaire in class; no parent, teacher or device report.",,
st_total_wd,incompatible,"tv_hours, game_hours, game_device_hours",,No total screen-time item in 1999-2019 (2021's aggregate item is in a dropped wave). TV and games/computer are broad categories; DR-0002 bars summing them.,,
st_total_we,unavailable,,,No weekday/weekend split.,,
st_total,incompatible,"tv_hours, game_hours, game_device_hours",,School-day items only; TV and games/computer can't be summed under DR-0002.,,
st_watch_wd,partial,tv_hours,"recode_values(as.numeric(tv_hours), 1 ~ 0, 2 ~ 0.5, 3 ~ 1, 4 ~ 2, 5 ~ 3, 6 ~ 4, 7 ~ 5)","TV hours, average school day (taken as weekday), 1999-2019, 7 bands: none = 0, <1 h = 0.5, 1-4 h at face value, open top band '5+' at its floor (5). Partial: TV only; from 2013 the games/computer item also covers video (YouTube; 2019 'watching videos'), so other-device viewing is missed.",,
st_watch_we,unavailable,,,No weekday/weekend split.,,
st_watch,incompatible,tv_hours,,Only an average school day is asked; mapped to st_watch_wd only.,,
st_game_wd,partial,game_hours,"if_else(
  as.character(.wave) %in% c(""2003"", ""2005"", ""2007"", ""2009""),
  recode_values(as.numeric(game_hours), 1 ~ 0, 2 ~ 0.5, 3 ~ 1, 4 ~ 2, 5 ~ 3, 6 ~ 4, 7 ~ 5),
  NA_real_
)","2003-2009 only; the 2011 examples include Facebook (2013-2019 excluded for the same reason). Games or non-school computer use, average school day (to _wd), 7 bands: none = 0, <1 h = 0.5, 1-4 h at face value, top band '5 or more' = 5. Partial: gaming bundled with non-school computer use (2007-2009 examples add consoles and the Internet).",,
st_game_we,unavailable,,,No weekday/weekend split.,,
st_game,incompatible,game_hours,,Only an average school day is asked; mapped to st_game_wd only.,,
st_game_comp_wd,unavailable,,,No device split; see st_game_wd.,,
st_game_comp_we,unavailable,,,No weekday/weekend split.,,
st_game_comp,unavailable,,,No device split; see st_game.,,
st_game_console_wd,unavailable,,,No device split; see st_game_wd.,,
st_game_console_we,unavailable,,,No weekday/weekend split.,,
st_game_console,unavailable,,,No device split; see st_game.,,
st_game_handheldconsole_wd,unavailable,,,No device split; see st_game_wd.,,
st_game_handheldconsole_we,unavailable,,,No weekday/weekend split.,,
st_game_handheldconsole,unavailable,,,No device split; see st_game.,,
st_game_active_wd,unavailable,,,Not collected.,,
st_game_active_we,unavailable,,,No weekday/weekend split.,,
st_game_active,unavailable,,,Not collected.,,
st_game_phone_wd,unavailable,,,No device split; see st_game_wd.,,
st_game_phone_we,unavailable,,,No weekday/weekend split.,,
st_game_phone,unavailable,,,No device split; see st_game.,,
st_game_tablet_wd,unavailable,,,No device split; see st_game_wd.,,
st_game_tablet_we,unavailable,,,No weekday/weekend split.,,
st_game_tablet,unavailable,,,No device split; see st_game.,,
st_comp_nongaming_wd,incompatible,"game_hours, game_device_hours",,"Non-school computer use is bundled with gaming, not separable: game_hours (2003-2009 mapped to st_game_wd; 2011 not mapped), game_device_hours (2013-2019, not mapped).",,
st_comp_nongaming_we,unavailable,,,No weekday/weekend split.,,
st_comp_nongaming,incompatible,"game_hours, game_device_hours",,"School-day games/computer item only (game_hours, game_device_hours); no usual-day value; see st_comp_nongaming_wd.",,
st_comp_wd,incompatible,"game_hours, game_device_hours",,"Computer use is bundled with gaming, not separable: game_hours (2003-2009 mapped to st_game_wd; 2011 not mapped), game_device_hours (2013-2019, not mapped).",,
st_comp_we,unavailable,,,No weekday/weekend split.,,
st_comp,incompatible,"game_hours, game_device_hours",,"School-day games/computer item only (game_hours, game_device_hours); no usual-day value; see st_comp_wd.",,
st_tablet_wd,incompatible,game_device_hours,,Tablets are an example in the 2013-2019 games/computer item; not separable. See st_comp_wd.,,
st_tablet_we,unavailable,,,No weekday/weekend split.,,
st_tablet,incompatible,game_device_hours,,School-day games/computer item only (game_device_hours); no usual-day value; see st_tablet_wd.,,
st_phone_wd,incompatible,game_device_hours,,Smartphones are an example in the 2013-2019 games/computer item; not separable. See st_comp_wd.,,
st_phone_we,unavailable,,,No weekday/weekend split.,,
st_phone,incompatible,game_device_hours,,School-day games/computer item only (game_device_hours); no usual-day value; see st_phone_wd.,,
st_socmedia_wd,incompatible,"game_hours, game_device_hours",,"Social media is an example in the 2011 (Facebook) and 2013-2019 games/computer items (game_hours, game_device_hours); not separable. The only social-media item (2023) asks frequency, not duration, and is in a dropped wave.",,
st_socmedia_we,unavailable,,,No weekday/weekend split.,,
st_socmedia,incompatible,"game_hours, game_device_hours",,"School-day games/computer item only (game_hours, game_device_hours); no usual-day value; see st_socmedia_wd.",,
st_educational_wd,unavailable,,,Not collected.,,
st_educational_we,unavailable,,,No weekday/weekend split.,,
st_educational,unavailable,,,Not collected.,,
st_work_wd,unavailable,,,Not collected.,,
st_work_we,unavailable,,,No weekday/weekend split.,,
st_work,unavailable,,,Not collected.,,
st_internet_wd,incompatible,"game_hours, game_device_hours",,"'The Internet' is an example in the 2007-2015 games/computer items, not separable: game_hours (2007-2009 mapped to st_game_wd; 2011 not mapped), game_device_hours (2013-2015, not mapped).",,
st_internet_we,unavailable,,,No weekday/weekend split.,,
st_internet,incompatible,"game_hours, game_device_hours",,"School-day games/computer item only (game_hours, game_device_hours); no usual-day value; see st_internet_wd.",,
st_videochat,unavailable,,,Not collected.,,
st_messaging_wd,incompatible,game_device_hours,,Texting is an example in the 2017-2019 games/computer item; not separable. See st_comp_wd.,,
st_messaging_we,unavailable,,,No weekday/weekend split.,,
st_messaging,incompatible,game_device_hours,,School-day games/computer item only (game_device_hours); no usual-day value; see st_messaging_wd.,,
st_creating,unavailable,,,Not collected.,,
st_email,unavailable,,,Not collected.,,
st_shopping,unavailable,,,Not collected.,,
st_total_school,unavailable,,,No item on use at school.,,
st_educational_school,unavailable,,,No item on use at school.,,
st_comp_school,unavailable,,,No item on use at school.,,
st_tablet_school,unavailable,,,No item on use at school.,,
st_internet_school,unavailable,,,No item on use at school.,,
st_phone_school,unavailable,,,No item on use at school.,,
acc_academachment_selfrated,incompatible,grades_school,,"Self-reported grades (grades_school), which the schema sends to acc_academachment_lettergrades and acc_academachment_numgrades; no self-rating of performance.",,
acc_academachment_lettergrades,compatible,grades_school,"recode_values(as.numeric(grades_school), 1 ~ ""A"", 2 ~ ""B"", 3 ~ ""C"", 4 ~ ""D"", 5 ~ ""F"")","2003, 2009, 2015, 2017 and 2019 only. Self-reported grades, past 12 months: 'mostly X's' = X; 'none of these grades' and 'not sure' -> NA. Same information as acc_academachment_numgrades.",,
acc_academachment_stdtest,unavailable,,,Not collected.,,
acc_schoolengage_caresschool,unavailable,,,Not collected.,,
acc_schoolengage_homework,unavailable,,,Not collected.,,
acc_schoolpressure_self,unavailable,,,Not collected.,,
acc_schoolbelonging_self,unavailable,,,Not collected.,,
acc_schoolbelonging_measure,unavailable,,,See acc_schoolbelonging_self.,,
acc_academachment_numgrades,partial,grades_school,"recode_values(as.numeric(grades_school), 1 ~ 4, 2 ~ 3, 3 ~ 2, 4 ~ 1, 5 ~ 0)","2003, 2009, 2015, 2017 and 2019 only. Self-reported grades, past 12 months, 'mostly A's' to 'mostly F's' as 4.0 grade points (A = 4 ... F = 0); 'none of these grades' and 'not sure' -> NA. Partial: 'mostly X's' is a band, not a grade point average. Same information as acc_academachment_lettergrades.",,
acc_academachment_teacherrated,unavailable,,,Not collected.,,
acc_numeracy_stdtest,unavailable,,,Not collected.,,
acc_literacy_stdtest,unavailable,,,Not collected.,,
beh_hyper_basc2,unavailable,,,Not collected.,,
beh_atten_basc2,unavailable,,,Not collected.,,
beh_atten_self,incompatible,difficulty_concentrating,,"Single yes/no item (Q98, 2015-2019): serious difficulty concentrating, remembering or making decisions because of a physical, mental or emotional problem; not a multi-item attention scale.",,
beh_atten_measure,unavailable,,,See beh_atten_self.,,
beh_selfreg_htks,unavailable,,,Not collected.,,
beh_bullied,unavailable,,,Not collected.,,
beh_beenbullied,compatible,bullied_school,"recode_values(as.numeric(bullied_school), 1 ~ ""TRUE"", 2 ~ ""FALSE"")","2009-2019 only. Bullied on school property, past 12 months; the item defines bullying. Yes/no. Electronic bullying is in beh_beenbullied_online.",,
beh_beenbullied_online,compatible,bullied_electronic,"recode_values(as.numeric(bullied_electronic), 1 ~ ""TRUE"", 2 ~ ""FALSE"")","2011-2019 only: electronically bullied, past 12 months (platform examples vary by year). Yes/no.",,
beh_bullied_online,unavailable,,,Not collected.,,
beh_fight,compatible,physical_fight,"recode_values(as.numeric(physical_fight), 1 ~ ""FALSE"", c(2, 3, 4, 5, 6, 7, 8) ~ ""TRUE"")","Physical fights, past 12 months (0 to 12+), all ten waves; TRUE for 1+. Missingness rises in 2015-2019, largely CDC's logical edits blanking the item against the fight-on-school-property item.",,
beh_truancy,compatible,truancy,"recode_values(as.numeric(truancy), 1 ~ ""FALSE"", c(2, 3, 4, 5) ~ ""TRUE"")","2005 only: missed classes/school without permission, past 30 days (0 to 10+ days). TRUE for any occurrence.",,
beh_stealing,incompatible,"cig_source_1999, cig_source, cig_source_2015",,"Only an option ('stole them' 1999; 'took them from a store or family member' 2003-2015) of the smokers' item 'how did you usually get your own cigarettes', past 30 days; not a general theft item.",,
beh_vandalism,unavailable,,,Not collected; the only damage item asks about damage to the student's own property at school.,,
beh_alcohol_self,compatible,alcohol_30d,"recode_values(as.numeric(alcohol_30d), 1 ~ ""FALSE"", c(2, 3, 4, 5, 6, 7) ~ ""TRUE"")","Self-reported days with at least one drink of alcohol, past 30 days (0 days to all 30 days), all ten waves; TRUE for 1 or more days.",,
beh_tobacco_self,compatible,"cig_30d, cigar_30d","case_when(
  as.numeric(cig_30d) %in% 2:7 | as.numeric(cigar_30d) %in% 2:7 ~ ""TRUE"",
  as.numeric(cig_30d) %in% 1 | as.numeric(cigar_30d) %in% 1 ~ ""FALSE"",
  .default = NA_character_
)","Self-reported days smoked cigarettes and days smoked cigars, cigarillos or little cigars, past 30 days (0 days to all 30 days), all ten waves; TRUE if either is 1 or more days, FALSE if every answered item is 0 days. Smokeless tobacco and vaping items not used.",,
beh_cannabis_self,compatible,marijuana_30d,"recode_values(as.numeric(marijuana_30d), 1 ~ ""FALSE"", c(2, 3, 4, 5, 6) ~ ""TRUE"")","Self-reported times used marijuana, past 30 days (0 times to 40 or more), all ten waves; TRUE for 1 or more times.",,
beh_conduct_sdq_parent,unavailable,,,Not collected.,,
beh_hyper_sdq_parent,unavailable,,,Not collected.,,
beh_peerprob_sdq_parent,unavailable,,,Not collected.,,
beh_prosocial_sdq_parent,unavailable,,,Not collected.,,
beh_aggphys_bpaq_self,unavailable,,,Not collected.,,
beh_aggverb_bpaq_self,unavailable,,,Not collected.,,
beh_agganger_bpaq_self,unavailable,,,Not collected.,,
beh_agghostility_bpaq_self,unavailable,,,Not collected.,,
beh_agg_self,unavailable,,,Not collected.,,
beh_agg_measure,unavailable,,,See beh_agg_self.,,
beh_argues,unavailable,,,Not collected.,,
beh_persistence_finishwork,unavailable,,,Not collected.,,
beh_emotreg_stayscalm,unavailable,,,Not collected.,,
beh_peerprob_makefriends,unavailable,,,Not collected.,,
beh_conduct_diagnosed,unavailable,,,Not collected.,,
beh_conduct_diagnosed_severity,unavailable,,,Not collected.,,
beh_conduct_sdq_self,unavailable,,,Not collected.,,
beh_hyper_sdq_self,unavailable,,,Not collected.,,
beh_peerprob_sdq_self,unavailable,,,Not collected.,,
beh_prosocial_sdq_self,unavailable,,,Not collected.,,
beh_conduct_sdq_teacher,unavailable,,,Not collected.,,
beh_hyper_sdq_teacher,unavailable,,,Not collected.,,
beh_peerprob_sdq_teacher,unavailable,,,Not collected.,,
beh_prosocial_sdq_teacher,unavailable,,,Not collected.,,
beh_ext_sdq_parent,unavailable,,,Not collected.,,
beh_ext_sdq_self,unavailable,,,Not collected.,,
beh_ext_sdq_teacher,unavailable,,,Not collected.,,
beh_agg_cbcl_parent,unavailable,,,Not collected.,,
beh_atten_cbcl_parent,unavailable,,,Not collected.,,
beh_rulebreak_cbcl_parent,unavailable,,,Not collected.,,
beh_ext_cbcl_parent,unavailable,,,Not collected.,,
beh_cbcl_measure,unavailable,,,CBCL not administered.,,
beh_prosocial_online_self,unavailable,,,Not collected.,,
beh_prosocial_online_measure,unavailable,,,See beh_prosocial_online_self.,,
beh_problematicuse_self,unavailable,,,Not collected.,,
beh_problematicuse_measure,unavailable,,,See beh_problematicuse_self.,,
cog_execfunc_basc2,unavailable,,,Not collected.,,
cog_langexec_nepsy,unavailable,,,Not collected.,,
cog_phono_nepsy,unavailable,,,Not collected.,,
cog_inhibcont_nepsy,unavailable,,,Not collected.,,
cog_vismotor_nepsy,unavailable,,,Not collected.,,
cog_verbalfluency_nepsy,unavailable,,,Not collected.,,
cog_inhib_nihtb_flanker,unavailable,,,Not collected.,,
cog_flex_nihtb_dccs,unavailable,,,Not collected.,,
cog_wm_nihtb_listsort,unavailable,,,Not collected.,,
cog_speed_nihtb_pattern,unavailable,,,Not collected.,,
cog_epimem_nihtb_picseq,unavailable,,,Not collected.,,
cog_vocab_nihtb_picvocab,unavailable,,,Not collected.,,
cog_fluidcomp_nihtb,unavailable,,,Not collected.,,
cog_crystcomp_nihtb,unavailable,,,Not collected.,,
cog_totalcomp_nihtb,unavailable,,,Not collected.,,
cog_wm_digitspan,unavailable,,,Not collected.,,
cog_iq_fullscale,unavailable,,,Not collected.,,
cog_vocab_bpvs,unavailable,,,Not collected.,,
cog_vocab_ppvt,unavailable,,,Not collected.,,
cog_execfunc_brief_parent,unavailable,,,Not collected.,,
cog_vocab_bas_naming,unavailable,,,Not collected.,,
cog_nonverbalreason_bas_picsim,unavailable,,,Not collected.,,
cog_spatial_bas_pattern,unavailable,,,Not collected.,,
cog_verbalreason_bas_versim,unavailable,,,Not collected.,,
cog_schoolread_bracken,unavailable,,,Not collected.,,
cog_creativethinking_stdtest,unavailable,,,Not collected.,,
mh_anx_basc2,unavailable,,,Not collected.,,
mh_dep_basc2,unavailable,,,Not collected.,,
mh_emotsymp_sdq_parent,unavailable,,,Not collected.,,
mh_totaldiff_sdq_parent,unavailable,,,Not collected.,,
mh_anx_diagnosed,unavailable,,,Not collected.,,
mh_anx_diagnosed_severity,unavailable,,,Not collected.,,
mh_dep_diagnosed,unavailable,,,Not collected.,,
mh_dep_diagnosed_severity,unavailable,,,Not collected.,,
mh_emotsymp_sdq_self,unavailable,,,Not collected.,,
mh_emotsymp_sdq_teacher,unavailable,,,Not collected.,,
mh_totaldiff_sdq_self,unavailable,,,Not collected.,,
mh_totaldiff_sdq_teacher,unavailable,,,Not collected.,,
mh_int_sdq_parent,unavailable,,,Not collected.,,
mh_int_sdq_self,unavailable,,,Not collected.,,
mh_int_sdq_teacher,unavailable,,,Not collected.,,
mh_dep_smfq_self,unavailable,,,Not collected.,,
mh_dep_smfq_parent,unavailable,,,Not collected.,,
mh_dep_cdi_self,unavailable,,,Not collected.,,
mh_dep_cesd_self,unavailable,,,Not collected.,,
mh_dep_phq9_self,unavailable,,,Not collected.,,
mh_dep_rcads_self,unavailable,,,Not collected.,,
mh_dep_dass21_self,unavailable,,,Not collected.,,
mh_dep_scl_self,unavailable,,,Not collected.,,
mh_distress_k6_self,unavailable,,,Not collected.,,
mh_distress_k10_self,unavailable,,,Not collected.,,
mh_anx_masc_self,unavailable,,,Not collected.,,
mh_anx_scas_self,unavailable,,,Not collected.,,
mh_anx_scas_parent,unavailable,,,Not collected.,,
mh_anx_scared_self,unavailable,,,Not collected.,,
mh_anx_scared_parent,unavailable,,,Not collected.,,
mh_anx_gad7_self,unavailable,,,Not collected.,,
mh_anx_rcads_self,unavailable,,,Not collected.,,
mh_anx_dass21_self,unavailable,,,Not collected.,,
mh_anxdep_cbcl_parent,unavailable,,,Not collected.,,
mh_int_cbcl_parent,unavailable,,,Not collected.,,
mh_dep_binary_self,compatible,sad_hopeless,"recode_values(as.numeric(sad_hopeless), 1 ~ ""Yes"", 2 ~ ""No"")","Past 12 months, sad or hopeless almost every day for 2+ weeks in a row so that usual activities stopped; all ten waves, unchanged wording.",,
mh_dep_self,incompatible,sad_hopeless,,Only the yes/no two-week sad-or-hopeless screen (past 12 months); mapped to mh_dep_binary_self.,,
mh_dep_measure,unavailable,,,See mh_dep_self.,,
mh_anx_self,unavailable,,,Not collected.,,
mh_anx_measure,unavailable,,,See mh_anx_self.,,
mh_depanx_diagnosed,unavailable,,,Not collected.,,
mh_stress_self,unavailable,,,Not collected.,,
mh_lonely_self,unavailable,,,Not collected.,,
mh_lonely_scale_self,unavailable,,,Not collected.,,
mh_lonely_measure,unavailable,,,See mh_lonely_scale_self.,,
mh_sad_self,incompatible,sad_hopeless,,Yes/no two-week sad-or-hopeless screen only (past 12 months); mapped to mh_dep_binary_self.,,
mh_worry_self,unavailable,,,Not collected.,,
mh_irritable_self,unavailable,,,Not collected.,,
mh_nobodycares_self,unavailable,,,Not collected.,,
mh_lifenotworth_self,incompatible,suicide_ideation,,Yes/no seriously considered suicide only (past 12 months); mapped to mh_suicide_ideation_self.,,
mh_suicide_ideation_self,compatible,suicide_ideation,"recode_values(as.numeric(suicide_ideation), 1 ~ ""Yes"", 2 ~ ""No"")","Seriously considered suicide, past 12 months, all ten waves. Separate 'made a plan' item has no schema row, not used.",,
mh_suicide_attempt_self,compatible,suicide_attempt,"recode_values(as.numeric(suicide_attempt), 1 ~ ""No"", c(2, 3, 4, 5) ~ ""Yes"")","Suicide attempts, past 12 months (0 to 6+), all ten waves; dichotomised any vs none. Missingness highest in 2017, largely CDC's logical edits against the follow-up injury item.",,
mh_selfharm_self,incompatible,suicide_attempt,,"Only a suicide-attempt count (past 12 months), which the schema sends to mh_suicide_attempt_self; no self-harm item.",,
mh_psychsom_hbscscl_self,unavailable,,,HBSC-SCL not administered.,,
mh_psychsom_measure,unavailable,,,See mh_psychsom_hbscscl_self.,,
mh_somatic_self,unavailable,,,Not collected.,,
mh_somatic_measure,unavailable,,,See mh_somatic_self.,,
wb_emotsc_basc2,unavailable,,,Not collected.,,
wb_mwb_wemwbs,unavailable,,,Not collected.,,
wb_lifesatisfaction_cantrilladder,unavailable,,,Not collected.,,
wb_resil_basc2,unavailable,,,Not collected.,,
wb_psychcomplaints_feellow,unavailable,,,HBSC-SCL not administered; see mh_dep_binary_self.,,
wb_psychcomplaints_irritable,unavailable,,,HBSC-SCL not administered.,,
wb_psychcomplaints_nervous,unavailable,,,HBSC-SCL not administered.,,
wb_psychcomplaints_diffsleep,unavailable,,,HBSC-SCL not administered; see hlth_sleep_wd.,,
wb_bodyimage,proximate,weight_perception,"recode_values(
  as.numeric(weight_perception),
  1 ~ ""Much too thin"",
  2 ~ ""A bit too thin"",
  3 ~ ""About right"",
  4 ~ ""A bit too fat"",
  5 ~ ""Much too fat""
)","Weight self-description, all ten waves (very underweight to very overweight), mapped in rank order. Proximate: worded as weight status, not thin/fat body image, though same five-point structure.",,
wb_lifesat_slss_self,unavailable,,,Not collected.,,
wb_lifesat_swls_self,unavailable,,,Not collected.,,
wb_lifesat_singleitem_self,unavailable,,,Not collected.,,
wb_happiness_singleitem_self,unavailable,,,Not collected.,,
wb_domainsat_schoolwork_self,unavailable,,,Not collected.,,
wb_domainsat_appearance_self,incompatible,weight_perception,,"Weight self-description (weight_perception), not satisfaction with appearance; mapped to wb_bodyimage.",,
wb_domainsat_family_self,unavailable,,,Not collected.,,
wb_domainsat_friends_self,unavailable,,,Not collected.,,
wb_domainsat_school_self,unavailable,,,Not collected.,,
wb_qol_pedsql_self,unavailable,,,Not collected.,,
wb_qol_pedsql_parent,unavailable,,,Not collected.,,
wb_qol_kidscreen10_self,unavailable,,,Not collected.,,
wb_qol_kidscreen10_parent,unavailable,,,Not collected.,,
wb_selfesteem_rosenberg_self,unavailable,,,Not collected.,,
wb_selfesteem_self,unavailable,,,Not collected.,,
wb_selfesteem_measure,unavailable,,,See wb_selfesteem_self.,,
wb_selfefficacy_gse_self,unavailable,,,Not collected.,,
wb_selfefficacy_self,unavailable,,,Not collected.,,
wb_selfefficacy_measure,unavailable,,,See wb_selfefficacy_self.,,
wb_mwb_who5_self,unavailable,,,Not collected.,,
wb_happiness_shs_self,unavailable,,,Not collected.,,
wb_mwb_swemwbs_self,unavailable,,,Not collected.,,
wb_selfratedhealth_self,compatible,self_rated_health,"recode_values(as.numeric(self_rated_health), 1 ~ ""Excellent"", 2 ~ ""Very good"", 3 ~ ""Good"", 4 ~ ""Fair"", 5 ~ ""Poor"")",2005 and 2007 only: standard five-level excellent-to-poor health item.,,
wb_generalhealth_parent,incompatible,self_rated_health,,"Student self-rated health only (2005 and 2007), mapped to wb_selfratedhealth_self; no parent report.",,
wb_posaffect_self,unavailable,,,Not collected.,,
wb_posaffect_measure,unavailable,,,See wb_posaffect_self.,,
wb_eudaimonic_self,unavailable,,,Not collected.,,
wb_eudaimonic_measure,unavailable,,,See wb_eudaimonic_self.,,
wb_socsupport_family_self,unavailable,,,Not collected.,,
wb_socsupport_friends_self,unavailable,,,Not collected.,,
wb_socsupport_measure,unavailable,,,See wb_socsupport_family_self and wb_socsupport_friends_self.,,
hlth_sleep_wd,compatible,sleep_hours,"recode_values(as.numeric(sleep_hours), 1 ~ 4, 2 ~ 5, 3 ~ 6, 4 ~ 7, 5 ~ 8, 6 ~ 9, 7 ~ 10)","2007-2019 only. Self-reported hours of sleep on an average school night ('how many hours of sleep do you get'), 7 whole-hour options: point labels at face value, open bands take their stated bound ('4 or less' = 4, '10 or more' = 10).",,
hlth_sleep_we,unavailable,,,No weekday/weekend split.,,
hlth_sleep,incompatible,sleep_hours,,School-night item only; no usual-night value; see hlth_sleep_wd.,,
hlth_sleepprob,unavailable,,,Not collected.,,
hlth_sleepprob_measure,unavailable,,,See hlth_sleepprob.,,
