target_variable,status,source_columns,expression,notes,lookup_table,measure
maternal_education,proximate,E_EDU_M,"lookup_values(
  recode_values(
    as.numeric(E_EDU_M),
    1 ~ ""Middle school graduate or less"",
    2 ~ ""High school graduate"",
    3 ~ ""College or university graduate or above"",
    default = ""Do not know""
  ),
  lookup_maternal_education,
  dataset_id = spec$dataset_id,
  target_variable = ""maternal_education""
)","Child-reported; asked only where the mother lives with the respondent (9999 not asked, 8888 block not administered from 2019; both Unknown). Code 3 merges junior college with university, so Bachelor or higher slightly overstates attainment.",maternal_education,
paternal_education,proximate,E_EDU_F,"lookup_values(
  recode_values(
    as.numeric(E_EDU_F),
    1 ~ ""Middle school graduate or less"",
    2 ~ ""High school graduate"",
    3 ~ ""College or university graduate or above"",
    default = ""Do not know""
  ),
  lookup_maternal_education,
  dataset_id = spec$dataset_id,
  target_variable = ""maternal_education"",
  default = ""Unknown""
)","Child-reported; asked where a father is listed in the family roster. Codes 1-3 through the shared education lookup; don't know, 8888 and 9999 = Unknown. Proximate: code 3 includes junior college and goes to Bachelor degree or higher (majority rule).",maternal_education,
parental_education,proximate,"E_EDU_M, E_EDU_F","lookup_values(
  recode_values(
    pmax(
      if_else(as.numeric(E_EDU_M) %in% 1:3, as.numeric(E_EDU_M), NA_real_),
      if_else(as.numeric(E_EDU_F) %in% 1:3, as.numeric(E_EDU_F), NA_real_),
      na.rm = TRUE
    ),
    1 ~ ""Middle school graduate or less"",
    2 ~ ""High school graduate"",
    3 ~ ""College or university graduate or above"",
    default = ""Do not know""
  ),
  lookup_maternal_education,
  dataset_id = spec$dataset_id,
  target_variable = ""maternal_education"",
  default = ""Unknown""
)","Higher of the two parents' codes 1-3 (don't know and skip codes dropped, so one known parent suffices), then the shared education lookup; neither known = Unknown. Proximate: junior college sits in code 3 (see paternal_education).",maternal_education,
urbanicity,proximate,CTYPE,"recode_values(as.character(CTYPE), ""대도시"" ~ ""Urban"", ""중소도시"" ~ ""Suburban"", ""군지역"" ~ ""Rural"", default = ""Unknown"")","Settlement-size stratifier: large city / small-medium city / county. Suburban for small-medium city is approximate (smaller cities, not metro suburbs).",,
family_structure,proximate,"YEAR, E_FM_F_1, E_FM_SF_2, E_FM_M_3, E_FM_SM_4, E_LT_F, E_LT_SF, E_LT_M, E_LT_SM, E_LT_FNM","local({
  fnm <- as.numeric(E_LT_FNM)
  fa <- as.numeric(E_FM_F_1) == 1 &
    case_when(YEAR == 2008 ~ fnm %in% c(1, 2), YEAR == 2025 ~ TRUE, .default = as.numeric(E_LT_F) == 1)
  sf <- as.numeric(E_FM_SF_2) == 2 &
    case_when(YEAR == 2008 ~ fnm %in% c(1, 2), YEAR == 2025 ~ TRUE, .default = as.numeric(E_LT_SF) == 1)
  mo <- as.numeric(E_FM_M_3) == 3 &
    case_when(YEAR == 2008 ~ fnm %in% c(1, 3), YEAR == 2025 ~ TRUE, .default = as.numeric(E_LT_M) == 1)
  sm <- as.numeric(E_FM_SM_4) == 4 &
    case_when(YEAR == 2008 ~ fnm %in% c(1, 3), YEAR == 2025 ~ TRUE, .default = as.numeric(E_LT_SM) == 1)
  case_when(
    as.numeric(E_FM_F_1) == 8888 ~ ""Unknown"",
    fa & mo ~ ""Two biological/adoptive parents"",
    (sf | sm) & (fa | mo) ~ ""Step family"",
    fa | mo ~ ""Single parent"",
    !is.na(fa) & !is.na(mo) ~ ""Other"",
    .default = ""Unknown""
  )
})","Roster ticks (father, stepfather, mother, stepmother) count only co-resident figures (co-residence items 2008-2024; the 2025 roster lists co-resident family only); two resident parents = Two biological/adoptive parents whatever the step ticks, no resident parent = Other, 8888 (block skipped, 2019-2025) = Unknown. Proximate: the step box also names adoptive parents, and 2008 does not say which father or mother figure is resident.",,
fam_screenrules,unavailable,,,Not collected.,,
fam_bedroomscreen,unavailable,,,Not collected.,,
fam_parentstress,unavailable,,,Not collected.,,
fam_parentstress_measure,unavailable,,,See fam_parentstress.,,
school_grade,compatible,GRADE,"recode_values(
  as.numeric(GRADE),
  1 ~ ""Middle School 1st Grade"",
  2 ~ ""Middle School 2nd Grade"",
  3 ~ ""Middle School 3rd Grade"",
  4 ~ ""High School 1st Grade"",
  5 ~ ""High School 2nd Grade"",
  6 ~ ""High School 3rd Grade"",
  default = NA_character_
)",Middle school years 1-3 and high school years 1-3 (grades 7-12).,,
st_measure_type,inferred,,"""Continuous""","Open hours/minutes entry stored as minutes: internet 2008-2016 and 2018-2019 (30-min steps 2008-2010, 10-min from 2011), smartphone 2017 and 2020-2025.",,
st_measure_name,inferred,,"""Custom""",Bespoke KYRBS time-use items; not drawn from a named instrument.,,
st_responder,inferred,,"""Self""","Anonymous self-administered web questionnaire, completed in school.",,
st_total_wd,incompatible,"INT_WD_MM, INT_WD_MM1, INT_WD_MM2, INT_SP_WD, INT_SPWD_TM",,"Internet and smartphone time only (no all-screen item); mapped to st_internet, st_educational and st_phone.",,
st_total_we,incompatible,"INT_WK_MM, INT_WK_MM1, INT_WK_MM2, INT_SP_WK, INT_SPWK_TM",,"Internet and smartphone time only (no all-screen item); mapped to st_internet, st_educational and st_phone.",,
st_total,incompatible,"INT_WD_MM, INT_WK_MM, INT_WD_MM1, INT_WK_MM1, INT_WD_MM2, INT_WK_MM2, INT_SP_WD, INT_SP_WK, INT_SPWD_TM, INT_SPWK_TM",,"Internet and smartphone time only (no all-screen item); mapped to st_internet, st_educational and st_phone.",,
st_watch_wd,unavailable,,,No weekday/weekend split.,,
st_watch_we,unavailable,,,No weekday/weekend split.,,
st_watch,incompatible,"INT_ITEM1, INT_ITEM2, INT_ITEM3, INT_SP_ITEM",,"Only as a ranked main internet service (2008-2012, 2017); no duration.",,
st_game_wd,unavailable,,,No weekday/weekend split.,,
st_game_we,unavailable,,,No weekday/weekend split.,,
st_game,incompatible,"INT_ITEM1, INT_ITEM2, INT_ITEM3, INT_SP_ITEM",,"Only as a ranked main internet service (2008-2012, 2017); no duration.",,
st_game_comp_wd,unavailable,,,Not collected by KYRBS.,,
st_game_comp_we,unavailable,,,Not collected by KYRBS.,,
st_game_comp,unavailable,,,Not collected by KYRBS.,,
st_game_console_wd,unavailable,,,Not collected by KYRBS.,,
st_game_console_we,unavailable,,,Not collected by KYRBS.,,
st_game_console,unavailable,,,Not collected by KYRBS.,,
st_game_handheldconsole_wd,unavailable,,,Not collected by KYRBS.,,
st_game_handheldconsole_we,unavailable,,,Not collected by KYRBS.,,
st_game_handheldconsole,unavailable,,,Not collected by KYRBS.,,
st_game_active_wd,unavailable,,,Not collected by KYRBS.,,
st_game_active_we,unavailable,,,Not collected by KYRBS.,,
st_game_active,unavailable,,,Not collected by KYRBS.,,
st_game_phone_wd,unavailable,,,Not collected by KYRBS.,,
st_game_phone_we,unavailable,,,Not collected by KYRBS.,,
st_game_phone,unavailable,,,Not collected by KYRBS.,,
st_game_tablet_wd,unavailable,,,Not collected by KYRBS.,,
st_game_tablet_we,unavailable,,,Not collected by KYRBS.,,
st_game_tablet,unavailable,,,Not collected by KYRBS.,,
st_comp_nongaming_wd,unavailable,,,Not collected by KYRBS.,,
st_comp_nongaming_we,unavailable,,,Not collected by KYRBS.,,
st_comp_nongaming,unavailable,,,Not collected by KYRBS.,,
st_comp_wd,unavailable,,,Not collected by KYRBS.,,
st_comp_we,unavailable,,,Not collected by KYRBS.,,
st_comp,unavailable,,,Not collected by KYRBS.,,
st_tablet_wd,unavailable,,,Not collected by KYRBS.,,
st_tablet_we,unavailable,,,Not collected by KYRBS.,,
st_tablet,unavailable,,,Not collected by KYRBS.,,
st_phone_wd,compatible,"YEAR, INT_SP, INT_SP_WD, INT_SPWD, INT_SPWD_TM","case_when(
  YEAR == 2017 & as.numeric(INT_SP) == 1 ~ 0,
  YEAR == 2017 ~ as.numeric(INT_SP_WD) / 60,
  YEAR >= 2020 & as.numeric(INT_SPWD) == 1 ~ 0,
  YEAR >= 2020 ~ as.numeric(INT_SPWD_TM) / 60,
  .default = NA_real_
)","Smartphone use, average weekday, minutes/60; 2017 and from 2020 only. Use/no-use gate: no-use = 0 (time left missing in source). INT_SP_WD, past 30 days (2017); INT_SPWD_TM, past 7 days (2020+).",,
st_phone_we,compatible,"YEAR, INT_SP, INT_SP_WK, INT_SPWK, INT_SPWK_TM","case_when(
  YEAR == 2017 & as.numeric(INT_SP) == 1 ~ 0,
  YEAR == 2017 ~ as.numeric(INT_SP_WK) / 60,
  YEAR >= 2020 & as.numeric(INT_SPWK) == 1 ~ 0,
  YEAR >= 2020 ~ as.numeric(INT_SPWK_TM) / 60,
  .default = NA_real_
)",Smartphone use on an average weekend day; see st_phone_wd.,,
st_phone,compatible,"YEAR, INT_SP, INT_SP_WD, INT_SP_WK, INT_SPWD, INT_SPWK, INT_SPWD_TM, INT_SPWK_TM","((case_when(
  YEAR == 2017 & as.numeric(INT_SP) == 1 ~ 0,
  YEAR == 2017 ~ as.numeric(INT_SP_WD) / 60,
  YEAR >= 2020 & as.numeric(INT_SPWD) == 1 ~ 0,
  YEAR >= 2020 ~ as.numeric(INT_SPWD_TM) / 60,
  .default = NA_real_
) *
  5) +
  (case_when(
    YEAR == 2017 & as.numeric(INT_SP) == 1 ~ 0,
    YEAR == 2017 ~ as.numeric(INT_SP_WK) / 60,
    YEAR >= 2020 & as.numeric(INT_SPWK) == 1 ~ 0,
    YEAR >= 2020 ~ as.numeric(INT_SPWK_TM) / 60,
    .default = NA_real_
  ) *
    2)) /
  7",5:2 weighted mean of st_phone_wd and st_phone_we.,,
st_socmedia_wd,unavailable,,,No weekday/weekend split.,,
st_socmedia_we,unavailable,,,No weekday/weekend split.,,
st_socmedia,incompatible,"INT_ITEM1, INT_ITEM2, INT_ITEM3, INT_SP_ITEM",,"Only as a ranked main internet service (2008-2012, 2017); no duration.",,
st_educational_wd,partial,"YEAR, INT_WD, INT_WD_MM1","case_when(
  YEAR %in% 2011:2016 & as.numeric(INT_WD) == 1 ~ 0,
  YEAR %in% 2011:2016 ~ as.numeric(INT_WD_MM1) / 60,
  .default = NA_real_
)","Internet for study, average weekday, minutes/60; use/no-use gate: no-use = 0. 2011-2016 only; other waves don't split out study use.",,
st_educational_we,partial,"YEAR, INT_WK, INT_WK_MM1","case_when(
  YEAR %in% 2011:2016 & as.numeric(INT_WK) == 1 ~ 0,
  YEAR %in% 2011:2016 ~ as.numeric(INT_WK_MM1) / 60,
  .default = NA_real_
)",Internet used for study purposes on an average weekend day; see st_educational_wd.,,
st_educational,partial,"YEAR, INT_WD, INT_WK, INT_WD_MM1, INT_WK_MM1","((case_when(
  YEAR %in% 2011:2016 & as.numeric(INT_WD) == 1 ~ 0,
  YEAR %in% 2011:2016 ~ as.numeric(INT_WD_MM1) / 60,
  .default = NA_real_
) *
  5) +
  (case_when(
    YEAR %in% 2011:2016 & as.numeric(INT_WK) == 1 ~ 0,
    YEAR %in% 2011:2016 ~ as.numeric(INT_WK_MM1) / 60,
    .default = NA_real_
  ) *
    2)) /
  7",5:2 weighted mean of st_educational_wd and st_educational_we.,,
st_work_wd,unavailable,,,Not collected.,,
st_work_we,unavailable,,,Not collected.,,
st_work,unavailable,,,Not collected.,,
st_internet_wd,partial,"YEAR, INT_WD, INT_WD_MM, INT_WD_MM2","case_when(
  YEAR %in% c(2008:2010, 2018, 2019) & as.numeric(INT_WD) == 1 ~ 0,
  YEAR %in% c(2008:2010, 2018, 2019) ~ as.numeric(INT_WD_MM) / 60,
  YEAR %in% 2011:2016 & as.numeric(INT_WD) == 1 ~ 0,
  YEAR %in% 2011:2016 ~ as.numeric(INT_WD_MM2) / 60,
  .default = NA_real_
)","2008-2016, 2018-2019 only. Internet use on an average weekday, past 30 days, minutes/60; use/no-use gate: no-use = 0. 2008 INT_WD_MM covers all purposes; from 2009 non-study use only (INT_WD_MM 2009-2010 and 2018-2019; INT_WD_MM2, the non-study part, 2011-2016). Partial: purpose-restricted from 2009.",,
st_internet_we,partial,"YEAR, INT_WK, INT_WK_MM, INT_WK_MM2","case_when(
  YEAR %in% c(2008:2010, 2018, 2019) & as.numeric(INT_WK) == 1 ~ 0,
  YEAR %in% c(2008:2010, 2018, 2019) ~ as.numeric(INT_WK_MM) / 60,
  YEAR %in% 2011:2016 & as.numeric(INT_WK) == 1 ~ 0,
  YEAR %in% 2011:2016 ~ as.numeric(INT_WK_MM2) / 60,
  .default = NA_real_
)","Internet use on an average weekend day; items, waves and gate as st_internet_wd.",,
st_internet,partial,"YEAR, INT_WD, INT_WK, INT_WD_MM, INT_WK_MM, INT_WD_MM2, INT_WK_MM2","((case_when(
  YEAR %in% c(2008:2010, 2018, 2019) & as.numeric(INT_WD) == 1 ~ 0,
  YEAR %in% c(2008:2010, 2018, 2019) ~ as.numeric(INT_WD_MM) / 60,
  YEAR %in% 2011:2016 & as.numeric(INT_WD) == 1 ~ 0,
  YEAR %in% 2011:2016 ~ as.numeric(INT_WD_MM2) / 60,
  .default = NA_real_
)) *
  5 +
  (case_when(
    YEAR %in% c(2008:2010, 2018, 2019) & as.numeric(INT_WK) == 1 ~ 0,
    YEAR %in% c(2008:2010, 2018, 2019) ~ as.numeric(INT_WK_MM) / 60,
    YEAR %in% 2011:2016 & as.numeric(INT_WK) == 1 ~ 0,
    YEAR %in% 2011:2016 ~ as.numeric(INT_WK_MM2) / 60,
    .default = NA_real_
  )) *
    2) /
  7","(5 x st_internet_wd + 2 x st_internet_we) / 7; 2008 all purposes, non-study use from 2009 (partial).",,
st_videochat,unavailable,,,Not collected by KYRBS.,,
st_messaging_wd,unavailable,,,No weekday/weekend split.,,
st_messaging_we,unavailable,,,No weekday/weekend split.,,
st_messaging,incompatible,"INT_ITEM1, INT_ITEM2, INT_ITEM3, INT_SP_ITEM",,"Messenger/chat only as a ranked main service (2008-2012, 2017); no duration.",,
st_creating,incompatible,"INT_ITEM1, INT_ITEM2, INT_ITEM3, INT_SP_ITEM",,"Only as ranked main internet services (UCC/video use, blog/minihompy; 2008-2012, 2017); no creation item or duration.",,
st_email,incompatible,"INT_ITEM1, INT_ITEM2, INT_ITEM3, INT_SP_ITEM",,"Only as a ranked main internet service (2008-2012, 2017); no duration.",,
st_shopping,incompatible,"INT_ITEM1, INT_ITEM2, INT_ITEM3, INT_SP_ITEM",,"Only as a ranked main internet service (2008-2012, 2017); no duration.",,
st_total_school,unavailable,,,Not collected by KYRBS.,,
st_educational_school,unavailable,,,Not collected by KYRBS.,,
st_comp_school,unavailable,,,Not collected by KYRBS.,,
st_tablet_school,unavailable,,,Not collected by KYRBS.,,
st_internet_school,unavailable,,,Not collected by KYRBS.,,
st_phone_school,unavailable,,,Not collected by KYRBS.,,
acc_academachment_selfrated,proximate,E_S_RCRD,"recode_values(
  as.numeric(E_S_RCRD),
  1 ~ ""Very good"",
  2 ~ ""Good"",
  3 ~ ""Average"",
  c(4, 5) ~ ""Below average"",
  default = NA_character_
)","Self-rated academic record, past 12 months, 5-point (high / upper-middle / middle / lower-middle / low); bottom two collapse to Below average (five-level collapse).",,
acc_academachment_lettergrades,unavailable,,,Not collected by KYRBS.,,
acc_academachment_stdtest,unavailable,,,Not collected by KYRBS.,,
acc_schoolengage_caresschool,unavailable,,,Not collected by KYRBS.,,
acc_schoolengage_homework,unavailable,,,Not collected by KYRBS.,,
acc_schoolpressure_self,incompatible,M_STR_RS,,"Only as options of a single-choice main cause of stress (M_STR_RS: grades and exams, schoolwork), mapped nowhere; no pressure rating.",,
acc_schoolbelonging_self,unavailable,,,Not collected.,,
acc_schoolbelonging_measure,unavailable,,,See acc_schoolbelonging_self.,,
acc_academachment_numgrades,unavailable,,,Not collected by KYRBS.,,
acc_academachment_teacherrated,unavailable,,,Not collected by KYRBS.,,
acc_numeracy_stdtest,unavailable,,,Not collected by KYRBS.,,
acc_literacy_stdtest,unavailable,,,Not collected by KYRBS.,,
beh_hyper_basc2,unavailable,,,Not collected by KYRBS.,,
beh_atten_basc2,unavailable,,,Not collected by KYRBS.,,
beh_atten_self,unavailable,,,Not collected by KYRBS.,,
beh_atten_measure,unavailable,,,See beh_atten_self.,,
beh_selfreg_htks,unavailable,,,Not collected by KYRBS.,,
beh_bullied,unavailable,,,Not collected by KYRBS.,,
beh_beenbullied,unavailable,,,Not collected by KYRBS.,,
beh_beenbullied_online,unavailable,,,Not collected by KYRBS.,,
beh_bullied_online,unavailable,,,Not collected by KYRBS.,,
beh_fight,unavailable,,,Not collected by KYRBS.,,
beh_truancy,unavailable,,,"Not collected; absence items cover asthma, rhinitis and eczema only.",,
beh_stealing,unavailable,,,Not collected.,,
beh_vandalism,unavailable,,,Not collected.,,
beh_alcohol_self,compatible,"AC_LT, AC_DAYS","case_when(
  as.numeric(AC_LT) == 1 ~ FALSE,
  as.numeric(AC_DAYS) == 1 ~ FALSE,
  as.numeric(AC_DAYS) %in% 2:7 ~ TRUE,
  .default = NA
)","Days drinking at least one glass of alcohol, past 30 days (AC_DAYS); TRUE for 1-2 days or more; lifetime never-drinkers (AC_LT, routed past the item) FALSE.",,
beh_tobacco_self,compatible,"TC_LT, TC_DAYS","case_when(
  as.numeric(TC_LT) == 1 ~ FALSE,
  as.numeric(TC_DAYS) == 1 ~ FALSE,
  as.numeric(TC_DAYS) %in% 2:7 ~ TRUE,
  .default = NA
)","Days smoking at least one cigarette, past 30 days (TC_DAYS; conventional cigarettes, e-cigarettes asked separately); TRUE for 1-2 days or more; lifetime never-smokers (TC_LT, routed past the item) FALSE.",,
beh_cannabis_self,partial,"YEAR, DR_EXP, DR_LT, DR_LT_T19","case_when(
  !YEAR %in% 2008:2014 ~ NA,
  as.numeric(DR_EXP) == 1 | as.numeric(DR_LT) == 1 ~ FALSE,
  as.numeric(DR_LT_T19) %in% c(1, 19) ~ TRUE,
  as.numeric(DR_LT) %in% 2:3 ~ FALSE,
  .default = NA
)","2008-2014 only. Cannabis ticked in the lifetime drug-type list (DR_LT_T19, coded 1 in 2008-2009 and 19 from 2010), asked of those reporting drug or inhalant use; no such use (DR_EXP, DR_LT) = FALSE. Partial: lifetime. The 2022-2025 item pooling cannabis with other drugs (DR_HAB_PUR) is not used.",,
beh_conduct_sdq_parent,unavailable,,,Not collected by KYRBS.,,
beh_hyper_sdq_parent,unavailable,,,Not collected by KYRBS.,,
beh_peerprob_sdq_parent,unavailable,,,Not collected by KYRBS.,,
beh_prosocial_sdq_parent,unavailable,,,Not collected by KYRBS.,,
beh_aggphys_bpaq_self,unavailable,,,Not collected by KYRBS.,,
beh_aggverb_bpaq_self,unavailable,,,Not collected by KYRBS.,,
beh_agganger_bpaq_self,unavailable,,,Not collected by KYRBS.,,
beh_agghostility_bpaq_self,unavailable,,,Not collected by KYRBS.,,
beh_agg_self,unavailable,,,Not collected by KYRBS.,,
beh_agg_measure,unavailable,,,See beh_agg_self.,,
beh_argues,unavailable,,,Not collected by KYRBS.,,
beh_persistence_finishwork,unavailable,,,Not collected by KYRBS.,,
beh_emotreg_stayscalm,unavailable,,,Not collected by KYRBS.,,
beh_peerprob_makefriends,unavailable,,,Not collected by KYRBS.,,
beh_conduct_diagnosed,unavailable,,,Not collected by KYRBS.,,
beh_conduct_diagnosed_severity,unavailable,,,Not collected by KYRBS.,,
beh_conduct_sdq_self,unavailable,,,Not collected by KYRBS.,,
beh_hyper_sdq_self,unavailable,,,Not collected by KYRBS.,,
beh_peerprob_sdq_self,unavailable,,,Not collected by KYRBS.,,
beh_prosocial_sdq_self,unavailable,,,Not collected by KYRBS.,,
beh_conduct_sdq_teacher,unavailable,,,Not collected by KYRBS.,,
beh_hyper_sdq_teacher,unavailable,,,Not collected by KYRBS.,,
beh_peerprob_sdq_teacher,unavailable,,,Not collected by KYRBS.,,
beh_prosocial_sdq_teacher,unavailable,,,Not collected by KYRBS.,,
beh_ext_sdq_parent,unavailable,,,Not collected by KYRBS.,,
beh_ext_sdq_self,unavailable,,,Not collected by KYRBS.,,
beh_ext_sdq_teacher,unavailable,,,Not collected by KYRBS.,,
beh_agg_cbcl_parent,unavailable,,,Not collected by KYRBS.,,
beh_atten_cbcl_parent,unavailable,,,Not collected by KYRBS.,,
beh_rulebreak_cbcl_parent,unavailable,,,Not collected by KYRBS.,,
beh_ext_cbcl_parent,unavailable,,,Not collected by KYRBS.,,
beh_cbcl_measure,unavailable,,,Not collected by KYRBS.,,
beh_prosocial_online_self,unavailable,,,Not collected.,,
beh_prosocial_online_measure,unavailable,,,Not collected.,,
beh_problematicuse_self,compatible,"YEAR, INT_ADDT01, INT_ADDT02, INT_ADDT03, INT_ADDT04, INT_ADDT05, INT_ADDT06, INT_ADDT07, INT_ADDT08, INT_ADDT09, INT_ADDT10, INT_ADDT11, INT_ADDT12, INT_ADDT13, INT_ADDT14, INT_ADDT15, INT_ADDT16, INT_ADDT17, INT_ADDT18, INT_ADDT19, INT_ADDT20, INT_SP_OU_1, INT_SP_OU_2, INT_SP_OU_3, INT_SP_OU_4, INT_SP_OU_5, INT_SP_OU_6, INT_SP_OU_7, INT_SP_OU_8, INT_SP_OU_9, INT_SP_OU_10","case_when(
  YEAR %in% 2008:2010 ~ as.numeric(INT_ADDT01) +
    as.numeric(INT_ADDT02) +
    as.numeric(INT_ADDT03) +
    as.numeric(INT_ADDT04) +
    as.numeric(INT_ADDT05) +
    as.numeric(INT_ADDT06) +
    as.numeric(INT_ADDT07) +
    as.numeric(INT_ADDT08) +
    as.numeric(INT_ADDT09) +
    as.numeric(INT_ADDT10) +
    as.numeric(INT_ADDT11) +
    as.numeric(INT_ADDT12) +
    as.numeric(INT_ADDT13) +
    as.numeric(INT_ADDT14) +
    as.numeric(INT_ADDT15) +
    as.numeric(INT_ADDT16) +
    as.numeric(INT_ADDT17) +
    as.numeric(INT_ADDT18) +
    as.numeric(INT_ADDT19) +
    as.numeric(INT_ADDT20),
  YEAR %in% c(2020, 2023) ~ as.numeric(INT_SP_OU_1) +
    as.numeric(INT_SP_OU_2) +
    as.numeric(INT_SP_OU_3) +
    as.numeric(INT_SP_OU_4) +
    as.numeric(INT_SP_OU_5) +
    as.numeric(INT_SP_OU_6) +
    as.numeric(INT_SP_OU_7) +
    as.numeric(INT_SP_OU_8) +
    as.numeric(INT_SP_OU_9) +
    as.numeric(INT_SP_OU_10),
  .default = NA_real_
)","2008-2010: 20-item internet addiction scale (INT_ADDT01 to INT_ADDT20); 2020 and 2023: 10-item smartphone overdependence scale (INT_SP_OU_1 to INT_SP_OU_10). Items coded 1-4 (no value labels released; every item correlates positively with the total), no reversed items, complete-case sum. The 2017 three smartphone problem items (INT_SP_TF, INT_SP_TC, INT_SP_TS) are not a published scale and are not used.",,
beh_problematicuse_measure,inferred,YEAR,"case_when(
  YEAR %in%
    2008:2010 ~ ""KS scale short form (internet), 20 of 20 items, 1-4 item scoring (range 20-80), sum, no reverse-scored items"",
  YEAR %in%
    c(
      2020,
      2023
    ) ~ ""Smartphone Overdependence Scale (smartphone), 10 of 10 items, 1-4 item scoring (range 10-40), sum, no reverse-scored items"",
  .default = NA_character_
)","2008-2010 and 2020, 2023 only; the instrument changes, so standardise within wave.",,
cog_execfunc_basc2,unavailable,,,Not collected by KYRBS.,,
cog_langexec_nepsy,unavailable,,,Not collected by KYRBS.,,
cog_phono_nepsy,unavailable,,,Not collected by KYRBS.,,
cog_inhibcont_nepsy,unavailable,,,Not collected by KYRBS.,,
cog_vismotor_nepsy,unavailable,,,Not collected by KYRBS.,,
cog_verbalfluency_nepsy,unavailable,,,Not collected by KYRBS.,,
cog_inhib_nihtb_flanker,unavailable,,,Not collected by KYRBS.,,
cog_flex_nihtb_dccs,unavailable,,,Not collected by KYRBS.,,
cog_wm_nihtb_listsort,unavailable,,,Not collected by KYRBS.,,
cog_speed_nihtb_pattern,unavailable,,,Not collected by KYRBS.,,
cog_epimem_nihtb_picseq,unavailable,,,Not collected by KYRBS.,,
cog_vocab_nihtb_picvocab,unavailable,,,Not collected by KYRBS.,,
cog_fluidcomp_nihtb,unavailable,,,Not collected by KYRBS.,,
cog_crystcomp_nihtb,unavailable,,,Not collected by KYRBS.,,
cog_totalcomp_nihtb,unavailable,,,Not collected by KYRBS.,,
cog_wm_digitspan,unavailable,,,Not collected by KYRBS.,,
cog_iq_fullscale,unavailable,,,Not collected by KYRBS.,,
cog_vocab_bpvs,unavailable,,,Not collected by KYRBS.,,
cog_vocab_ppvt,unavailable,,,Not collected by KYRBS.,,
cog_execfunc_brief_parent,unavailable,,,Not collected by KYRBS.,,
cog_vocab_bas_naming,unavailable,,,No cognitive tests; KYRBS is a self-completed health-behaviour questionnaire.,,
cog_nonverbalreason_bas_picsim,unavailable,,,No cognitive tests; see cog_vocab_bas_naming.,,
cog_spatial_bas_pattern,unavailable,,,No cognitive tests; see cog_vocab_bas_naming.,,
cog_verbalreason_bas_versim,unavailable,,,No cognitive tests; see cog_vocab_bas_naming.,,
cog_schoolread_bracken,unavailable,,,No cognitive tests; see cog_vocab_bas_naming.,,
cog_creativethinking_stdtest,unavailable,,,No cognitive tests.,,
mh_anx_basc2,unavailable,,,Not collected by KYRBS.,,
mh_dep_basc2,unavailable,,,Not collected by KYRBS.,,
mh_emotsymp_sdq_parent,unavailable,,,Not collected by KYRBS.,,
mh_totaldiff_sdq_parent,unavailable,,,Not collected by KYRBS.,,
