target_variable,status,source_columns,expression,notes,lookup_table,measure
parental_education,compatible,"a1_grade, a2_grade","lookup_values(
  recode_values(
    pmax(
      ifelse(as.numeric(a1_grade) %in% 1:9, as.numeric(a1_grade), NA_real_),
      ifelse(as.numeric(a2_grade) %in% 1:9, as.numeric(a2_grade), NA_real_),
      na.rm = TRUE
    ),
    c(1, 2) ~ ""Less than high school"",
    3 ~ ""High school or GED"",
    4 ~ ""Vocational, trade or business school"",
    c(5, 6) ~ ""Some college or technical school"",
    c(7, 8, 9) ~ ""College degree or higher"",
    default = ""Unknown""
  ),
  lookup_maternal_education,
  dataset_id = spec$dataset_id,
  target_variable = ""maternal_education"",
  default = ""Unknown""
)","Highest A#_GRADE code (1-9; 95 no second adult and 99 missing dropped) of the 1-2 listed caregivers, non-parent carers included, A1_GRADE imputed where missing. Rebuilt from the raw codes instead of the DRC's HIGRADE_TVIS, which it matches except that code 4 (completed a vocational, trade or business school program) goes to Post-secondary rather than high school. Mapped through lookups/maternal_education.csv.",maternal_education,
urbanicity,proximate,"metro_yn, mpc_yn","case_when(
  as.numeric(mpc_yn) == 1 ~ ""Urban"",
  as.numeric(metro_yn) == 1 & as.numeric(mpc_yn) == 2 ~ ""Suburban"",
  as.numeric(metro_yn) == 2 ~ ""Rural"",
  .default = ""Unknown""
)","Census MSA geography: MPC_YN=1 -> Urban, METRO_YN=1 & MPC_YN=2 -> Suburban, METRO_YN=2 -> Rural. Proximate: non-metro includes small towns, MSA counties include rural land. Suppressed in some states (blank 2016, 98 in 2017-19, 96 from 2020) -> Unknown, incl. metro cases with MPC_YN suppressed.",,
family_structure,compatible,"family, family_r, a1_relation, a2_relation","case_when(
  (as.numeric(family) %in% c(3, 4) | as.numeric(family_r) %in% c(3, 4)) &
    as.numeric(a1_relation) == 2 &
    as.numeric(a2_relation) == 2 ~ ""Other"",
  as.numeric(family) %in% c(1, 2) | as.numeric(family_r) %in% c(1, 2) ~ ""Two biological/adoptive parents"",
  as.numeric(family) %in% c(3, 4) | as.numeric(family_r) %in% c(3, 4) ~ ""Step family"",
  as.numeric(family) %in% c(5, 6, 7, 8) | as.numeric(family_r) %in% c(5, 6) ~ ""Single parent"",
  as.numeric(family) == 9 | as.numeric(family_r) %in% c(7, 8) ~ ""Other"",
  .default = ""Unknown""
)","Census FAMILY (2016) / FAMILY_R (2017-23); marital status ignored. 1-2 both bio/adoptive parents; 3-4 step family, or Other if both caregivers are step-parents. FAMILY_R 5-6 single mother/father, 7-8 grandparent/other (as DRC famstruct_17/famstruct5). Raw vars used because DRC's 2016 recode puts single fathers in Other. 2016 codes 5-6 (single mother) and 7-8 (single father) are unlabelled in the DRC codebook; inferred from A1_SEX, A2_RELATION, A1_MARITAL, unconfirmed against the Census 2016 layout.",,
fam_screenrules,unavailable,,,Not collected.,,
fam_bedroomscreen,unavailable,,,Not collected.,,
fam_parentstress,compatible,"k8q31, k8q32, k8q34","if_else(
  as.numeric(k8q31) %in% 1:5 & as.numeric(k8q32) %in% 1:5 & as.numeric(k8q34) %in% 1:5,
  as.numeric((as.numeric(k8q31) >= 4) + (as.numeric(k8q32) >= 4) + (as.numeric(k8q34) >= 4)),
  NA_real_
)","DRC parental aggravation count (ParAgg_ct): caregiver's past-month reports that the child is much harder to care for (K8Q31), bothers them a lot (K8Q32) and makes them angry (K8Q34), count of usually or always answers (0-3); NA if any item is missing.",,
fam_parentstress_measure,inferred,,"""NSCH parental aggravation (DRC ParAgg_ct), 3 of 3 items, 0-1 item scoring (usually or always = 1 on a 5-point never-always scale, range 0-3), sum; past month""",Constant; all waves.,,
school_grade,unavailable,,,Not collected.,,
st_measure_type,inferred,,"""Categorical""",All NSCH screen-time items are caregiver-reported hour bands.,,
st_measure_name,inferred,,"""Custom""","Bespoke items: separate TV (K7Q60_R) and device (K7Q91_R) questions in 2016-17, replaced by one combined SCREENTIME question from 2018.",,
st_responder,inferred,,"""Parent or carer""",A parent or other caregiver completes the questionnaire. The harmoniser sets NA where no st_ value exists.,,
st_total_wd,partial,"screentime, k7q91_r","coalesce(
  recode_values(na_if(as.numeric(screentime), 99), 1 ~ 0.5, 2 ~ 1, 3 ~ 2, 4 ~ 3, 5 ~ 4),
  recode_values(na_if(as.numeric(k7q91_r), 99), 1 ~ 0, 2 ~ 0.5, 3 ~ 1, 4 ~ 2, 5 ~ 3, 6 ~ 4)
)","2016-2023, caregiver-reported, average weekday, schoolwork excluded. 2018-2023: SCREENTIME, time 'in front of a TV, computer, cellphone or other electronic device watching programs, playing games, accessing the internet or using social media' (all devices); less than 1 hour = 0.5 (no 'none' option). 2016-2017: K7Q91_R, time with 'computers, cell phones, handheld video games, and other electronic devices' (TV excluded; K7Q60_R TV time goes to st_watch_wd and is never added); none = 0, less than 1 hour = 0.5. Point labels at their value; top band 4 or more hours = 4. Partial: schoolwork excluded throughout and TV also excluded in 2016-2017 (level shift at 2018).",,
st_total_we,unavailable,,,No weekend item.,,
st_total,incompatible,"screentime, k7q91_r",,Weekday items only; no usual-day value.,,
st_watch_wd,partial,k7q60_r,"recode_values(na_if(as.numeric(k7q60_r), 99), 1 ~ 0, 2 ~ 0.5, 3 ~ 1, 4 ~ 2, 5 ~ 3, 6 ~ 4)","2016-2017 only. K7Q60_R: time on an average weekday 'in front of a TV watching TV programs, videos, or playing video games', caregiver-reported. None = 0, less than 1 hour = 0.5, point labels at their value, top band 4 or more hours = 4. Partial: TV set only, and counts video gaming at the TV. From 2018 NSCH replaced this item with SCREENTIME (all devices), mapped to st_total_wd.",,
st_watch_we,unavailable,,,No weekend item.,,
st_watch,incompatible,k7q60_r,,Weekday items only; no usual-day value.,,
st_game_wd,incompatible,"k7q60_r, k7q91_r, screentime",,"Only inside the pooled K7Q60_R/K7Q91_R (2016-2017) or SCREENTIME (2018-2023) items; K7Q60_R is mapped to st_watch_wd, and SCREENTIME and K7Q91_R are both mapped to st_total_wd.",,
st_game_we,unavailable,,,No weekend item.,,
st_game,incompatible,"k7q60_r, k7q91_r, screentime",,Weekday items only; no usual-day value. Gaming only inside pooled items; see st_game_wd.,,
st_game_comp_wd,unavailable,,,No device split; see st_game_wd.,,
st_game_comp_we,unavailable,,,No device split; see st_game_wd.,,
st_game_comp,unavailable,,,No device split; see st_game.,,
st_game_console_wd,unavailable,,,No device split; see st_game_wd.,,
st_game_console_we,unavailable,,,No device split; see st_game_wd.,,
st_game_console,unavailable,,,No device split; see st_game.,,
st_game_handheldconsole_wd,unavailable,,,No device split; see st_game_wd.,,
st_game_handheldconsole_we,unavailable,,,No device split; see st_game_wd.,,
st_game_handheldconsole,unavailable,,,No device split; see st_game.,,
st_game_active_wd,unavailable,,,Not collected.,,
st_game_active_we,unavailable,,,Not collected.,,
st_game_active,unavailable,,,Not collected.,,
st_game_phone_wd,unavailable,,,No device split; see st_game_wd.,,
st_game_phone_we,unavailable,,,No device split; see st_game_wd.,,
st_game_phone,unavailable,,,No device split; see st_game.,,
st_game_tablet_wd,unavailable,,,No device split; see st_game_wd.,,
st_game_tablet_we,unavailable,,,No device split; see st_game_wd.,,
st_game_tablet,unavailable,,,No device split; see st_game.,,
st_comp_nongaming_wd,incompatible,k7q91_r,,"K7Q91_R (2016-17): 'computers, cell phones, handheld video games, and other electronic devices' excl. schoolwork. Includes handheld gaming, so not readable as non-gaming; mapped to st_total_wd (partial).",,
st_comp_nongaming_we,unavailable,,,No weekend item.,,
st_comp_nongaming,incompatible,k7q91_r,,Weekday items only; no usual-day value.,,
st_comp_wd,incompatible,k7q91_r,,"K7Q91_R (2016-17) pools computers, phones, handheld gaming and other devices into one figure; not attributable to computer use; mapped to st_total_wd (partial).",,
st_comp_we,unavailable,,,No weekend item.,,
st_comp,incompatible,k7q91_r,,Weekday items only; no usual-day value.,,
st_tablet_wd,unavailable,,,No device split; see st_total_wd.,,
st_tablet_we,unavailable,,,No device split; see st_total_wd.,,
st_tablet,unavailable,,,No device split; see st_total_wd.,,
st_phone_wd,incompatible,k7q91_r,,Only reported inside pooled device items (K7Q91_R 2016-17; SCREENTIME 2018-23); neither attributable to phone use alone; both mapped to st_total_wd (partial).,,
st_phone_we,unavailable,,,No weekend item.,,
st_phone,incompatible,k7q91_r,,Weekday items only; no usual-day value.,,
st_socmedia_wd,incompatible,screentime,,"Only inside the pooled SCREENTIME item (2018-2023), mapped to st_total_wd; the 2016-2017 items do not name social media.",,
st_socmedia_we,unavailable,,,No weekend item.,,
st_socmedia,incompatible,screentime,,Weekday items only; no usual-day value. Social media only inside a pooled item; see st_socmedia_wd.,,
st_educational_wd,unavailable,,,Not collected; the screen items exclude schoolwork.,,
st_educational_we,unavailable,,,Not collected; the screen items exclude schoolwork.,,
st_educational,unavailable,,,Not collected; the screen items exclude schoolwork.,,
st_work_wd,unavailable,,,Not collected.,,
st_work_we,unavailable,,,Not collected.,,
st_work,unavailable,,,Not collected.,,
st_internet_wd,incompatible,"k7q91_r, screentime",,Only inside the pooled K7Q91_R (2016-2017) or SCREENTIME (2018-2023) items; both mapped to st_total_wd (partial).,,
st_internet_we,unavailable,,,No weekend item.,,
st_internet,incompatible,"k7q91_r, screentime",,Weekday items only; no usual-day value. Internet use only inside pooled items; see st_internet_wd.,,
st_videochat,unavailable,,,Not collected.,,
st_messaging_wd,unavailable,,,Not collected.,,
st_messaging_we,unavailable,,,Not collected.,,
st_messaging,unavailable,,,Not collected.,,
st_creating,unavailable,,,Not collected.,,
st_email,unavailable,,,Not collected.,,
st_shopping,unavailable,,,Not collected.,,
st_total_school,unavailable,,,No item on use at school.,,
st_educational_school,unavailable,,,No item on use at school.,,
st_comp_school,unavailable,,,No item on use at school.,,
st_tablet_school,unavailable,,,No item on use at school.,,
st_internet_school,unavailable,,,No item on use at school.,,
st_phone_school,unavailable,,,No item on use at school.,,
acc_academachment_selfrated,unavailable,,,Not collected.,,
acc_academachment_lettergrades,compatible,grades,"recode_values(as.numeric(grades), 1 ~ ""A"", 2 ~ ""A/B"", 3 ~ ""B/C"", 4 ~ ""C/D"", 5 ~ ""D"")","2022-2023 only. GRADES: 'Across all subjects, what grades did this child get during the school year?', caregiver-reported, ages 6-17. Mostly A's = A, two-letter bands = X/Y, Mostly D's or lower = D. Codes 6 (school gives no such grades), 90 and 99 NA. Same information as acc_academachment_numgrades.",,
acc_academachment_stdtest,unavailable,,,Not collected.,,
acc_schoolengage_caresschool,compatible,"k7q82_r, year","if_else(
  as.numeric(year) >= 2018,
  recode_values(as.numeric(k7q82_r), 1 ~ ""Always"", 2 ~ ""Usually"", 3 ~ ""Sometimes"", 4 ~ ""Never""),
  NA_character_
)","2018-2023 only. K7Q82_R: 'How often does this child care about doing well in school?' (Always/Usually/Sometimes/Never), caregiver-reported, ages 6-17. 2016-2017 used a 3-level truth scale (definitely/somewhat/not true) on the same codes, so those waves are NA.",,
acc_schoolengage_homework,compatible,"k7q83_r, year","if_else(
  as.numeric(year) >= 2018,
  recode_values(as.numeric(k7q83_r), 1 ~ ""Always"", 2 ~ ""Usually"", 3 ~ ""Sometimes"", 4 ~ ""Never""),
  NA_character_
)","2018-2023 only. K7Q83_R: 'How often does this child do all required homework?' (Always/Usually/Sometimes/Never), caregiver-reported, ages 6-17. 2016-2017 used a 3-level truth scale on the same codes, so those waves are NA.",,
acc_schoolpressure_self,unavailable,,,Not collected.,,
acc_schoolbelonging_self,unavailable,,,Not collected.,,
acc_schoolbelonging_measure,unavailable,,,See acc_schoolbelonging_self.,,
acc_academachment_numgrades,partial,grades,"recode_values(as.numeric(grades), 1 ~ 4, 2 ~ 3.5, 3 ~ 2.5, 4 ~ 1.5, 5 ~ 1)","2022-2023 only. GRADES (see acc_academachment_lettergrades) on the US 4.0 scale: Mostly A's = 4, two-letter bands at their midpoint (3.5, 2.5, 1.5), Mostly D's or lower = 1. Codes 6, 90 and 99 NA. Partial: grade bands. Same information as acc_academachment_lettergrades.",,
acc_academachment_teacherrated,unavailable,,,Not collected.,,
acc_numeracy_stdtest,unavailable,,,Not collected.,,
acc_literacy_stdtest,unavailable,,,Not collected.,,
beh_hyper_basc2,unavailable,,,BASC-2 not administered.,,
beh_atten_basc2,unavailable,,,BASC-2 not administered.,,
beh_atten_self,incompatible,"distracted, focuson",,"Caregiver-rated single items only: how often the child is easily distracted (distracted) and can focus on a task (focuson, 2022-2023), ages 3-5; no self-report scale.",,
beh_atten_measure,unavailable,,,See beh_atten_self.,,
beh_selfreg_htks,unavailable,,,HTKS not administered.,,
beh_bullied,partial,bully,"case_when(as.numeric(bully) %in% c(2, 3, 4, 5) ~ ""TRUE"", as.numeric(bully) == 1 ~ ""FALSE"")","2018-2023 only. BULLY: 'During the past 12 months, how often did this child bully others, pick on them, or exclude them?' (never to almost every day; siblings and dating partners excluded), ages 6-17. TRUE for any occurrence (1-2 times in the past 12 months or more). Partial: caregiver report. The 2016-2017 truth-rated item (K7Q71_R) is not mapped.",,
beh_beenbullied,partial,bullied_r,"case_when(as.numeric(bullied_r) %in% c(2, 3, 4, 5) ~ ""TRUE"", as.numeric(bullied_r) == 1 ~ ""FALSE"")","2018-2023 only. BULLIED_R: 'During the past 12 months, how often was this child bullied, picked on, or excluded by other children?' (never to almost every day; siblings and dating partners excluded), ages 6-17. TRUE for any occurrence (1-2 times in the past 12 months or more). Partial: caregiver report. The 2016-2017 truth-rated item (BULLIED) is not mapped.",,
beh_beenbullied_online,unavailable,,,Not collected.,,
beh_bullied_online,unavailable,,,Not collected.,,
beh_fight,unavailable,,,Not collected.,,
beh_truancy,unavailable,,,Not collected.,,
beh_stealing,unavailable,,,Not collected.,,
beh_vandalism,unavailable,,,Not collected.,,
beh_alcohol_self,unavailable,,,Not collected.,,
beh_tobacco_self,unavailable,,,Not collected.,,
beh_cannabis_self,unavailable,,,Not collected.,,
beh_conduct_sdq_parent,unavailable,,,SDQ not administered.,,
beh_hyper_sdq_parent,unavailable,,,SDQ not administered.,,
beh_peerprob_sdq_parent,unavailable,,,SDQ not administered.,,
beh_prosocial_sdq_parent,unavailable,,,SDQ not administered.,,
beh_aggphys_bpaq_self,unavailable,,,BPAQ not administered.,,
beh_aggverb_bpaq_self,unavailable,,,BPAQ not administered.,,
beh_agganger_bpaq_self,unavailable,,,BPAQ not administered.,,
beh_agghostility_bpaq_self,unavailable,,,BPAQ not administered.,,
beh_agg_self,incompatible,"bully, k7q70_r",,"Caregiver-rated single items only: bullies others (bully, mapped to beh_bullied) and argues too much (k7q70_r, mapped to beh_argues); no self-report scale.",,
beh_agg_measure,unavailable,,,See beh_agg_self.,,
beh_argues,compatible,"k7q70_r, year","if_else(
  as.numeric(year) >= 2018,
  recode_values(as.numeric(k7q70_r), 1 ~ ""Always"", 2 ~ ""Usually"", 3 ~ ""Sometimes"", 4 ~ ""Never""),
  NA_character_
)","2018-2023 only. K7Q70_R: 'How often does this child argue too much?' (Always/Usually/Sometimes/Never), caregiver-reported, ages 6-17. 2016-2017 used a 3-level truth scale on the same codes, so those waves are NA.",,
beh_persistence_finishwork,compatible,"k7q84_r, year","if_else(
  as.numeric(year) >= 2018,
  recode_values(as.numeric(k7q84_r), 1 ~ ""Always"", 2 ~ ""Usually"", 3 ~ ""Sometimes"", 4 ~ ""Never""),
  NA_character_
)","2018-2023 only. K7Q84_R: 'How often does this child work to finish tasks they start?' (Always/Usually/Sometimes/Never), caregiver-reported, ages 6-17. 2016-2017 used a 3-level truth scale on the same codes, so those waves are NA.",,
beh_emotreg_stayscalm,compatible,"k7q85_r, year","if_else(
  as.numeric(year) >= 2018,
  recode_values(as.numeric(k7q85_r), 1 ~ ""Always"", 2 ~ ""Usually"", 3 ~ ""Sometimes"", 4 ~ ""Never""),
  NA_character_
)","2018-2023 only. K7Q85_R: 'How often does this child stay calm and in control when faced with a challenge?' (Always/Usually/Sometimes/Never), caregiver-reported, ages 6-17. 2016-2017 used a 3-level truth scale on the same codes, so those waves are NA.",,
beh_peerprob_makefriends,compatible,makefriend,"recode_values(as.numeric(makefriend), 1 ~ ""No difficulty"", 2 ~ ""A little difficulty"", 3 ~ ""A lot of difficulty"")","MAKEFRIEND: difficulty making or keeping friends vs peers (none/a little/a lot). Asked ages 3-17 in 2016-21, 6-17 in 2022-23; all kept. Raw item used because DRC's makefriend_nschyr is dichotomised in 2016 and limited to ages 6-17.",,
beh_conduct_diagnosed,compatible,behavior_nschyr,"recode_values(as.numeric(behavior_nschyr), 1 ~ ""Never diagnosed"", 2 ~ ""Previously diagnosed"", 3 ~ ""Currently diagnosed"")","DRC indicator: K2Q34A (ever told child has behavioural/conduct problems) + K2Q34B (currently). Diagnosis, not a symptom score; caregiver-reported, unverified.",,
beh_conduct_diagnosed_severity,compatible,"k2q34c, behavior_nschyr","if_else(
  as.numeric(behavior_nschyr) == 3,
  recode_values(as.numeric(k2q34c), 1 ~ ""Mild"", 2 ~ ""Moderate"", 3 ~ ""Severe""),
  NA_character_
)","K2Q34C: 'Mild, Moderate, or Severe?', asked if currently diagnosed; kept at 3 levels. NA unless BEHAVIOR_NSCHYR = 3 (currently diagnosed, ages 3-17), which drops 371 answers for children under 3.",,
beh_conduct_sdq_self,unavailable,,,SDQ not administered.,,
beh_hyper_sdq_self,unavailable,,,SDQ not administered.,,
beh_peerprob_sdq_self,unavailable,,,SDQ not administered.,,
beh_prosocial_sdq_self,unavailable,,,SDQ not administered.,,
beh_conduct_sdq_teacher,unavailable,,,SDQ not administered.,,
beh_hyper_sdq_teacher,unavailable,,,SDQ not administered.,,
beh_peerprob_sdq_teacher,unavailable,,,SDQ not administered.,,
beh_prosocial_sdq_teacher,unavailable,,,SDQ not administered.,,
beh_ext_sdq_parent,unavailable,,,SDQ not administered.,,
beh_ext_sdq_self,unavailable,,,SDQ not administered.,,
beh_ext_sdq_teacher,unavailable,,,SDQ not administered.,,
beh_agg_cbcl_parent,unavailable,,,CBCL not administered.,,
beh_atten_cbcl_parent,unavailable,,,CBCL not administered.,,
beh_rulebreak_cbcl_parent,unavailable,,,CBCL not administered.,,
beh_ext_cbcl_parent,unavailable,,,CBCL not administered.,,
beh_cbcl_measure,unavailable,,,CBCL not administered.,,
beh_prosocial_online_self,unavailable,,,Not collected.,,
beh_prosocial_online_measure,unavailable,,,See beh_prosocial_online_self.,,
beh_problematicuse_self,unavailable,,,Not collected.,,
beh_problematicuse_measure,unavailable,,,See beh_problematicuse_self.,,
cog_execfunc_basc2,unavailable,,,BASC-2 not administered.,,
cog_langexec_nepsy,unavailable,,,NEPSY not administered.,,
cog_phono_nepsy,unavailable,,,NEPSY not administered.,,
cog_inhibcont_nepsy,unavailable,,,NEPSY not administered.,,
cog_vismotor_nepsy,unavailable,,,NEPSY not administered.,,
cog_verbalfluency_nepsy,unavailable,,,NEPSY not administered.,,
cog_inhib_nihtb_flanker,unavailable,,,NIH Toolbox not administered.,,
cog_flex_nihtb_dccs,unavailable,,,NIH Toolbox not administered.,,
cog_wm_nihtb_listsort,unavailable,,,NIH Toolbox not administered.,,
cog_speed_nihtb_pattern,unavailable,,,NIH Toolbox not administered.,,
cog_epimem_nihtb_picseq,unavailable,,,NIH Toolbox not administered.,,
cog_vocab_nihtb_picvocab,unavailable,,,NIH Toolbox not administered.,,
cog_fluidcomp_nihtb,unavailable,,,NIH Toolbox not administered.,,
cog_crystcomp_nihtb,unavailable,,,NIH Toolbox not administered.,,
cog_totalcomp_nihtb,unavailable,,,NIH Toolbox not administered.,,
cog_wm_digitspan,unavailable,,,Digit span not administered.,,
cog_iq_fullscale,unavailable,,,Not collected.,,
cog_vocab_bpvs,unavailable,,,BPVS not administered.,,
cog_vocab_ppvt,unavailable,,,PPVT not administered.,,
cog_execfunc_brief_parent,unavailable,,,BRIEF not administered.,,
cog_vocab_bas_naming,unavailable,,,BAS II not administered.,,
cog_nonverbalreason_bas_picsim,unavailable,,,BAS II not administered.,,
cog_spatial_bas_pattern,unavailable,,,BAS II not administered.,,
cog_verbalreason_bas_versim,unavailable,,,BAS II not administered.,,
cog_schoolread_bracken,unavailable,,,Bracken not administered.,,
cog_creativethinking_stdtest,unavailable,,,Not collected.,,
mh_anx_basc2,unavailable,,,BASC-2 not administered; see mh_anx_diagnosed.,,
mh_dep_basc2,unavailable,,,BASC-2 not administered; see mh_dep_diagnosed.,,
mh_emotsymp_sdq_parent,unavailable,,,SDQ not administered.,,
mh_totaldiff_sdq_parent,unavailable,,,SDQ not administered.,,
mh_anx_diagnosed,compatible,anxiety_nschyr,"recode_values(as.numeric(anxiety_nschyr), 1 ~ ""Never diagnosed"", 2 ~ ""Previously diagnosed"", 3 ~ ""Currently diagnosed"")","DRC indicator: K2Q33A (ever told child has anxiety) + K2Q33B (currently). Diagnosis, not a symptom score; caregiver-reported, unverified.",,
