target_variable,status,source_columns,expression,notes,lookup_table,measure
parental_education,compatible,"education_father, education_mother","lookup_values(
  recode_values(
    pmax(
      if_else(as.numeric(education_father) %in% 1:8, as.numeric(education_father), NA_real_),
      if_else(as.numeric(education_mother) %in% 1:8, as.numeric(education_mother), NA_real_),
      na.rm = TRUE
    ),
    1 ~ ""Illiterate/Semi-literate"",
    2 ~ ""Primary school"",
    3 ~ ""Junior high school"",
    4 ~ ""Senior high school"",
    5 ~ ""3-year college"",
    6 ~ ""4-year college"",
    7 ~ ""Masters degree"",
    8 ~ ""Doctoral degree"",
    default = ""Unknown""
  ),
  lookup_maternal_education,
  dataset_id = spec$dataset_id,
  target_variable = ""maternal_education""
)","Higher of the two parents' roster codes (1-8, ordered by level; non-response codes dropped first), through the shared education lookup.",maternal_education,
urbanicity,proximate,urban,"recode_values(as.numeric(urban), 1 ~ ""Urban"", 0 ~ ""Rural"", default = ""Unknown"")",NBS urban/rural classification of the community (binary); Suburban is never emitted.,,
family_structure,proximate,"father_resident, mother_resident","case_when(
  as.numeric(father_resident) == 1 & as.numeric(mother_resident) == 1 ~ ""Two biological/adoptive parents"",
  as.numeric(father_resident) == 1 | as.numeric(mother_resident) == 1 ~ ""Single parent"",
  as.numeric(father_resident) == 0 & as.numeric(mother_resident) == 0 ~ ""Other"",
  .default = ""Unknown""
)","Co-residence of the roster father and mother, who may be step or foster parents, so step families fall into Two biological/adoptive parents (or Single parent when only the biological parent is recorded).",,
fam_screenrules,partial,"tv_restrict_2010, tv_restrict, tv_restrict_2018","case_when(
  as.numeric(tv_restrict_2010) %in%
    1:4 |
    as.numeric(tv_restrict) %in% 1:4 |
    as.numeric(tv_restrict_2018) %in% 2:5 ~ ""TRUE"",
  as.numeric(tv_restrict_2010) == 5 | as.numeric(tv_restrict) == 5 | as.numeric(tv_restrict_2018) == 1 ~ ""FALSE"",
  .default = NA_character_
)","2010-2020 only. Parent (proxy) report for school-age children: 'How often did you restrict or stop the child from watching TV?' (last year or semester); TRUE for any frequency above never. Partial: TV only, and a practice rather than a stated rule.",,
fam_bedroomscreen,unavailable,,,Not collected.,,
fam_parentstress,unavailable,,,Not collected.,,
fam_parentstress_measure,unavailable,,,See fam_parentstress.,,
school_grade,partial,"school_stage, school_stage_2010, school_grade","local({
  stage <- coalesce(as.numeric(school_stage), as.numeric(school_stage_2010) + 1)
  grade <- as.numeric(school_grade)
  case_when(
    stage == 3 & grade %in% 1:6 ~ paste(""Primary"", grade),
    stage == 4 & grade %in% 1:4 ~ paste(""Junior high"", grade),
    stage == 4 & grade %in% 7:9 ~ paste(""Junior high"", grade - 6),
    stage == 5 & grade %in% 1:3 ~ paste(""Senior high"", grade),
    .default = NA_character_
  )
})","Grade within stage: Primary 1-6, Junior high 1-4 (year 4 in 5-4 systems), Senior high 1-3; junior-high codes 7-9 (1-9 numbering) become Junior high 1-3. 2010 stage codes are lifted by one to match later waves; other codes and pre-school stages are NA.",,
st_measure_type,inferred,,"""Continuous""","CFPS screen items ask for an open-ended duration, not bands.",,
st_measure_name,inferred,,"""Custom""",Bespoke CFPS time-use and media items; not a named instrument.,,
st_responder,inferred,"tv_wd_hours_self, tv_we_hours_self, tv_week_hours_self, internet_wd_hours_self, internet_we_hours_self, internet_day_hours_self, internet_week_hours_self, internet_mobile_day_mins_self, internet_pc_day_mins_self, learning_online_day_mins_self, internet_any_self, internet_mobile_user, internet_pc_user, learning_online_user_self, tv_week_hours_parent, internet_day_mins_parent, learning_online_day_mins_parent, internet_any_parent, learning_online_user_parent","local({
  self <- rowSums(
    !is.na(cbind(
      tv_wd_hours_self,
      tv_we_hours_self,
      tv_week_hours_self,
      internet_wd_hours_self,
      internet_we_hours_self,
      internet_day_hours_self,
      internet_week_hours_self,
      internet_mobile_day_mins_self,
      internet_pc_day_mins_self,
      learning_online_day_mins_self,
      internet_any_self,
      internet_mobile_user,
      internet_pc_user,
      learning_online_user_self
    ))
  ) >
    0
  parent <- rowSums(
    !is.na(cbind(
      tv_week_hours_parent,
      internet_day_mins_parent,
      learning_online_day_mins_parent,
      internet_any_parent,
      learning_online_user_parent
    ))
  ) >
    0
  case_when(self ~ ""Self"", parent ~ ""Parent or carer"", .default = NA_character_)
})","Deduced from the item series answered (proxy module to age 15; own module or questionnaire from age 10): Self for anyone who answered a self-report screen item or filter, whose proxy report goes to the parent block; otherwise Parent or carer.",,
st_total_wd,incompatible,"tv_wd_hours_self, internet_wd_hours_self",,TV and internet items; not summed (DR-0002).,,
st_total_we,incompatible,"tv_we_hours_self, internet_we_hours_self",,TV and internet items; not summed (DR-0002).,,
st_total,incompatible,"tv_wd_hours_self, tv_we_hours_self, tv_week_hours_self, tv_week_hours_parent, internet_wd_hours_self, internet_we_hours_self, internet_day_hours_self, internet_week_hours_self, internet_mobile_day_mins_self, internet_pc_day_mins_self, internet_day_mins_parent",,TV and internet items; not summed (DR-0002).,,
st_watch_wd,partial,tv_wd_hours_self,tv_wd_hours_self,"2010 time-use grid; item covers TV/video and radio/music, so it over-counts screen use.",,
st_watch_we,partial,tv_we_hours_self,tv_we_hours_self,2010 time-use grid. See st_watch_wd.,,
st_watch,partial,"tv_wd_hours_self, tv_we_hours_self, tv_week_hours_self, tv_week_hours_parent, internet_wd_hours_self, internet_we_hours_self, internet_day_hours_self, internet_week_hours_self, internet_mobile_day_mins_self, internet_pc_day_mins_self, learning_online_day_mins_self, internet_any_self, internet_mobile_user, internet_pc_user, learning_online_user_self","local({
  self <- rowSums(
    !is.na(cbind(
      tv_wd_hours_self,
      tv_we_hours_self,
      tv_week_hours_self,
      internet_wd_hours_self,
      internet_we_hours_self,
      internet_day_hours_self,
      internet_week_hours_self,
      internet_mobile_day_mins_self,
      internet_pc_day_mins_self,
      learning_online_day_mins_self,
      internet_any_self,
      internet_mobile_user,
      internet_pc_user,
      learning_online_user_self
    ))
  ) >
    0
  coalesce(
    (tv_wd_hours_self * 5 + tv_we_hours_self * 2) / 7,
    tv_week_hours_self / 7,
    if_else(self, NA_real_, as.numeric(tv_week_hours_parent) / 7)
  )
})","Self: 2010 time-use grid (TV/video with radio/music), 5:2 mean; 2014-2022 weekly hours of TV, movies or videos / 7 (2014-2016 ages 16-19 only). Parent-only rows: proxy weekly hours of TV, movies or other videos / 7.",,
st_game_wd,unavailable,,,No weekday/weekend split.,,
st_game_we,unavailable,,,No weekday/weekend split.,,
st_game,incompatible,"online_games_week, phone_games_freq",,Only yes/no online gaming in the past week (2020-2022) and phone-gaming frequency (2010); no duration.,,
st_game_comp_wd,unavailable,,,No device split; see st_game.,,
st_game_comp_we,unavailable,,,No device split; see st_game.,,
st_game_comp,unavailable,,,No device split; see st_game.,,
st_game_console_wd,unavailable,,,No device split; see st_game.,,
st_game_console_we,unavailable,,,No device split; see st_game.,,
st_game_console,unavailable,,,No device split; see st_game.,,
st_game_handheldconsole_wd,unavailable,,,No device split; see st_game.,,
st_game_handheldconsole_we,unavailable,,,No device split; see st_game.,,
st_game_handheldconsole,unavailable,,,No device split; see st_game.,,
st_game_active_wd,unavailable,,,No device split; see st_game.,,
st_game_active_we,unavailable,,,No device split; see st_game.,,
st_game_active,unavailable,,,No device split; see st_game.,,
st_game_phone_wd,unavailable,,,No weekday/weekend split.,,
st_game_phone_we,unavailable,,,No weekday/weekend split.,,
st_game_phone,incompatible,phone_games_freq,,Phone-gaming frequency only (2010); no duration.,,
st_game_tablet_wd,unavailable,,,No device split; see st_game.,,
st_game_tablet_we,unavailable,,,No device split; see st_game.,,
st_game_tablet,unavailable,,,No device split; see st_game.,,
st_comp_nongaming_wd,unavailable,,,No weekday/weekend split.,,
st_comp_nongaming_we,unavailable,,,No weekday/weekend split.,,
st_comp_nongaming,incompatible,internet_pc_day_mins_self,,Computer internet time can include games; mapped to st_comp.,,
st_comp_wd,unavailable,,,No weekday/weekend split.,,
st_comp_we,unavailable,,,No weekday/weekend split.,,
st_comp,partial,"internet_pc_day_mins_self, internet_pc_user, wave","local({
  asked <- as.logical(stats::ave(!is.na(internet_pc_day_mins_self), wave, FUN = any))
  coalesce(as.numeric(internet_pc_day_mins_self) / 60, if_else(asked & as.numeric(internet_pc_user) == 0, 0, NA_real_))
})",2020-2022 only. Self-reported daily minutes online on a computer / 60; 0 for non-users. Internet use on the device only.,,
st_tablet_wd,unavailable,,,No weekday/weekend split.,,
st_tablet_we,unavailable,,,No weekday/weekend split.,,
st_tablet,incompatible,internet_mobile_day_mins_self,,Mobile-device internet time pools phones and tablets; mapped to st_phone.,,
st_phone_wd,unavailable,,,No weekday/weekend split.,,
st_phone_we,unavailable,,,No weekday/weekend split.,,
st_phone,partial,"internet_mobile_day_mins_self, internet_mobile_user, wave","local({
  asked <- as.logical(stats::ave(!is.na(internet_mobile_day_mins_self), wave, FUN = any))
  coalesce(
    as.numeric(internet_mobile_day_mins_self) / 60,
    if_else(asked & as.numeric(internet_mobile_user) == 0, 0, NA_real_)
  )
})",2020-2022 only. Self-reported daily minutes online on mobile devices / 60; 0 for non-users. Internet use on the device only; mobile devices include tablets.,,
st_socmedia_wd,unavailable,,,No weekday/weekend split.,,
st_socmedia_we,unavailable,,,No weekday/weekend split.,,
st_socmedia,incompatible,socialise_freq,,"Frequency of using the internet to socialise (2014-2018), which bundles messaging. Frequency only; no duration.",,
st_educational_wd,unavailable,,,No weekday/weekend split.,,
st_educational_we,unavailable,,,No weekday/weekend split.,,
st_educational,partial,"learning_online_user_self, learning_online_day_mins_self, internet_mobile_user, internet_pc_user, learning_online_user_parent, learning_online_day_mins_parent, internet_any_parent, tv_wd_hours_self, tv_we_hours_self, tv_week_hours_self, internet_wd_hours_self, internet_we_hours_self, internet_day_hours_self, internet_week_hours_self, internet_mobile_day_mins_self, internet_pc_day_mins_self, internet_any_self, wave","local({
  self <- rowSums(
    !is.na(cbind(
      tv_wd_hours_self,
      tv_we_hours_self,
      tv_week_hours_self,
      internet_wd_hours_self,
      internet_we_hours_self,
      internet_day_hours_self,
      internet_week_hours_self,
      internet_mobile_day_mins_self,
      internet_pc_day_mins_self,
      learning_online_day_mins_self,
      internet_any_self,
      internet_mobile_user,
      internet_pc_user,
      learning_online_user_self
    ))
  ) >
    0
  asked <- as.logical(stats::ave(!is.na(learning_online_user_self), wave, FUN = any))
  self_value <- coalesce(
    as.numeric(learning_online_day_mins_self) / 60,
    if_else(
      as.numeric(learning_online_user_self) == 0 |
        (asked & as.numeric(internet_mobile_user) == 0 & as.numeric(internet_pc_user) == 0),
      0,
      NA_real_
    )
  )
  parent_value <- coalesce(
    as.numeric(learning_online_day_mins_parent) / 60,
    if_else(as.numeric(learning_online_user_parent) == 0 | as.numeric(internet_any_parent) == 0, 0, NA_real_)
  )
  if_else(self, self_value, parent_value)
})","2020-2022 only. Daily minutes on educational online platforms (not school online classes) / 60: self-report 2022, proxy 2020-2022 on parent-only rows; 0 for non-users and children who do not go online. Platform learning only.",,
st_work_wd,unavailable,,,No weekday/weekend split.,,
st_work_we,unavailable,,,No weekday/weekend split.,,
st_work,incompatible,internet_work_freq,,Only frequency of using the internet for work (2014-2018); no duration.,,
st_internet_wd,partial,internet_wd_hours_self,internet_wd_hours_self,2010 time-use grid; entertainment use only.,,
st_internet_we,partial,internet_we_hours_self,internet_we_hours_self,2010 time-use grid. See st_internet_wd.,,
st_internet,partial,"tv_wd_hours_self, tv_we_hours_self, tv_week_hours_self, internet_wd_hours_self, internet_we_hours_self, internet_day_hours_self, internet_week_hours_self, internet_mobile_day_mins_self, internet_pc_day_mins_self, learning_online_day_mins_self, internet_any_self, internet_mobile_user, internet_pc_user, learning_online_user_self, tv_week_hours_parent, internet_day_mins_parent, learning_online_day_mins_parent, internet_any_parent, learning_online_user_parent","local({
  self <- rowSums(
    !is.na(cbind(
      tv_wd_hours_self,
      tv_we_hours_self,
      tv_week_hours_self,
      internet_wd_hours_self,
      internet_we_hours_self,
      internet_day_hours_self,
      internet_week_hours_self,
      internet_mobile_day_mins_self,
      internet_pc_day_mins_self,
      learning_online_day_mins_self,
      internet_any_self,
      internet_mobile_user,
      internet_pc_user,
      learning_online_user_self
    ))
  ) >
    0
  mobile <- coalesce(
    as.numeric(internet_mobile_day_mins_self),
    if_else(as.numeric(internet_mobile_user) == 0, 0, NA_real_)
  )
  pc <- coalesce(as.numeric(internet_pc_day_mins_self), if_else(as.numeric(internet_pc_user) == 0, 0, NA_real_))
  self_value <- coalesce(
    (internet_wd_hours_self * 5 + internet_we_hours_self * 2) / 7,
    as.numeric(internet_day_hours_self),
    internet_week_hours_self / 7,
    (mobile + pc) / 60,
    if_else(
      as.numeric(internet_any_self) == 0 | (as.numeric(internet_mobile_user) == 0 & as.numeric(internet_pc_user) == 0),
      0,
      NA_real_
    )
  )
  parent_value <- coalesce(
    as.numeric(internet_day_mins_parent) / 60,
    if_else(as.numeric(internet_any_parent) == 0, 0, NA_real_)
  )
  if_else(self, self_value, parent_value)
})","Self: 2010 time-use grid (5:2 mean) or daily hours; 2014-2018 weekly hours online besides work/study / 7 (leisure only); 2020-2022 mobile + computer daily minutes / 60 (DR-0002). Parent-only rows (2020-2022): proxy daily minutes / 60. 0 where the responder's filter says no internet use, unless a duration is reported; 6 values above 24 h kept.",,
st_videochat,unavailable,,,Not collected.,,
st_messaging_wd,unavailable,,,No weekday/weekend split.,,
st_messaging_we,unavailable,,,No weekday/weekend split.,,
st_messaging,incompatible,"socialise_freq, phone_messages_freq",,Only frequency of phone texting (2010) and of socialising online (2014-2018); no duration.,,
st_creating,incompatible,wechat_moments_freq,,Only frequency of posting on WeChat Moments (2020-2022); no duration.,,
st_email,incompatible,email_days_week,,Only days per week logging into email (2010-2018); no duration.,,
st_shopping,incompatible,online_shopping_week,,Only yes/no online shopping in the past week (2020-2022); no duration.,,
st_total_school,unavailable,,,No item on use at school.,,
st_educational_school,unavailable,,,No item on use at school.,,
st_comp_school,unavailable,,,No item on use at school.,,
st_tablet_school,unavailable,,,No item on use at school.,,
st_internet_school,incompatible,internet_place,,"Only the main place of internet use (2010, 2014); no time at school.",,
st_phone_school,unavailable,,,No item on use at school.,,
acc_academachment_selfrated,proximate,"class_rank, education_child","if_else(
  as.numeric(education_child) %in% 4:8,
  NA_character_,
  recode_values(
    as.numeric(class_rank),
    1 ~ ""Very good"",
    2 ~ ""Good"",
    3 ~ ""Average"",
    c(4, 5) ~ ""Below average"",
    default = NA_character_
  )
)","2014-2022. Self-reported rank in class in the last mid-term or final exam: top 10%, 11-25%, 26-50%, 51-75%, bottom 24%, by the five-level collapse. Code 6 (rank not released) is NA; NA beyond senior high (education_child 4+).",,
acc_academachment_lettergrades,incompatible,"grade_chinese_parent, grade_maths_parent",,"Only parent ratings of Chinese and maths grades (wf501/wf502, Excellent to Poor, meaning left to the parent), not marks.",,
acc_academachment_stdtest,incompatible,"word_test, math_test",,"Only word and maths tests, mapped to acc_literacy_stdtest / acc_numeracy_stdtest.",,
acc_schoolengage_caresschool,incompatible,study_hard,,Only agreement with 'I study hard' (effort item); no frequency of caring about school.,,
acc_schoolengage_homework,incompatible,ext_homework,,"Only 'It's hard for me to finish homework' (2018, 2022, 1-5 applicability), a difficulty item.",,
acc_schoolpressure_self,partial,"academic_pressure, education_child","if_else(
  as.numeric(education_child) %in% 4:8,
  NA_character_,
  recode_values(
    as.numeric(academic_pressure),
    1 ~ ""Not at all"",
    2 ~ ""A little"",
    3 ~ ""Some"",
    c(4, 5) ~ ""A lot"",
    default = NA_character_
  )
)","'How much academic pressure do you put on yourself?', 1 no pressure to 5 lots of pressure, students, every wave; by rank with 4-5 as A lot. Self-imposed pressure rather than pressure from schoolwork. NA beyond senior high (education_child 4+).",,
acc_schoolbelonging_self,incompatible,school_satisfaction,,"No belonging or connectedness scale; only 'Are you satisfied with your school?' (school_satisfaction), mapped to wb_domainsat_school_self.",,
acc_schoolbelonging_measure,unavailable,,,See acc_schoolbelonging_self.,,
acc_academachment_numgrades,incompatible,"grade_chinese_parent, grade_maths_parent",,"Only parent ratings of Chinese and maths grades (wf501/wf502, Excellent to Poor, meaning left to the parent), not marks.",,
acc_academachment_teacherrated,unavailable,,,Not collected.,,
acc_numeracy_stdtest,partial,math_test,as.numeric(math_test),"CFPS mathematics test, raw score. Same wave-specific forms as acc_literacy_stdtest.",,
acc_literacy_stdtest,partial,word_test,as.numeric(word_test),"CFPS word-recognition test, raw score. Re-fielded with wave-specific forms; only 2010 and 2022 are stated comparable, so standardise within wave.",,
beh_hyper_basc2,unavailable,,,Not collected.,,
beh_atten_basc2,unavailable,,,Not collected.,,
beh_atten_self,incompatible,"ext_attention, ext_distracted, ext_homework",,Three attention items in the CFPS 2018/2022 six-item youth externalising set (ages 10-15; 2022 to 19); not a standalone attention scale.,,
beh_atten_measure,unavailable,,,See beh_atten_self.,,
beh_selfreg_htks,unavailable,,,Not collected.,,
beh_bullied,unavailable,,,Not collected.,,
beh_beenbullied,unavailable,,,Not collected.,,
beh_beenbullied_online,unavailable,,,Not collected.,,
beh_bullied_online,unavailable,,,Not collected.,,
beh_fight,incompatible,ext_fight,,"Only 'I get in trouble for fighting with peers' (2018, 2022, 1-5 applicability rating); not an occurrence item.",,
beh_truancy,compatible,"class_absence, class_cut, education_child","if_else(
  as.numeric(education_child) %in% 4:8,
  NA_character_,
  coalesce(
    recode_values(as.numeric(class_absence), c(3, 5) ~ ""TRUE"", c(1, 78) ~ ""FALSE""),
    recode_values(as.numeric(class_cut), 1 ~ ""TRUE"", 0 ~ ""FALSE"")
  )
)","'In the most recent non-vacation month, did you cut a class?', students only; 2010 and 2014 ask leave and cutting in one item with separate codes, so leave alone is FALSE. NA beyond senior high (education_child 4+).",,
beh_stealing,unavailable,,,Not collected.,,
beh_vandalism,unavailable,,,Not collected.,,
beh_alcohol_self,partial,"activity_1, activity_2, activity_3, activity_4, activity_5, activity_6, drank_12m","local({
  acts <- sapply(list(activity_1, activity_2, activity_3, activity_4, activity_5, activity_6), as.numeric)
  listed <- case_when(
    rowSums(acts == 3, na.rm = TRUE) > 0 ~ ""TRUE"",
    rowSums(!is.na(acts)) > 0 ~ ""FALSE"",
    .default = NA_character_
  )
  coalesce(listed, recode_values(as.numeric(drank_12m), 1 ~ ""TRUE"", 5 ~ ""FALSE"", default = NA_character_))
})","Ages 10-15, self-report. 2010 and 2014: 'Have you ever' drunk alcohol, from a list of activities (lifetime); 2016: drank alcohol in the past 12 months. The adult item (drinking 3+ times a week, past month) is not used.",,
beh_tobacco_self,partial,"smoked_month, activity_1, activity_2, activity_3, activity_4, activity_5, activity_6, smoked_12m","local({
  acts <- sapply(list(activity_1, activity_2, activity_3, activity_4, activity_5, activity_6), as.numeric)
  listed <- case_when(
    rowSums(acts == 4, na.rm = TRUE) > 0 ~ ""TRUE"",
    rowSums(!is.na(acts)) > 0 ~ ""FALSE"",
    .default = NA_character_
  )
  coalesce(
    recode_values(as.numeric(smoked_month), 1 ~ ""TRUE"", c(0, 5) ~ ""FALSE"", default = NA_character_),
    listed,
    recode_values(as.numeric(smoked_12m), 1 ~ ""TRUE"", 5 ~ ""FALSE"", default = NA_character_)
  )
})","Self-report. Smoked cigarettes in the past month (ages 16-19 in 2010-2016, 10-19 in 2018-2022); ages 10-15: 'Have you ever' smoked, from a list of activities (2010, 2014; lifetime) and smoked in the past 12 months (2016).",,
beh_cannabis_self,unavailable,,,Not collected.,,
beh_conduct_sdq_parent,unavailable,,,Not collected.,,
beh_hyper_sdq_parent,unavailable,,,Not collected.,,
beh_peerprob_sdq_parent,unavailable,,,Not collected.,,
beh_prosocial_sdq_parent,unavailable,,,Not collected.,,
beh_aggphys_bpaq_self,unavailable,,,Not collected.,,
beh_aggverb_bpaq_self,unavailable,,,Not collected.,,
beh_agganger_bpaq_self,unavailable,,,Not collected.,,
beh_agghostility_bpaq_self,unavailable,,,Not collected.,,
beh_agg_self,incompatible,"ext_argue, ext_fight",,Quarrelling and fighting items in the CFPS 2018/2022 six-item youth externalising set; not an aggression scale.,,
beh_agg_measure,unavailable,,,See beh_agg_self.,,
