target_variable,status,source_columns,expression,notes,lookup_table,measure
st_total_wd,incompatible,"tvwd, playgamewd, compusewd",,"No all-screen item; the weekday TV, gaming and computer items (st_watch_wd, st_game_wd, st_comp_nongaming_wd, st_internet_wd) are never summed (DR-0002, DR-0004).",,
st_total_we,incompatible,"tvwe, playgamewe, compusewe",,"No all-screen item; the weekend TV, gaming and computer items (st_watch_we, st_game_we, st_comp_nongaming_we, st_internet_we) are never summed (DR-0002, DR-0004).",,
st_total,incompatible,"tvwd, tvwe, playgamewd, playgamewe, compusewd, compusewe",,"No all-screen item; the TV, gaming and computer items (st_watch, st_game, st_comp_nongaming, st_internet) are never summed (DR-0002, DR-0004).",,
st_watch_wd,partial,tvwd,"recode_values(tvwd, 1 ~ 0, 2 ~ 0.5, 3 ~ 1, 4 ~ 2, 5 ~ 3, 6 ~ 4, 7 ~ 5, 8 ~ 6, 9 ~ 7)","Free-time TV, weekdays. 2002-2010: 'television (including videos and DVDs)', the TV set; 2014: 'TV, videos (including YouTube or similar services), DVDs, and other entertainment on a screen'. 'About 7 or more hours' = 7.",,
st_watch_we,partial,tvwe,"recode_values(tvwe, 1 ~ 0, 2 ~ 0.5, 3 ~ 1, 4 ~ 2, 5 ~ 3, 6 ~ 4, 7 ~ 5, 8 ~ 6, 9 ~ 7)","Free-time TV, weekends. 2002-2010: 'television (including videos and DVDs)', the TV set; 2014: 'TV, videos (including YouTube or similar services), DVDs, and other entertainment on a screen'. 'About 7 or more hours' = 7.",,
st_watch,partial,"tvwd, tvwe","((recode_values(tvwd, 1 ~ 0, 2 ~ 0.5, 3 ~ 1, 4 ~ 2, 5 ~ 3, 6 ~ 4, 7 ~ 5, 8 ~ 6, 9 ~ 7) * 5) +
  (recode_values(tvwe, 1 ~ 0, 2 ~ 0.5, 3 ~ 1, 4 ~ 2, 5 ~ 3, 6 ~ 4, 7 ~ 5, 8 ~ 6, 9 ~ 7) * 2)) /
  7",(5 x st_watch_wd + 2 x st_watch_we) / 7. 2002-2010: television including videos and DVDs (TV set); 2014 adds YouTube and other screens. 'About 7 or more hours' = 7.,,
st_game_wd,compatible,playgamewd,"recode_values(playgamewd, 1 ~ 0, 2 ~ 0.5, 3 ~ 1, 4 ~ 2, 5 ~ 3, 6 ~ 4, 7 ~ 5, 8 ~ 6, 9 ~ 7)","2006-2014 only; no gaming item in 2002. Free-time gaming, weekdays: 2006-2010 'on a computer or games console (Playstation, Xbox, GameCube etc.)'; 2014 'on a computer, games console, tablet, smartphone or other electronic device (not including moving or fitness games)'. 'About 7 or more hours' = 7.",,
st_game_we,compatible,playgamewe,"recode_values(playgamewe, 1 ~ 0, 2 ~ 0.5, 3 ~ 1, 4 ~ 2, 5 ~ 3, 6 ~ 4, 7 ~ 5, 8 ~ 6, 9 ~ 7)","2006-2014 only; no gaming item in 2002. Free-time gaming, weekends: 2006-2010 'on a computer or games console (Playstation, Xbox, GameCube etc.)'; 2014 'on a computer, games console, tablet, smartphone or other electronic device (not including moving or fitness games)'. 'About 7 or more hours' = 7.",,
st_game,compatible,"playgamewd, playgamewe","((recode_values(playgamewd, 1 ~ 0, 2 ~ 0.5, 3 ~ 1, 4 ~ 2, 5 ~ 3, 6 ~ 4, 7 ~ 5, 8 ~ 6, 9 ~ 7) * 5) +
  (recode_values(playgamewe, 1 ~ 0, 2 ~ 0.5, 3 ~ 1, 4 ~ 2, 5 ~ 3, 6 ~ 4, 7 ~ 5, 8 ~ 6, 9 ~ 7) * 2)) /
  7",2006-2014 only; no gaming item in 2002. (5 x st_game_wd + 2 x st_game_we) / 7; item wording in st_game_wd. 'About 7 or more hours' = 7.,,
st_game_comp_wd,unavailable,,,No device split; see st_game.,,
st_game_comp_we,unavailable,,,No device split; see st_game.,,
st_game_comp,unavailable,,,No device split; see st_game.,,
st_game_console_wd,unavailable,,,No device split; see st_game.,,
st_game_console_we,unavailable,,,No device split; see st_game.,,
st_game_console,unavailable,,,No device split; see st_game.,,
st_game_handheldconsole_wd,unavailable,,,No device split; see st_game.,,
st_game_handheldconsole_we,unavailable,,,No device split; see st_game.,,
st_game_handheldconsole,unavailable,,,No device split; see st_game.,,
st_game_active_wd,unavailable,,,No device split; see st_game.,,
st_game_active_we,unavailable,,,No device split; see st_game.,,
st_game_active,unavailable,,,No device split; see st_game.,,
st_game_phone_wd,unavailable,,,No device split; see st_game.,,
st_game_phone_we,unavailable,,,No device split; see st_game.,,
st_game_phone,unavailable,,,No device split; see st_game.,,
st_game_tablet_wd,unavailable,,,No device split; see st_game.,,
st_game_tablet_we,unavailable,,,No device split; see st_game.,,
st_game_tablet,unavailable,,,No device split; see st_game.,,
st_comp_nongaming_wd,partial,"compusewd, surveyyear","if_else(
  surveyyear < 2014,
  recode_values(compusewd, 1 ~ 0, 2 ~ 0.5, 3 ~ 1, 4 ~ 2, 5 ~ 3, 6 ~ 4, 7 ~ 5, 8 ~ 6, 9 ~ 7),
  NA_real_
)","2002-2010 only. Free-time weekdays: 'use a computer for chatting on-line, internet, emailing, homework etc.'; gaming asked separately from 2006 (no gaming item in 2002). 'About 7 or more hours' = 7.",,
st_comp_nongaming_we,partial,"compusewe, surveyyear","if_else(
  surveyyear < 2014,
  recode_values(compusewe, 1 ~ 0, 2 ~ 0.5, 3 ~ 1, 4 ~ 2, 5 ~ 3, 6 ~ 4, 7 ~ 5, 8 ~ 6, 9 ~ 7),
  NA_real_
)","2002-2010 only. Free-time weekends: 'use a computer for chatting on-line, internet, emailing, homework etc.'; gaming asked separately from 2006 (no gaming item in 2002). 'About 7 or more hours' = 7. 2002 missing code 34 is NA.",,
st_comp_nongaming,partial,"compusewd, compusewe, surveyyear","if_else(
  surveyyear < 2014,
  ((recode_values(compusewd, 1 ~ 0, 2 ~ 0.5, 3 ~ 1, 4 ~ 2, 5 ~ 3, 6 ~ 4, 7 ~ 5, 8 ~ 6, 9 ~ 7) * 5) +
    (recode_values(compusewe, 1 ~ 0, 2 ~ 0.5, 3 ~ 1, 4 ~ 2, 5 ~ 3, 6 ~ 4, 7 ~ 5, 8 ~ 6, 9 ~ 7) * 2)) /
    7,
  NA_real_
)",2002-2010 only. (5 x st_comp_nongaming_wd + 2 x st_comp_nongaming_we) / 7; item wording in st_comp_nongaming_wd. 'About 7 or more hours' = 7.,,
st_comp_wd,incompatible,compusewd,,"Computer item excludes gaming (2002-2010, mapped to st_comp_nongaming_wd) and the gaming item pools computers with consoles; 2014 item pools computers, tablets and phones (mapped to st_internet_wd).",,
st_comp_we,incompatible,compusewe,,"Computer item excludes gaming (2002-2010, mapped to st_comp_nongaming_we) and the gaming item pools computers with consoles; 2014 item pools computers, tablets and phones (mapped to st_internet_we).",,
st_comp,incompatible,"compusewd, compusewe",,"Computer item excludes gaming (2002-2010, mapped to st_comp_nongaming) and the gaming item pools computers with consoles; 2014 item pools computers, tablets and phones (mapped to st_internet).",,
st_tablet_wd,unavailable,,,"No device split; 2014 item pools devices, see st_internet.",,
st_tablet_we,unavailable,,,"No device split; 2014 item pools devices, see st_internet.",,
st_tablet,unavailable,,,"No device split; 2014 item pools devices, see st_internet.",,
st_phone_wd,unavailable,,,"No device split; 2014 item pools devices, see st_internet.",,
st_phone_we,unavailable,,,"No device split; 2014 item pools devices, see st_internet.",,
st_phone,unavailable,,,"No device split; 2014 item pools devices, see st_internet.",,
st_socmedia_wd,incompatible,compusewd,,"The 2014 weekday device item names tweeting and facebook among other uses (catch-all, mapped to st_internet_wd); the contact-frequency items have no weekday/weekend split.",,
st_socmedia_we,incompatible,compusewe,,"The 2014 weekend device item names tweeting and facebook among other uses (catch-all, mapped to st_internet_we); the contact-frequency items have no weekday/weekend split.",,
st_socmedia,incompatible,"emedia6m, m94, compusewd, compusewe",,"Contact frequency with friends only, not duration (emedia6m 2002-2010: phone, texts or internet; m94 2014: other social media). The 2014 device item names tweeting and facebook among other uses (2014 item mapped to st_internet).",,
st_educational_wd,incompatible,"hworkwd, compusewd",,"Homework time on any medium (hworkwd, 2002 only), not screen use; the computer item bundles homework with other uses (2014 item mapped to st_internet_wd; 2002-2010 item to st_comp_nongaming_wd).",,
st_educational_we,incompatible,"hworkwe, compusewe",,"Homework time on any medium (hworkwe, 2002 only), not screen use; the computer item bundles homework with other uses (2014 item mapped to st_internet_we; 2002-2010 item to st_comp_nongaming_we).",,
st_educational,incompatible,"hworkwd, hworkwe, compusewd, compusewe",,"Homework time on any medium (hworkwd, hworkwe, 2002 only), not screen use; the computer item bundles homework with other uses (2014 item mapped to st_internet; 2002-2010 item to st_comp_nongaming).",,
st_work_wd,unavailable,,,Not collected.,,
st_work_we,unavailable,,,Not collected.,,
st_work,unavailable,,,Not collected.,,
st_internet_wd,partial,"compusewd, surveyyear","if_else(
  surveyyear == 2014,
  recode_values(compusewd, 1 ~ 0, 2 ~ 0.5, 3 ~ 1, 4 ~ 2, 5 ~ 3, 6 ~ 4, 7 ~ 5, 8 ~ 6, 9 ~ 7),
  NA_real_
)","2014 only. Free-time weekdays: 'electronic devices such as computers, tablets (like iPad) or smart phones for other purposes, for example, homework, emailing, tweeting, facebook, chatting, surfing the internet', residual beside the TV and gaming items. 'About 7 or more hours' = 7.",,
st_internet_we,partial,"compusewe, surveyyear","if_else(
  surveyyear == 2014,
  recode_values(compusewe, 1 ~ 0, 2 ~ 0.5, 3 ~ 1, 4 ~ 2, 5 ~ 3, 6 ~ 4, 7 ~ 5, 8 ~ 6, 9 ~ 7),
  NA_real_
)","2014 only. Free-time weekends: 'electronic devices such as computers, tablets (like iPad) or smart phones for other purposes, for example, homework, emailing, tweeting, facebook, chatting, surfing the internet', residual beside the TV and gaming items. 'About 7 or more hours' = 7.",,
st_internet,partial,"compusewd, compusewe, surveyyear","if_else(
  surveyyear == 2014,
  ((recode_values(compusewd, 1 ~ 0, 2 ~ 0.5, 3 ~ 1, 4 ~ 2, 5 ~ 3, 6 ~ 4, 7 ~ 5, 8 ~ 6, 9 ~ 7) * 5) +
    (recode_values(compusewe, 1 ~ 0, 2 ~ 0.5, 3 ~ 1, 4 ~ 2, 5 ~ 3, 6 ~ 4, 7 ~ 5, 8 ~ 6, 9 ~ 7) * 2)) /
    7,
  NA_real_
)",2014 only. (5 x st_internet_wd + 2 x st_internet_we) / 7; item wording in st_internet_wd. 'About 7 or more hours' = 7.,,
st_videochat,incompatible,m90,,"m90 (2014): frequency of phone/internet calls with friends, not duration.",,
st_messaging_wd,incompatible,compusewd,,Online chatting is bundled in the weekday computer item (2014 item mapped to st_internet_wd; 2002-2010 item to st_comp_nongaming_wd); the contact-frequency items have no weekday/weekend split.,,
st_messaging_we,incompatible,compusewe,,Online chatting is bundled in the weekend computer item (2014 item mapped to st_internet_we; 2002-2010 item to st_comp_nongaming_we); the contact-frequency items have no weekday/weekend split.,,
st_messaging,incompatible,"emedia6m, m91, m93, compusewd, compusewe",,"Contact frequency only, not duration (emedia6m 2002-2010; texting m91 and instant messaging m93 2014); online chatting is bundled in the computer item (2014 item mapped to st_internet; 2002-2010 item to st_comp_nongaming).",,
st_creating,unavailable,,,Not collected.,,
st_email,incompatible,"m92, compusewd, compusewe",,"m92 (2014): frequency of emailing friends, not duration; emailing is also bundled in the computer item (2014 item mapped to st_internet; 2002-2010 item to st_comp_nongaming).",,
st_shopping,unavailable,,,Not collected.,,
st_total_school,unavailable,,,All screen-time items ask about free time; not measured at school.,,
st_educational_school,unavailable,,,See st_total_school.,,
st_comp_school,unavailable,,,See st_total_school.,,
st_tablet_school,unavailable,,,See st_total_school.,,
st_internet_school,unavailable,,,See st_total_school.,,
st_phone_school,unavailable,,,See st_total_school.,,
acc_academachment_selfrated,compatible,acachieve,"recode_values(acachieve, 1 ~ ""Very good"", 2 ~ ""Good"", 3 ~ ""Average"", 4 ~ ""Below average"")","'In your opinion, what does your class teacher(s) think about your school performance compared to your classmates?' Very good, good, average, below average; self-report, all waves.",,
acc_academachment_lettergrades,unavailable,,,Not collected.,,
acc_academachment_stdtest,unavailable,,,Not collected.,,
acc_schoolengage_caresschool,incompatible,likeschool,,"Only how much the student likes school (likeschool, mapped to wb_domainsat_school_self), not how often they care about doing well.",,
acc_schoolengage_homework,incompatible,"hworkwd, hworkwe",,"Homework hours only (hworkwd, hworkwe; 2002); not how often homework is completed.",,
acc_schoolpressure_self,compatible,schoolpressure,"recode_values(schoolpressure, 1 ~ ""Not at all"", 2 ~ ""A little"", 3 ~ ""Some"", 4 ~ ""A lot"")","'How pressured do you feel by the schoolwork you have to do?', not at all, a little, some, a lot; self-report, all waves.",,
acc_schoolbelonging_self,incompatible,"studtogether, studhelpful, studaccept, teacheraccept, teachercare, teachertust, likeschool",,"Classmate-support (studtogether, studhelpful, studaccept; all waves) and teacher-support (teacheraccept, teachercare, teachertust; 2014) items, not a belonging or connectedness scale, mapped nowhere; liking school (likeschool) is on wb_domainsat_school_self.",,
acc_schoolbelonging_measure,unavailable,,,See acc_schoolbelonging_self.,,
acc_academachment_numgrades,unavailable,,,Not collected.,,
acc_academachment_teacherrated,incompatible,acachieve,,acachieve is the student's view of the teacher's rating (see acc_academachment_selfrated); no teacher report.,,
acc_numeracy_stdtest,unavailable,,,Not collected.,,
acc_literacy_stdtest,unavailable,,,Not collected.,,
beh_hyper_basc2,unavailable,,,Not collected.,,
beh_atten_basc2,unavailable,,,Not collected.,,
beh_atten_self,unavailable,,,Not collected.,,
beh_atten_measure,unavailable,,,See beh_atten_self.,,
beh_selfreg_htks,unavailable,,,Not collected.,,
beh_bullied,compatible,bulliedothers,"recode_values(bulliedothers, 1 ~ FALSE, c(2, 3, 4, 5) ~ TRUE)","'How often have you taken part in bullying another student(s) at school in the past couple of months?', after the HBSC bullying definition, self-report, all waves; TRUE for 'once or twice' or more. 2002 missing codes 0 and 999 are NA.",,
beh_beenbullied,compatible,beenbullied,"recode_values(beenbullied, 1 ~ FALSE, c(2, 3, 4, 5) ~ TRUE)","'How often have you been bullied at school in the past couple of months?', after the HBSC bullying definition, self-report, all waves; TRUE for 'once or twice' or more. 2002 missing code 999 is NA.",,
beh_beenbullied_online,compatible,"cbullmess, cbullpict","case_when(pmax(cbullmess, cbullpict, na.rm = TRUE) >= 2 ~ TRUE, pmax(cbullmess, cbullpict, na.rm = TRUE) == 1 ~ FALSE)","2014 only, self-report, in the bullying block (past couple of months). Two cyberbullying acts: mean instant messages, wall postings, emails, texts or a website making fun of me (cbullmess); unflattering or inappropriate pictures posted online without permission (cbullpict). TRUE if either is 'once or twice' or more; FALSE if every answered item is 'haven't'.",,
beh_bullied_online,unavailable,,,Not collected; the 2014 cyberbullying items ask about victimisation only.,,
beh_fight,compatible,fight12m,"recode_values(fight12m, 1 ~ FALSE, c(2, 3, 4, 5) ~ TRUE)","'During the past 12 months, how many times were you in a physical fight?', self-report, all waves; TRUE for 1 time or more.",,
beh_truancy,unavailable,,,Not collected.,,
beh_stealing,unavailable,,,Not collected.,,
beh_vandalism,unavailable,,,Not collected.,,
beh_alcohol_self,compatible,"drink30d, alc30d_2","case_when(coalesce(drink30d, alc30d_2) >= 2 ~ TRUE, coalesce(drink30d, alc30d_2) == 1 ~ FALSE)",2010 and 2014 only (optional items): occasions (2010) or days (2014) of drinking alcohol in the last 30 days; TRUE for 1-2 or more. The 2002-2006 'at present' frequency items (no recall period) are not used.,,
beh_tobacco_self,compatible,"smoke30d, smok30d_2","case_when(coalesce(smoke30d, smok30d_2) >= 2 ~ TRUE, coalesce(smoke30d, smok30d_2) == 1 ~ FALSE)",2010 and 2014 only (optional items): occasions (2010) or days (2014) of smoking cigarettes in the last 30 days; TRUE for 1-2 or more. The all-wave 'How often do you smoke tobacco at present?' item (no recall period) is not used.,,
beh_cannabis_self,compatible,"surveyyear, cannabis12m, cannabis30d, cannabis30d_2","local({
  use <- na_if(
    case_when(surveyyear == 2002 ~ cannabis12m, surveyyear == 2014 ~ cannabis30d_2, .default = cannabis30d),
    0
  )
  case_when(use >= 2 ~ TRUE, use == 1 ~ FALSE)
})","15-year-olds only (code 0, inapplicable, is NA). 'Have you ever taken cannabis...': 2002 in the last 12 months (times), 2006-2010 in the last 30 days (times), 2014 in the last 30 days (days); TRUE for 1-2 or more.",,
beh_conduct_sdq_parent,unavailable,,,Not collected.,,
beh_hyper_sdq_parent,unavailable,,,Not collected.,,
beh_peerprob_sdq_parent,unavailable,,,Not collected.,,
beh_prosocial_sdq_parent,unavailable,,,Not collected.,,
beh_aggphys_bpaq_self,unavailable,,,BPAQ-SF not administered; see beh_fight.,,
beh_aggverb_bpaq_self,unavailable,,,Not collected.,,
beh_agganger_bpaq_self,unavailable,,,Not collected.,,
beh_agghostility_bpaq_self,unavailable,,,Not collected.,,
beh_agg_self,incompatible,fight12m,,"Single physical-fight item only (fight12m), no aggression scale; mapped to beh_fight.",,
beh_agg_measure,unavailable,,,See beh_agg_self.,,
beh_argues,unavailable,,,Not collected.,,
beh_persistence_finishwork,unavailable,,,Not collected.,,
beh_emotreg_stayscalm,unavailable,,,Not collected.,,
beh_peerprob_makefriends,incompatible,"malefriends, femalefriends",,"Number of close friends only (malefriends, femalefriends); not difficulty making or keeping friends.",,
beh_conduct_diagnosed,unavailable,,,Not collected.,,
beh_conduct_diagnosed_severity,unavailable,,,Not collected.,,
beh_conduct_sdq_self,unavailable,,,Not collected.,,
beh_hyper_sdq_self,unavailable,,,Not collected.,,
beh_peerprob_sdq_self,unavailable,,,Not collected.,,
beh_prosocial_sdq_self,unavailable,,,Not collected.,,
beh_conduct_sdq_teacher,unavailable,,,Not collected.,,
beh_hyper_sdq_teacher,unavailable,,,Not collected.,,
beh_peerprob_sdq_teacher,unavailable,,,Not collected.,,
beh_prosocial_sdq_teacher,unavailable,,,Not collected.,,
beh_ext_sdq_parent,unavailable,,,Not collected.,,
beh_ext_sdq_self,unavailable,,,Not collected.,,
beh_ext_sdq_teacher,unavailable,,,Not collected.,,
beh_agg_cbcl_parent,unavailable,,,No parent report.,,
beh_atten_cbcl_parent,unavailable,,,No parent report.,,
beh_rulebreak_cbcl_parent,unavailable,,,No parent report.,,
beh_ext_cbcl_parent,unavailable,,,No parent report.,,
beh_cbcl_measure,unavailable,,,No parent report.,,
beh_prosocial_online_self,unavailable,,,Not collected.,,
beh_prosocial_online_measure,unavailable,,,See beh_prosocial_online_self.,,
beh_problematicuse_self,unavailable,,,Not collected.,,
beh_problematicuse_measure,unavailable,,,See beh_problematicuse_self.,,
cog_execfunc_basc2,unavailable,,,No cognitive testing.,,
cog_langexec_nepsy,unavailable,,,No cognitive testing.,,
cog_phono_nepsy,unavailable,,,No cognitive testing.,,
cog_inhibcont_nepsy,unavailable,,,No cognitive testing.,,
cog_vismotor_nepsy,unavailable,,,No cognitive testing.,,
cog_verbalfluency_nepsy,unavailable,,,No cognitive testing.,,
cog_inhib_nihtb_flanker,unavailable,,,No cognitive testing.,,
cog_flex_nihtb_dccs,unavailable,,,No cognitive testing.,,
cog_wm_nihtb_listsort,unavailable,,,No cognitive testing.,,
cog_speed_nihtb_pattern,unavailable,,,No cognitive testing.,,
cog_epimem_nihtb_picseq,unavailable,,,No cognitive testing.,,
cog_vocab_nihtb_picvocab,unavailable,,,No cognitive testing.,,
cog_fluidcomp_nihtb,unavailable,,,No cognitive testing.,,
cog_crystcomp_nihtb,unavailable,,,No cognitive testing.,,
cog_totalcomp_nihtb,unavailable,,,No cognitive testing.,,
cog_wm_digitspan,unavailable,,,No cognitive testing.,,
cog_iq_fullscale,unavailable,,,No cognitive testing.,,
cog_vocab_bpvs,unavailable,,,No cognitive testing.,,
cog_vocab_ppvt,unavailable,,,No cognitive testing.,,
cog_execfunc_brief_parent,unavailable,,,No cognitive testing.,,
cog_vocab_bas_naming,unavailable,,,No cognitive testing.,,
cog_nonverbalreason_bas_picsim,unavailable,,,No cognitive testing.,,
cog_spatial_bas_pattern,unavailable,,,No cognitive testing.,,
cog_verbalreason_bas_versim,unavailable,,,No cognitive testing.,,
cog_schoolread_bracken,unavailable,,,No cognitive testing.,,
cog_creativethinking_stdtest,unavailable,,,No cognitive testing.,,
mh_anx_basc2,unavailable,,,Not collected.,,
mh_dep_basc2,unavailable,,,Not collected.,,
mh_emotsymp_sdq_parent,unavailable,,,Not collected.,,
mh_totaldiff_sdq_parent,unavailable,,,Not collected.,,
mh_anx_diagnosed,unavailable,,,Not collected.,,
mh_anx_diagnosed_severity,unavailable,,,Not collected.,,
mh_dep_diagnosed,unavailable,,,Not collected.,,
mh_dep_diagnosed_severity,unavailable,,,Not collected.,,
mh_emotsymp_sdq_self,unavailable,,,Not collected.,,
mh_emotsymp_sdq_teacher,unavailable,,,Not collected.,,
mh_totaldiff_sdq_self,unavailable,,,Not collected.,,
mh_totaldiff_sdq_teacher,unavailable,,,Not collected.,,
mh_int_sdq_parent,unavailable,,,Not collected.,,
mh_int_sdq_self,unavailable,,,Not collected.,,
mh_int_sdq_teacher,unavailable,,,Not collected.,,
mh_dep_smfq_self,unavailable,,,Not collected.,,
mh_dep_smfq_parent,unavailable,,,Not collected.,,
mh_dep_cdi_self,unavailable,,,Not collected.,,
mh_dep_cesd_self,unavailable,,,Not collected.,,
mh_dep_phq9_self,unavailable,,,Not collected.,,
mh_dep_rcads_self,unavailable,,,Not collected.,,
mh_dep_dass21_self,unavailable,,,Not collected.,,
mh_dep_scl_self,unavailable,,,Not collected.,,
mh_distress_k6_self,unavailable,,,Not collected.,,
mh_distress_k10_self,unavailable,,,Not collected.,,
mh_anx_masc_self,unavailable,,,Not collected.,,
mh_anx_scas_self,unavailable,,,Not collected.,,
