target_variable,status,source_columns,expression,notes,lookup_table,measure
st_total_we,incompatible,"q7_2, q8_2",,See st_total_wd.,,
st_total,incompatible,"q7_1, q7_2, q8_1, q8_2",,See st_total_wd.,,
st_watch_wd,unavailable,,,Not collected.,,
st_watch_we,unavailable,,,Not collected.,,
st_watch,unavailable,,,Not collected.,,
st_game_wd,unavailable,,,Not collected.,,
st_game_we,unavailable,,,Not collected.,,
st_game,unavailable,,,Not collected.,,
st_game_comp_wd,unavailable,,,Not collected.,,
st_game_comp_we,unavailable,,,Not collected.,,
st_game_comp,unavailable,,,Not collected.,,
st_game_console_wd,unavailable,,,Not collected.,,
st_game_console_we,unavailable,,,Not collected.,,
st_game_console,unavailable,,,Not collected.,,
st_game_handheldconsole_wd,unavailable,,,Not collected.,,
st_game_handheldconsole_we,unavailable,,,Not collected.,,
st_game_handheldconsole,unavailable,,,Not collected.,,
st_game_active_wd,unavailable,,,Not collected.,,
st_game_active_we,unavailable,,,Not collected.,,
st_game_active,unavailable,,,Not collected.,,
st_game_phone_wd,unavailable,,,Not collected.,,
st_game_phone_we,unavailable,,,Not collected.,,
st_game_phone,unavailable,,,Not collected.,,
st_game_tablet_wd,unavailable,,,Not collected.,,
st_game_tablet_we,unavailable,,,Not collected.,,
st_game_tablet,unavailable,,,Not collected.,,
st_comp_nongaming_wd,unavailable,,,Not collected.,,
st_comp_nongaming_we,unavailable,,,Not collected.,,
st_comp_nongaming,unavailable,,,Not collected.,,
st_comp_wd,unavailable,,,Not collected.,,
st_comp_we,unavailable,,,Not collected.,,
st_comp,unavailable,,,Not collected.,,
st_tablet_wd,unavailable,,,Not collected.,,
st_tablet_we,unavailable,,,Not collected.,,
st_tablet,unavailable,,,Not collected.,,
st_phone_wd,incompatible,q8_1,,No device-based item. Messaging (item 8) goes to st_messaging per schema.,,
st_phone_we,incompatible,q8_2,,See st_phone_wd.,,
st_phone,incompatible,"q8_1, q8_2",,See st_phone_wd.,,
st_socmedia_wd,compatible,q7_1,"recode_values(as.numeric(q7_1), 1 ~ 0.5, 2 ~ 2, 3 ~ 4, 4 ~ 5, 5 ~ 0)","Item 7.1, hours per day on social media (Instagram, TikTok, YouTube, etc.) on weekdays. Less than 1 h = 0.5, 1-3 h = 2, 3-5 h = 4, more than 5 h = 5 (top band at floor), 'no uso redes sociales' = 0. Item 9 lists YouTube among the social-media platforms, so it counts as social media, not watching.",,
st_socmedia_we,compatible,q7_2,"recode_values(as.numeric(q7_2), 1 ~ 0.5, 2 ~ 2, 3 ~ 4, 4 ~ 5, 5 ~ 0)","Item 7.2, weekends; bands as st_socmedia_wd (more than 5 h = 5). 36 respondents with 3+ h on weekdays chose 'no uso' at the weekend, possibly misread as more than 5 h; kept as 0.",,
st_socmedia,compatible,"q7_1, q7_2","((recode_values(as.numeric(q7_1), 1 ~ 0.5, 2 ~ 2, 3 ~ 4, 4 ~ 5, 5 ~ 0) * 5) +
  (recode_values(as.numeric(q7_2), 1 ~ 0.5, 2 ~ 2, 3 ~ 4, 4 ~ 5, 5 ~ 0) * 2)) /
  7",(5 × st_socmedia_wd + 2 × st_socmedia_we) / 7; bands as st_socmedia_wd (more than 5 h = 5).,,
st_educational_wd,unavailable,,,Not collected.,,
st_educational_we,unavailable,,,Not collected.,,
st_educational,unavailable,,,Not collected.,,
st_work_wd,unavailable,,,Not collected.,,
st_work_we,unavailable,,,Not collected.,,
st_work,unavailable,,,Not collected.,,
st_internet_wd,unavailable,,,Not collected.,,
st_internet_we,unavailable,,,Not collected.,,
st_internet,unavailable,,,Not collected.,,
st_videochat,unavailable,,,Not collected.,,
st_messaging_wd,compatible,q8_1,"recode_values(as.numeric(q8_1), 1 ~ 0.5, 2 ~ 2, 3 ~ 4, 4 ~ 5, 5 ~ 0)","Item 8.1, hours per day on messaging apps (WhatsApp, Telegram, Hangout, etc.) on weekdays. Bands as st_socmedia_wd (more than 5 h = 5); option 5, also worded 'no uso redes sociales', = 0.",,
st_messaging_we,compatible,q8_2,"recode_values(as.numeric(q8_2), 1 ~ 0.5, 2 ~ 2, 3 ~ 4, 4 ~ 5, 5 ~ 0)","Item 8.2, weekends; bands as st_messaging_wd (more than 5 h = 5). 12 respondents with 3+ h on weekdays chose 'no uso' at the weekend; kept as 0.",,
st_messaging,compatible,"q8_1, q8_2","((recode_values(as.numeric(q8_1), 1 ~ 0.5, 2 ~ 2, 3 ~ 4, 4 ~ 5, 5 ~ 0) * 5) +
  (recode_values(as.numeric(q8_2), 1 ~ 0.5, 2 ~ 2, 3 ~ 4, 4 ~ 5, 5 ~ 0) * 2)) /
  7",(5 × st_messaging_wd + 2 × st_messaging_we) / 7; bands as st_messaging_wd (more than 5 h = 5).,,
st_creating,unavailable,,,Not collected.,,
st_email,unavailable,,,Not collected.,,
st_shopping,unavailable,,,Not collected.,,
st_total_school,unavailable,,,No item on use at school.,,
st_educational_school,unavailable,,,No item on use at school.,,
st_comp_school,unavailable,,,No item on use at school.,,
st_tablet_school,unavailable,,,No item on use at school.,,
st_internet_school,unavailable,,,No item on use at school.,,
st_phone_school,unavailable,,,No item on use at school.,,
acc_academachment_selfrated,unavailable,,,Not collected.,,
acc_academachment_lettergrades,unavailable,,,Not collected.,,
acc_academachment_stdtest,unavailable,,,Not collected.,,
acc_schoolengage_caresschool,unavailable,,,Not collected.,,
acc_schoolengage_homework,unavailable,,,Not collected.,,
acc_schoolpressure_self,unavailable,,,Not collected.,,
acc_schoolbelonging_self,unavailable,,,Not collected.,,
acc_schoolbelonging_measure,unavailable,,,See acc_schoolbelonging_self.,,
acc_academachment_numgrades,unavailable,,,Not collected.,,
acc_academachment_teacherrated,unavailable,,,Not collected.,,
acc_numeracy_stdtest,unavailable,,,Not collected.,,
acc_literacy_stdtest,unavailable,,,Not collected.,,
beh_hyper_basc2,unavailable,,,Not collected.,,
beh_atten_basc2,unavailable,,,Not collected.,,
beh_atten_self,unavailable,,,Not collected.,,
beh_atten_measure,unavailable,,,See beh_atten_self.,,
beh_selfreg_htks,unavailable,,,Not collected.,,
beh_bullied,unavailable,,,Not collected.,,
beh_beenbullied,incompatible,"q23_6, q23_7",,Items 23.6-23.7 (mocked or attacked on social media for sexual orientation or gender identity) are online-only; the schema routes them to beh_beenbullied_online.,,
beh_beenbullied_online,incompatible,"q23_6, q23_7",,"SMASI-SO items 23.6 (mocked) and 23.7 (attacked on social media) are conditioned on sexual orientation or gender identity; FALSE would misclassify anyone bullied online for other reasons, so left unmapped.",,
beh_bullied_online,unavailable,,,Not collected.,,
beh_fight,unavailable,,,Not collected.,,
beh_truancy,unavailable,,,Not collected.,,
beh_stealing,unavailable,,,Not collected.,,
beh_vandalism,unavailable,,,Not collected.,,
beh_alcohol_self,unavailable,,,Not collected.,,
beh_tobacco_self,unavailable,,,Not collected.,,
beh_cannabis_self,unavailable,,,Not collected.,,
beh_conduct_sdq_parent,unavailable,,,Not collected.,,
beh_hyper_sdq_parent,unavailable,,,Not collected.,,
beh_peerprob_sdq_parent,unavailable,,,Not collected.,,
beh_prosocial_sdq_parent,unavailable,,,Not collected.,,
beh_aggphys_bpaq_self,unavailable,,,Not collected.,,
beh_aggverb_bpaq_self,unavailable,,,Not collected.,,
beh_agganger_bpaq_self,unavailable,,,Not collected.,,
beh_agghostility_bpaq_self,unavailable,,,Not collected.,,
beh_agg_self,unavailable,,,Not collected.,,
beh_agg_measure,unavailable,,,See beh_agg_self.,,
beh_argues,unavailable,,,Not collected.,,
beh_persistence_finishwork,unavailable,,,Not collected.,,
beh_emotreg_stayscalm,unavailable,,,Not collected.,,
beh_peerprob_makefriends,unavailable,,,Not collected.,,
beh_conduct_diagnosed,unavailable,,,Not collected.,,
beh_conduct_diagnosed_severity,unavailable,,,Not collected.,,
beh_conduct_sdq_self,unavailable,,,Not collected.,,
beh_hyper_sdq_self,unavailable,,,Not collected.,,
beh_peerprob_sdq_self,unavailable,,,Not collected.,,
beh_prosocial_sdq_self,unavailable,,,SDQ not administered; see beh_prosocial_online_self.,,
beh_conduct_sdq_teacher,unavailable,,,Not collected.,,
beh_hyper_sdq_teacher,unavailable,,,Not collected.,,
beh_peerprob_sdq_teacher,unavailable,,,Not collected.,,
beh_prosocial_sdq_teacher,unavailable,,,Not collected.,,
beh_ext_sdq_parent,unavailable,,,Not collected.,,
beh_ext_sdq_self,unavailable,,,Not collected.,,
beh_ext_sdq_teacher,unavailable,,,Not collected.,,
beh_agg_cbcl_parent,unavailable,,,Not collected.,,
beh_atten_cbcl_parent,unavailable,,,Not collected.,,
beh_rulebreak_cbcl_parent,unavailable,,,Not collected.,,
beh_ext_cbcl_parent,unavailable,,,Not collected.,,
beh_cbcl_measure,unavailable,,,See the *_cbcl_parent rows.,,
beh_prosocial_online_self,compatible,"q15_1, q15_2, q15_3, q15_4, q15_5, q15_6, q15_7, q15_8, q15_9, q15_10","rowSums(tbl[, paste0(""q15_"", 1:10)])","Online Prosocial Behaviour Scale, emitted subscale, items 15.1-15.10: past-month frequency of prosocial acts via electronic media, 1 nunca to 5 todos los días. Sum, no reverse items (10-50). Received subscale (16.1-16.10) not mapped: different construct, no schema row.",,
beh_prosocial_online_measure,inferred,"q15_1, q15_2, q15_3, q15_4, q15_5, q15_6, q15_7, q15_8, q15_9, q15_10","""Online Prosocial Behaviour Scale, emitted subscale, 10 of 10 items, 1-5 item scoring (range 10-50), sum, past-month recall, no reverse-scored items""",Constant for this single-occasion study; see beh_prosocial_online_self.,,
beh_problematicuse_self,unavailable,,,Not collected.,,
beh_problematicuse_measure,unavailable,,,See beh_problematicuse_self.,,
cog_execfunc_basc2,unavailable,,,No cognitive testing.,,
cog_langexec_nepsy,unavailable,,,No cognitive testing.,,
cog_phono_nepsy,unavailable,,,No cognitive testing.,,
cog_inhibcont_nepsy,unavailable,,,No cognitive testing.,,
cog_vismotor_nepsy,unavailable,,,No cognitive testing.,,
cog_verbalfluency_nepsy,unavailable,,,No cognitive testing.,,
cog_inhib_nihtb_flanker,unavailable,,,No cognitive testing.,,
cog_flex_nihtb_dccs,unavailable,,,No cognitive testing.,,
cog_wm_nihtb_listsort,unavailable,,,No cognitive testing.,,
cog_speed_nihtb_pattern,unavailable,,,No cognitive testing.,,
cog_epimem_nihtb_picseq,unavailable,,,No cognitive testing.,,
cog_vocab_nihtb_picvocab,unavailable,,,No cognitive testing.,,
cog_fluidcomp_nihtb,unavailable,,,No cognitive testing.,,
cog_crystcomp_nihtb,unavailable,,,No cognitive testing.,,
cog_totalcomp_nihtb,unavailable,,,No cognitive testing.,,
cog_wm_digitspan,unavailable,,,No cognitive testing.,,
cog_iq_fullscale,unavailable,,,No cognitive testing.,,
cog_vocab_bpvs,unavailable,,,No cognitive testing.,,
cog_vocab_ppvt,unavailable,,,No cognitive testing.,,
cog_execfunc_brief_parent,unavailable,,,No cognitive testing.,,
cog_vocab_bas_naming,unavailable,,,No cognitive testing.,,
cog_nonverbalreason_bas_picsim,unavailable,,,No cognitive testing.,,
cog_spatial_bas_pattern,unavailable,,,No cognitive testing.,,
cog_verbalreason_bas_versim,unavailable,,,No cognitive testing.,,
cog_schoolread_bracken,unavailable,,,No cognitive testing.,,
cog_creativethinking_stdtest,unavailable,,,No cognitive testing.,,
mh_anx_basc2,unavailable,,,Not collected.,,
mh_dep_basc2,unavailable,,,Not collected.,,
mh_emotsymp_sdq_parent,unavailable,,,Not collected.,,
mh_totaldiff_sdq_parent,unavailable,,,Not collected.,,
mh_anx_diagnosed,unavailable,,,Not collected.,,
mh_anx_diagnosed_severity,unavailable,,,Not collected.,,
mh_dep_diagnosed,unavailable,,,Not collected.,,
mh_dep_diagnosed_severity,unavailable,,,Not collected.,,
mh_emotsymp_sdq_self,unavailable,,,Not collected.,,
mh_emotsymp_sdq_teacher,unavailable,,,Not collected.,,
mh_totaldiff_sdq_self,unavailable,,,Not collected.,,
mh_totaldiff_sdq_teacher,unavailable,,,Not collected.,,
mh_int_sdq_parent,unavailable,,,Not collected.,,
mh_int_sdq_self,unavailable,,,Not collected.,,
mh_int_sdq_teacher,unavailable,,,Not collected.,,
mh_dep_smfq_self,unavailable,,,Not collected.,,
mh_dep_smfq_parent,unavailable,,,Not collected.,,
mh_dep_cdi_self,unavailable,,,Not collected.,,
mh_dep_cesd_self,unavailable,,,Not collected.,,
mh_dep_phq9_self,unavailable,,,Not collected.,,
mh_dep_rcads_self,unavailable,,,Not collected.,,
mh_dep_dass21_self,unavailable,,,Not collected.,,
mh_dep_scl_self,unavailable,,,Not collected.,,
mh_distress_k6_self,unavailable,,,Not collected.,,
mh_distress_k10_self,unavailable,,,Not collected.,,
mh_anx_masc_self,unavailable,,,Not collected.,,
mh_anx_scas_self,unavailable,,,Not collected.,,
mh_anx_scas_parent,unavailable,,,Not collected.,,
mh_anx_scared_self,unavailable,,,Not collected.,,
mh_anx_scared_parent,unavailable,,,Not collected.,,
mh_anx_gad7_self,unavailable,,,Not collected.,,
mh_anx_rcads_self,unavailable,,,Not collected.,,
mh_anx_dass21_self,unavailable,,,Not collected.,,
mh_anxdep_cbcl_parent,unavailable,,,Not collected.,,
mh_int_cbcl_parent,unavailable,,,Not collected.,,
mh_dep_binary_self,unavailable,,,Not collected.,,
mh_dep_self,unavailable,,,Not collected.,,
mh_dep_measure,unavailable,,,See mh_dep_self.,,
mh_anx_self,unavailable,,,Not collected.,,
mh_anx_measure,unavailable,,,See mh_anx_self.,,
mh_depanx_diagnosed,unavailable,,,Not collected.,,
mh_stress_self,unavailable,,,Not collected.,,
mh_lonely_self,incompatible,q23_5,,"Item 23.5 (felt isolated on a social network because of sexual orientation or gender identity, 1-5 never or almost never to always) is an indirect isolation item without 'lonely' wording.",,
mh_lonely_scale_self,unavailable,,,Not collected.,,
mh_lonely_measure,unavailable,,,See mh_lonely_scale_self.,,
mh_sad_self,unavailable,,,Not collected.,,
mh_worry_self,unavailable,,,Not collected.,,
mh_irritable_self,unavailable,,,Not collected.,,
mh_nobodycares_self,unavailable,,,Not collected.,,
mh_lifenotworth_self,unavailable,,,Not collected.,,
mh_suicide_ideation_self,unavailable,,,Not collected.,,
mh_suicide_attempt_self,unavailable,,,Not collected.,,
mh_selfharm_self,unavailable,,,Not collected.,,
mh_psychsom_hbscscl_self,unavailable,,,HBSC-SCL not administered.,,
mh_psychsom_measure,unavailable,,,See mh_psychsom_hbscscl_self.,,
mh_somatic_self,unavailable,,,Not collected.,,
mh_somatic_measure,unavailable,,,See mh_somatic_self.,,
wb_emotsc_basc2,unavailable,,,Not collected.,,
wb_mwb_wemwbs,unavailable,,,WEMWBS not administered; see wb_eudaimonic_self.,,
wb_lifesatisfaction_cantrilladder,unavailable,,,Not collected.,,
wb_resil_basc2,unavailable,,,Not collected.,,
wb_psychcomplaints_feellow,unavailable,,,HBSC-SCL not administered.,,
wb_psychcomplaints_irritable,unavailable,,,HBSC-SCL not administered.,,
wb_psychcomplaints_nervous,unavailable,,,HBSC-SCL not administered.,,
wb_psychcomplaints_diffsleep,unavailable,,,HBSC-SCL not administered.,,
wb_bodyimage,unavailable,,,Not collected.,,
wb_lifesat_slss_self,unavailable,,,Not collected.,,
wb_lifesat_swls_self,unavailable,,,Not collected.,,
wb_lifesat_singleitem_self,unavailable,,,Not collected.,,
wb_happiness_singleitem_self,unavailable,,,Not collected.,,
wb_domainsat_schoolwork_self,unavailable,,,Not collected.,,
wb_domainsat_appearance_self,unavailable,,,Not collected.,,
wb_domainsat_family_self,unavailable,,,Not collected.,,
wb_domainsat_friends_self,unavailable,,,Not collected.,,
wb_domainsat_school_self,unavailable,,,Not collected.,,
wb_qol_pedsql_self,unavailable,,,Not collected.,,
wb_qol_pedsql_parent,unavailable,,,Not collected.,,
wb_qol_kidscreen10_self,unavailable,,,Not collected.,,
wb_qol_kidscreen10_parent,unavailable,,,Not collected.,,
wb_selfesteem_rosenberg_self,unavailable,,,Not collected.,,
wb_selfesteem_self,unavailable,,,Not collected.,,
wb_selfesteem_measure,unavailable,,,See wb_selfesteem_self.,,
wb_selfefficacy_gse_self,unavailable,,,Not collected.,,
wb_selfefficacy_self,unavailable,,,Not collected.,,
wb_selfefficacy_measure,unavailable,,,See wb_selfefficacy_self.,,
wb_mwb_who5_self,unavailable,,,Not collected.,,
wb_happiness_shs_self,unavailable,,,Not collected.,,
wb_mwb_swemwbs_self,unavailable,,,Not collected.,,
wb_selfratedhealth_self,unavailable,,,Not collected.,,
wb_generalhealth_parent,unavailable,,,Not collected.,,
wb_posaffect_self,unavailable,,,Not collected.,,
wb_posaffect_measure,unavailable,,,See wb_posaffect_self.,,
wb_eudaimonic_self,compatible,"q18_1, q18_2, q18_3, q18_4, q18_5, q18_6, q18_7, q18_8, q18_9, q18_10, q18_11, q18_12, q18_13, q18_14, q18_15, q18_16, q18_17, q18_18, q18_19, q18_20, q18_21","rowSums(tbl[, paste0(""q18_"", 1:21)])","Questionnaire for Eudaimonic Well-Being, items 18.1-18.21, 1 totalmente en desacuerdo to 6 totalmente de acuerdo, summed (21-126). Released data already reverse-key the 8 negatively worded items (18.3, 18.7, 18.10-12, 18.16, 18.19-20), so no further reversal; direction undocumented, inferred from item-rest correlations.",,
wb_eudaimonic_measure,inferred,"q18_1, q18_2, q18_3, q18_4, q18_5, q18_6, q18_7, q18_8, q18_9, q18_10, q18_11, q18_12, q18_13, q18_14, q18_15, q18_16, q18_17, q18_18, q18_19, q18_20, q18_21","""Questionnaire for Eudaimonic Well-Being, 21 of 21 items, 1-6 item scoring (range 21-126), sum; source supplied the negatively worded items already reverse-keyed, so no further reversal was applied""",Constant for this single-occasion study; see wb_eudaimonic_self.,,
wb_socsupport_family_self,incompatible,"q16_1, q16_2, q16_3, q16_4, q16_5, q16_6, q16_7, q16_8, q16_9, q16_10",,"Items 16.1-16.10 (self-report, past month, 1-5 never to every day) count kind or supportive acts received online from anyone ('alguien'), not support from family.",,
wb_socsupport_friends_self,incompatible,"q16_1, q16_2, q16_3, q16_4, q16_5, q16_6, q16_7, q16_8, q16_9, q16_10",,"Items 16.1-16.10 (self-report, past month, 1-5 never to every day) count kind or supportive acts received online from anyone ('alguien'), not support from friends.",,
wb_socsupport_measure,unavailable,,,See wb_socsupport_family_self and wb_socsupport_friends_self.,,
hlth_sleep_wd,unavailable,,,Not collected.,,
hlth_sleep_we,unavailable,,,Not collected.,,
hlth_sleep,unavailable,,,Not collected.,,
hlth_sleepprob,unavailable,,,Not collected.,,
hlth_sleepprob_measure,unavailable,,,See hlth_sleepprob.,,
