target_variable,status,source_columns,expression,notes,lookup_table,measure
ethnicity,proximate,"ethnicity_youth, ethnicity_mother","lookup_values(
  coalesce(
    recode_values(
      as.numeric(ethnicity_youth),
      1 ~ ""Youth: white only non-Hispanic"",
      2 ~ ""Youth: black or African American only non-Hispanic"",
      3 ~ ""Youth: Hispanic or Latino"",
      4 ~ ""Youth: other only non-Hispanic"",
      5 ~ ""Youth: multi-racial non-Hispanic"",
      default = NA_character_
    ),
    recode_values(
      as.numeric(ethnicity_mother),
      1 ~ ""Mother: white non-Hispanic"",
      2 ~ ""Mother: black non-Hispanic"",
      3 ~ ""Mother: Hispanic"",
      4 ~ ""Mother: other"",
      default = ""Unknown""
    )
  ),
  lookup_ethnicity,
  dataset_id = spec$dataset_id,
  target_variable = ""ethnicity"",
  default = ""Unknown""
)","No child race before Year 15: uses the youth's Year 15 self-description where present, else the mother's baseline report, applied to all waves. Proximate: the mother stands in for the child for about a sixth of rows, and FFCWS collapses American Indian/Alaska Native, Asian and Pacific Islander into one 'other' code. Shared mapping in harmonisation/lookups/ethnicity.csv.",ethnicity,
indigenous,incompatible,"ethnicity_youth, ethnicity_mother, youth_aian_specified",,"Race items collapse American Indian/Alaska Native into 'other' at every wave (mapped to ethnicity); the Year 15 AIAN flag (K6C00AC) codes an open-ended mention, not an asked question.",,
minority,proximate,"ethnicity_youth, ethnicity_mother","recode_values(
  coalesce(as.numeric(ethnicity_youth), as.numeric(ethnicity_mother)),
  1 ~ ""Non-minority"",
  c(2, 3, 4, 5) ~ ""Minority"",
  default = ""Unknown""
)","US reference: non-Hispanic White is Non-minority; Black, Hispanic, other and multiracial are Minority. Youth's Year 15 self-description (CK6ETHRACE), else the mother's baseline race (CM1ETHRACE), applied to all waves as for ethnicity. Proximate: the mother's race stands in for the child on about a sixth of rows.",,
immigrant_background,partial,"mother_born_us, father_born_us","case_when(
  as.numeric(mother_born_us) %in% 1 | as.numeric(father_born_us) %in% 1 ~ ""Native"",
  as.numeric(mother_born_us) %in% 2 | as.numeric(father_born_us) %in% 2 ~ ""Second-generation"",
  .default = ""Unknown""
)","Parents' own baseline report of US birth (M1H2, F1H2); focal children are US-born by design. Native if either parent was born in the US, else Second-generation. Partial: fathers not interviewed at baseline (about a fifth) are systematically unobserved, so the mother's birthplace decides for them.",,
born_in_country,inferred,,"""Yes""",Design: sampled at U.S. hospitals at the child's birth (1998-2000); every participant was born in the country of data collection.,,
ses_area,unavailable,,,Not in the supplied extract.,,
ses_household,compatible,poverty_category,"lookup_values(
  recode_values(
    as.numeric(poverty_category),
    1 ~ ""Under 50% of the federal poverty line"",
    2 ~ ""50-99% of the federal poverty line"",
    3 ~ ""100-199% of the federal poverty line"",
    4 ~ ""200-299% of the federal poverty line"",
    5 ~ ""300% or more of the federal poverty line"",
    default = ""Unknown""
  ),
  lookup_ses_household,
  dataset_id = spec$dataset_id,
  target_variable = ""ses_household"",
  default = ""Unknown""
)","Household income-to-poverty ratio in 5 bands (CM3POVCA, CM4POVCA, CM5POVCA, CP6POVCA), measured each wave. The lookup equals the within-wave ridit at every wave: under 100% of the poverty line Low, 100-199% Medium, 200% or more High (Low 31-43%, Medium 25-29%, High 32-41% by wave). Shared mapping in harmonisation/lookups/ses_household.csv.",ses_household,
ses_household_measure,inferred,,"""Income-to-needs: income-to-poverty ratio (5 bands)""",Describes ses_household at every wave; FFCWS imputes income where components are missing.,,
ses_hukou,unavailable,,,Hukou not asked.,,
maternal_education,compatible,mother_education,"lookup_values(
  recode_values(
    as.numeric(mother_education),
    1 ~ ""Less than high school"",
    2 ~ ""High school or equivalent"",
    3 ~ ""Some college or technical school"",
    4 ~ ""College degree or higher"",
    default = ""Unknown""
  ),
  lookup_maternal_education,
  dataset_id = spec$dataset_id,
  target_variable = ""maternal_education"",
  default = ""Unknown""
)","Biological mother's FFCWS-constructed education (CM3EDU, CM4EDU, CM5EDU); Year 15 has only the PCG's education (CP6EDU), used where the PCG is the biological mother. The tidier carries the latest earlier value into waves without one. Shared mapping in harmonisation/lookups/maternal_education.csv.",maternal_education,
paternal_education,compatible,father_education,"lookup_values(
  recode_values(
    as.numeric(father_education),
    1 ~ ""Less than high school"",
    2 ~ ""High school or equivalent"",
    3 ~ ""Some college or technical school"",
    4 ~ ""College degree or higher"",
    default = ""Unknown""
  ),
  lookup_maternal_education,
  dataset_id = spec$dataset_id,
  target_variable = ""maternal_education"",
  default = ""Unknown""
)","Biological father's FFCWS-constructed education (CF3EDU, CF4EDU, CF5EDU; his own report, else the mother's report about him); Year 15 uses the PCG's education (CP6EDU) where the PCG is the biological father. The tidier carries the latest earlier value into waves without one. Mapped through the shared maternal_education lookup.",maternal_education,
parental_education,compatible,"mother_education, father_education, pcg_education","lookup_values(
  recode_values(
    pmax(as.numeric(mother_education), as.numeric(father_education), as.numeric(pcg_education), na.rm = TRUE),
    1 ~ ""Less than high school"",
    2 ~ ""High school or equivalent"",
    3 ~ ""Some college or technical school"",
    4 ~ ""College degree or higher"",
    default = ""Unknown""
  ),
  lookup_maternal_education,
  dataset_id = spec$dataset_id,
  target_variable = ""maternal_education"",
  default = ""Unknown""
)","Highest of the mother's and father's education codes (ordered 1-4, carried as in maternal_education and paternal_education), plus at Year 15 the PCG's own education, so a non-parent carer counts; one known value suffices. Mapped through the shared maternal_education lookup.",maternal_education,
urbanicity,unavailable,,,Recruited in large cities at birth; residence at the measured waves not released.,,
family_structure,proximate,"living_arrangement, pcg_relationship, married_to_other_parent, cohabiting_with_other_parent, married_to_new_partner, cohabiting_with_new_partner, wave","case_when(
  as.numeric(living_arrangement) %in% 1 ~ ""Two biological/adoptive parents"",
  as.numeric(living_arrangement) %in% c(2, 4) ~ ""Step family"",
  as.numeric(living_arrangement) %in% c(3, 5) ~ ""Single parent"",
  as.numeric(living_arrangement) %in% 6 ~ ""Other"",
  as.numeric(pcg_relationship) %in% 3 ~ ""Other"",
  wave != ""Year 15"" & !(as.numeric(pcg_relationship) %in% 1) ~ ""Unknown"",
  as.numeric(married_to_other_parent) %in%
    1 |
    as.numeric(cohabiting_with_other_parent) %in% 1 ~ ""Two biological/adoptive parents"",
  as.numeric(married_to_new_partner) %in% 1 | as.numeric(cohabiting_with_new_partner) %in% 1 ~ ""Step family"",
  !is.na(married_to_other_parent) ~ ""Single parent"",
  .default = ""Unknown""
)","Year 15: youth report of who they live with (CK6LIVAR). Years 3-9: inferred from the mother's partnership flags (married to or cohabiting with the child's other biological parent, a new partner, or neither), used only where the PCG is the biological mother; biological-father PCGs are Unknown and non-parent PCGs Other. Proximate: the Years 3-9 flags give a coarser structure.",,
fam_screenrules,incompatible,pcg_tv_decides,,"Year 15 PCG report of who decides what kinds of TV shows and movies the youth can watch (respondent, youth, or jointly): a content decision-authority item, not a rule on the amount or timing of use.",,
fam_bedroomscreen,partial,pcg_tv_in_bedroom,"recode_values(as.numeric(pcg_tv_in_bedroom), 1 ~ ""TRUE"", 2 ~ ""FALSE"", default = NA_character_)","Years 9 and 15 only. Caregiver report that the child has a TV in the bedroom (P5I14, P6D7), yes/no. Partial: TV only.",,
fam_parentstress,compatible,"parentstress_a, parentstress_b, parentstress_c, parentstress_d","((5 - as.numeric(parentstress_a)) +
  (5 - as.numeric(parentstress_b)) +
  (5 - as.numeric(parentstress_c)) +
  (5 - as.numeric(parentstress_d))) /
  4","Aggravation in Parenting scale (JOBS/PSID-CDS, items adapted in part from the Parent Stress Inventory), 4 items, 1 strongly agree - 4 strongly disagree, reversed to 1-4 so higher = more aggravation, mean, complete-case. Years 3 and 5: mother's own report, resident else non-resident mother. Years 9 and 15: primary caregiver report.",,
fam_parentstress_measure,inferred,wave,"case_when(
  wave %in%
    c(
      ""Year 3"",
      ""Year 5""
    ) ~ ""Aggravation in Parenting scale (JOBS/PSID-CDS, items adapted in part from the Parent Stress Inventory), 4 of 4 items, 1-4 item scoring (range 1-4), mean; all items reversed, mother report (resident else non-resident)"",
  wave %in%
    c(
      ""Year 9"",
      ""Year 15""
    ) ~ ""Aggravation in Parenting scale (JOBS/PSID-CDS, items adapted in part from the Parent Stress Inventory), 4 of 4 items, 1-4 item scoring (range 1-4), mean; all items reversed, primary caregiver report"",
  .default = NA_character_
)",Describes fam_parentstress; all four waves.,,
school_grade,partial,school_grade,"if_else(as.numeric(school_grade) %in% 1:12, paste0(""Grade "", as.numeric(school_grade)), NA_character_)","Years 9 and 15 only. PCG-reported grade the child is enrolled in (P5L1, P6C3). Partial: no value labels, so codes are read as US grade numbers, the only reading consistent with the children's ages; codes 0 and 77 (apparently not enrolled or ungraded) become NA.",,
st_measure_type,inferred,,"""Continuous""",Every primary item asks hours per day as an open number. The Year 9 banded child report is the child block.,,
st_measure_name,inferred,,"""Custom""","Bespoke FFCWS items, no named instrument. Years 3-9: single PCG questions on TV, gaming and computer time. Year 15: teen weekday time-use block (K6D36A-K6D36H).",,
st_responder,inferred,wave,"case_when(wave == ""Year 15"" ~ ""Self"", .default = ""Parent or carer"")","Caregiver is primary at Years 3-9 (open hours, weekday and weekend); the Year 9 banded weekday child report is the child block; Year 15 is Self (teen survey).",,
st_total_wd,incompatible,"pcg_tv_hours_wd, pcg_game_hours_wd, pcg_computer_hours, youth_tv_hours_wd, youth_game_hours_wd, youth_internet_hours_wd, youth_ecomm_hours_wd",,"No item on all screen use; the separately asked TV, gaming, computer and Year 15 activity items are never summed into a total (DR-0002).",,
st_total_we,incompatible,"pcg_tv_hours_we, pcg_game_hours_we",,No item on all screen use; the separately asked weekend TV and gaming items are never summed into a total (DR-0002).,,
st_total,incompatible,"pcg_tv_hours_wd, pcg_tv_hours_we, pcg_game_hours_wd, pcg_game_hours_we, pcg_computer_hours, youth_tv_hours_wd, youth_game_hours_wd, youth_internet_hours_wd, youth_ecomm_hours_wd",,See st_total_wd.,,
st_watch_wd,partial,"pcg_tv_hours_wd, youth_tv_hours_wd","coalesce(pcg_tv_hours_wd, youth_tv_hours_wd)",Hours per weekday. Years 3-9 caregiver item: TV or videos (TV set); Year 15 youth asks tv/videos/movies. One source per wave. Partial: the Years 3-9 item is limited to the TV set.,,
st_watch_we,partial,pcg_tv_hours_we,pcg_tv_hours_we,"Years 3-9 only. Hours per weekend day, caregiver item: TV or videos (TV set). Partial: limited to the TV set. The Year 15 block asks about weekdays only.",,
st_watch,partial,"pcg_tv_hours_wd, youth_tv_hours_wd, pcg_tv_hours_we","((coalesce(pcg_tv_hours_wd, youth_tv_hours_wd) * 5) + (pcg_tv_hours_we * 2)) / 7","Years 3-9 only. (5 x weekday + 2 x weekend) / 7 from the caregiver items: TV or videos (TV set). Partial: limited to the TV set. NA at Year 15, which has no weekend item.",,
st_game_wd,compatible,"pcg_game_hours_wd, youth_game_hours_wd","coalesce(pcg_game_hours_wd, youth_game_hours_wd)","Hours per weekday playing games: PCG-reported 'video/computer games' at Year 5, youth-reported 'games on computer/tv/device' at Year 15. Not asked at Years 3 or 9. Both items span computer and console play without separating them.",,
st_game_we,compatible,pcg_game_hours_we,pcg_game_hours_we,"Hours per weekend day playing video or computer games, caregiver-reported at Year 5 only.",,
st_game,compatible,"pcg_game_hours_wd, youth_game_hours_wd, pcg_game_hours_we","((coalesce(pcg_game_hours_wd, youth_game_hours_wd) * 5) + (pcg_game_hours_we * 2)) / 7","5:2 weighted mean. Year 5 only, the one wave with both weekday and weekend gaming items.",,
st_game_comp_wd,unavailable,,,No device split; see st_game.,,
st_game_comp_we,unavailable,,,No device split; see st_game.,,
st_game_comp,unavailable,,,No device split; see st_game.,,
st_game_console_wd,unavailable,,,No device split; see st_game.,,
st_game_console_we,unavailable,,,No device split; see st_game.,,
st_game_console,unavailable,,,No device split; see st_game.,,
st_game_handheldconsole_wd,unavailable,,,No device split; see st_game.,,
st_game_handheldconsole_we,unavailable,,,No device split; see st_game.,,
st_game_handheldconsole,unavailable,,,No device split; see st_game.,,
st_game_active_wd,unavailable,,,Not collected.,,
st_game_active_we,unavailable,,,Not collected.,,
st_game_active,unavailable,,,Not collected.,,
st_game_phone_wd,unavailable,,,No device split; see st_game.,,
st_game_phone_we,unavailable,,,No device split; see st_game.,,
st_game_phone,unavailable,,,No device split; see st_game.,,
st_game_tablet_wd,unavailable,,,No device split; see st_game.,,
st_game_tablet_we,unavailable,,,No device split; see st_game.,,
st_game_tablet,unavailable,,,No device split; see st_game.,,
st_comp_nongaming_wd,unavailable,,,No weekday/weekend split.,,
st_comp_nongaming_we,unavailable,,,No weekday/weekend split.,,
st_comp_nongaming,incompatible,pcg_computer_hours,,"Year 9 caregiver computer hours cover any use, gaming included; mapped to st_comp.",,
st_comp_wd,unavailable,,,No weekday/weekend split.,,
st_comp_we,unavailable,,,No weekday/weekend split.,,
st_comp,compatible,"pcg_computer_hours, pcg_has_computer","case_when(as.numeric(pcg_has_computer) %in% 2 ~ 0, .default = pcg_computer_hours)","PCG-reported hours per day the child uses a computer, Year 9 only. Households with no home computer (P5I17) skip the hours item and are scored a structural zero, not missing.",,
st_tablet_wd,unavailable,,,No weekday/weekend split.,,
st_tablet_we,unavailable,,,No weekday/weekend split.,,
st_tablet,incompatible,pcg_youth_internet_tablet,,"Year 15 caregiver report that the youth accesses the internet through an iPad or tablet, yes/no only; no duration.",,
st_phone_wd,unavailable,,,No weekday/weekend split.,,
st_phone_we,unavailable,,,No weekday/weekend split.,,
st_phone,incompatible,pcg_youth_internet_phone,,"Year 15 caregiver report that the youth accesses the internet through a mobile phone, yes/no only; no duration.",,
st_socmedia_wd,partial,youth_ecomm_hours_wd,youth_ecomm_hours_wd,"Year 15 only. Youth hours per weekday 'communicating with friends by email, instant messaging, texting on your phone, or through social media sites, such as Facebook or Twitter' (D36D). Partial: bundles email, messaging and texting with social media.",,
st_socmedia_we,unavailable,,,The Year 15 teen time-use block asks about weekdays only.,,
st_socmedia,incompatible,youth_ecomm_hours_wd,,Year 15 weekday items only; no usual-day value.,,
st_educational_wd,unavailable,,,No primary-respondent item; see the child block.,,
st_educational_we,unavailable,,,See st_educational_wd.,,
st_educational,unavailable,,,See st_educational_wd.,,
st_work_wd,unavailable,,,Not collected.,,
st_work_we,unavailable,,,Not collected.,,
st_work,unavailable,,,Not collected.,,
st_internet_wd,partial,youth_internet_hours_wd,youth_internet_hours_wd,"Year 15 only. Youth hours per weekday visiting websites or shopping on the internet (D36F). Partial: websites or shopping only (residual item); communicating, games and TV asked separately in D36.",,
st_internet_we,unavailable,,,The Year 15 teen time-use block asks about weekdays only.,,
st_internet,incompatible,youth_internet_hours_wd,,Year 15 weekday items only; no usual-day value.,,
st_videochat,unavailable,,,Not collected.,,
st_messaging_wd,incompatible,youth_ecomm_hours_wd,,Year 15 D36D bundles messaging with email and social media; mapped to st_socmedia_wd. Year 9 child chat on the computer is in the child block.,,
st_messaging_we,unavailable,,,No weekend item.,,
st_messaging,incompatible,youth_ecomm_hours_wd,,See st_messaging_wd.,,
st_creating,unavailable,,,Not collected.,,
st_email,incompatible,youth_ecomm_hours_wd,,"Year 15 D36D bundles email with instant messaging, texting and social media; mapped to st_socmedia_wd.",,
st_shopping,incompatible,youth_internet_hours_wd,,Year 15 D36F asks hours visiting websites or shopping online as one number; mapped to st_internet_wd.,,
st_total_school,unavailable,,,No item on use at school.,,
st_educational_school,unavailable,,,No item on use at school.,,
st_comp_school,unavailable,,,No item on use at school.,,
st_tablet_school,unavailable,,,No item on use at school.,,
st_internet_school,unavailable,,,No item on use at school.,,
st_phone_school,unavailable,,,No item on use at school.,,
acc_academachment_selfrated,incompatible,"grade_english, grade_maths, grade_history, grade_science",,"Year 15 self-reported subject letter grades (English, math, history, science), no overall self-rating; the schema sends grades to the grade rows (averaged in acc_academachment_numgrades).",,
acc_academachment_lettergrades,incompatible,"grade_english, grade_maths, grade_history, grade_science",,"Year 15 has four subject letter grades (English, math, history, science), no overall grade; averaged in acc_academachment_numgrades.",,
acc_academachment_stdtest,incompatible,"wj_reading_standard, wj_maths_standard",,"Only WJ reading and maths tests, which the schema sends to acc_literacy_stdtest and acc_numeracy_stdtest; no science or composite test.",,
acc_schoolengage_caresschool,incompatible,"try_best_work, teacher_works_best, selfdesc_worry_doing_well",,"Only try-best items (Year 9 youth K5G1D; teacher T4A8 at Year 5, T5C16 at Year 9) and Year 9 K5G2I (worry about doing well, truth scale): effort or an agreement-type rating, not frequency of caring. K5E1A-D and K6B1A-D are school connectedness.",,
acc_schoolengage_homework,incompatible,"homework_trouble, selfdesc_hard_finish_schoolwork, teacher_not_finish_homework",,"Only difficulty items: Year 15 youth trouble getting homework done (K6B21C), Year 9 child 'it's hard for me to finish my schoolwork' (K5G2H, truth scale) and teacher 'fails to finish homework' (T5B4Z, truth scale, double-barrelled), plus homework hours and parental checking; none measures how often all homework is completed.",,
acc_schoolpressure_self,incompatible,"selfdesc_worry_doing_well, selfdesc_worry_finishing",,"Year 9 self-description items (0 not at all true - 3 very true): worry about doing well in school, worry about finishing my work. Truth-rated worry items, not a direct pressure rating; mapped nowhere (also rejected on mh_worry_self).",,
acc_schoolbelonging_self,compatible,"school_connect_a, school_connect_b, school_happy_freq, school_connect_d, school_happy_agree","case_when(
  wave == ""Year 9"" ~ (as.numeric(school_connect_a) +
    as.numeric(school_connect_b) +
    as.numeric(school_happy_freq) +
    as.numeric(school_connect_d)) /
    4,
  wave == ""Year 15"" ~ ((5 - na_if(as.numeric(school_connect_a), 7)) +
    (5 - na_if(as.numeric(school_connect_b), 7)) +
    (5 - na_if(as.numeric(school_happy_agree), 7)) +
    (5 - na_if(as.numeric(school_connect_d), 7))) /
    4,
  .default = NA_real_
)","Years 9 and 15 only. Connectedness at School scale (PSID-CDS-III), 4 items (part of school, close to people, happy, safe), self-report: Year 9 0-4 past-month frequency; Year 15 1-4 agreement reversed to 1-4 (home-schooled code 7 NA); mean, complete-case. Response format differs by wave (see acc_schoolbelonging_measure): standardise within dataset and wave.",,
acc_schoolbelonging_measure,inferred,wave,"case_when(
  wave ==
    ""Year 9"" ~ ""Connectedness at School scale (PSID-CDS-III), 4 of 4 items, 0-4 item scoring (range 0-4), mean; none reversed; child self-report, past-month frequency (0 not once to 4 every day)"",
  wave ==
    ""Year 15"" ~ ""Connectedness at School scale (PSID-CDS-III), 4 of 4 items, 1-4 item scoring (range 1-4), mean; all 4 items reversed (source 1 strongly agree to 4 strongly disagree); youth self-report, current agreement instead of past-month frequency"",
  .default = NA_character_
)",Describes acc_schoolbelonging_self; Years 9 and 15 only.,,
acc_academachment_numgrades,partial,"grade_english, grade_maths, grade_history, grade_science","(20 -
  (na_if(na_if(as.numeric(grade_english), 5), 7) +
    na_if(na_if(as.numeric(grade_maths), 5), 7) +
    na_if(na_if(as.numeric(grade_history), 5), 7) +
    na_if(na_if(as.numeric(grade_science), 5), 7))) /
  4","Mean of the youth's four self-reported subject grades, Year 15, reversed so higher = better: per-subject score is 5 minus the code (1=A to 4=D or lower), range 1-4. Codes 5 (no grade/pass-fail) and 7 (home-schooled) become NA; NA if any subject is missing, per FFCWS's scoring rule. Partial: coarse four-band self-report averaged across subjects, not a record GPA; standardise within dataset.",,
acc_academachment_teacherrated,partial,"teacher_rating_literacy, teacher_rating_science, teacher_rating_maths","local({
  r <- cbind(as.numeric(teacher_rating_literacy), as.numeric(teacher_rating_science), as.numeric(teacher_rating_maths))
  r <- ifelse(r >= 1 & r <= 5, r, NA_real_)
  recode_values(ceiling(rowMeans(r) - 0.5), 5 ~ ""Very good"", 4 ~ ""Good"", 3 ~ ""Average"", c(1, 2) ~ ""Below average"")
})","Years 5 and 9 only. Teacher rates the child's language and literacy, science and social studies, and mathematical skills against peers, 1 far below to 5 far above average (T4A5-T4A7, T5C13A-C). Mean of the three, complete-case, rounded with ties to the poorer level: 5 Very good, 4 Good, 3 Average, 1-2 Below average. Partial: subject composite.",,
acc_numeracy_stdtest,compatible,"wj_maths_standard, wj_maths_raw",wj_maths_standard,"Year 9 only. WJ-III Applied Problems standard score, in-home assessment (CH5WJ10SS). The tidier sets it to NA where the raw score is 0 (9 rows; WJ-III derived scores are not interpretable at raw 0).",,
acc_literacy_stdtest,compatible,"wj_reading_standard, wj_reading_raw",wj_reading_standard,"Years 5 and 9 only. Woodcock-Johnson standard scores from the in-home assessment: WJ-R Letter-Word Identification at Year 5 (CH4WJSS22), WJ-III Passage Comprehension at Year 9 (CH5WJ9SS). The tidier sets the Year 9 score to NA where the raw score is 0 (7 rows; WJ-III derived scores are not interpretable at raw 0). Different subtests by wave: standardise within dataset and wave.",,
beh_hyper_basc2,unavailable,,,The BASC-2 was not administered.,,
beh_atten_basc2,unavailable,,,The BASC-2 was not administered.,,
beh_atten_self,incompatible,"selfdesc_hard_attention, selfdesc_distracted, selfdesc_hard_finish_schoolwork",,"No self-reported attention scale. Year 9 has three attention items (K5G2D, K5G2F, K5G2H) within Marsh's Self-Description Questionnaire externalising subscale, which also covers arguing and fighting; they are not a published subscale on their own.",,
beh_atten_measure,unavailable,,,See beh_atten_self.,,
beh_selfreg_htks,unavailable,,,The Head-Toes-Knees-Shoulders task was not administered.,,
beh_bullied,incompatible,cbcl_item_bullies,,"CBCL 'cruel, bullies, or shows meanness to others' is a caregiver truth rating (Years 5, 9 and 15), scored in beh_agg_cbcl_parent at Years 5 and 15; no self-reported bullying item.",,
beh_beenbullied,compatible,"bullied_mean, bullied_hit, bullied_took, bullied_excluded","if_else(
  sum_nonmissing(
    na_if(as.numeric(bullied_mean), 7),
    na_if(as.numeric(bullied_hit), 7),
    na_if(as.numeric(bullied_took), 7),
    na_if(as.numeric(bullied_excluded), 7)
  ) >
    0,
  ""TRUE"",
  ""FALSE""
)","Years 9 and 15 only. Self-reported four-item peer-victimisation checklist (picked on or said mean things, hit or threatened, took things, left out): TRUE if any is above never, FALSE if every answered item is never, NA if none is answered. Year 9 past month; Year 15 this school year, kids at school (home-schooled code 7 becomes NA).",,
beh_beenbullied_online,unavailable,,,Not collected.,,
beh_bullied_online,unavailable,,,Not collected.,,
beh_fight,partial,"fist_fight, serious_fight","case_when(
  as.numeric(fist_fight) %in% 1 ~ ""TRUE"",
  as.numeric(fist_fight) %in% 2 ~ ""FALSE"",
  as.numeric(serious_fight) %in% c(2, 3, 4) ~ ""TRUE"",
  as.numeric(serious_fight) %in% 1 ~ ""FALSE"",
  .default = NA_character_
)","Self-reported fighting, Years 9 and 15. Year 9: ever had a fist fight (yes/no); Year 15: times in a serious physical fight (Add Health frequency scale), TRUE for one or more. Partial: different items and windows; Year 9's lifetime frame reads higher than a bounded window.",,
beh_truancy,partial,skipped_school,"recode_values(as.numeric(skipped_school), 1 ~ ""TRUE"", 2 ~ ""FALSE"", default = NA_character_)","Years 9 and 15 only. Year 9 'skipped school without an excuse' (yes/no, no recall period); Year 15 skipped school during the school year (K6B27; home-schooled becomes NA). Partial: no recall period at Year 9.",,
beh_stealing,partial,"ever_stole, ever_took_money_home, shoplifted, stole_over_50, stole_under_50, burgled","if_else(
  sum_nonmissing(
    2 - as.numeric(ever_stole),
    2 - as.numeric(ever_took_money_home),
    as.numeric(shoplifted) - 1,
    as.numeric(stole_over_50) - 1,
    as.numeric(stole_under_50) - 1,
    as.numeric(burgled) - 1
  ) >
    0,
  ""TRUE"",
  ""FALSE""
)","Years 9 and 15 only. Year 9 stolen from a person or store, or taken money at home (yes/no, no recall period); Year 15 shoplifting, theft under or over $50, or burglary, past 12 months. TRUE for any occurrence. Excluded: fare evasion (K5F1P), using a weapon to get something (K6D61I), driving a car without permission (K6D61F). Partial: no recall period at Year 9.",,
beh_vandalism,partial,"ever_damaged_property, ever_graffiti, ever_set_fire, graffiti, damaged_property","if_else(
  sum_nonmissing(
    2 - as.numeric(ever_damaged_property),
    2 - as.numeric(ever_graffiti),
    2 - as.numeric(ever_set_fire),
    as.numeric(graffiti) - 1,
    as.numeric(damaged_property) - 1
  ) >
    0,
  ""TRUE"",
  ""FALSE""
)","Years 9 and 15 only. Year 9 purposely damaged property, wrote or sprayed graffiti, or set fire to a building, car or other property (yes/no, no recall period); Year 15 graffiti or deliberate damage to others' property, past 12 months. TRUE for any occurrence. Partial: no recall period at Year 9.",,
beh_alcohol_self,partial,"teen_alcohol_ever, teen_alcohol_freq30d","case_when(
  as.numeric(teen_alcohol_ever) == 2 ~ ""FALSE"",
  as.numeric(teen_alcohol_ever) == 1 & as.numeric(teen_alcohol_freq30d) == 1 ~ ""FALSE"",
  as.numeric(teen_alcohol_ever) == 1 & as.numeric(teen_alcohol_freq30d) %in% 2:5 ~ ""TRUE"",
  .default = NA_character_
)","Year 15 teen self-report only. Ever item is gated at 'more than two or three times, without a parent present' (undercounts single or parent-supervised drinking); TRUE if any drinking in the past 30 days, FALSE if never in the past 30 days or never past the ever-item threshold.",,
beh_tobacco_self,partial,"teen_tobacco_ever, teen_tobacco_freq30d","case_when(
  as.numeric(teen_tobacco_ever) == 2 ~ ""FALSE"",
  as.numeric(teen_tobacco_ever) == 1 & as.numeric(teen_tobacco_freq30d) == 1 ~ ""FALSE"",
  as.numeric(teen_tobacco_ever) == 1 & as.numeric(teen_tobacco_freq30d) %in% 2:4 ~ ""TRUE"",
  .default = NA_character_
)","Year 15 only. Youth self-report: TRUE if any cigarette smoking in the past 30 days (K6D42), FALSE if none in the past 30 days or never smoked an entire cigarette (K6D40). Partial: the past-month item is asked only of those who have smoked an entire cigarette, so puff-only smokers count FALSE.",,
beh_cannabis_self,compatible,"teen_cannabis_ever, teen_cannabis_freqmonth","case_when(
  as.numeric(teen_cannabis_ever) == 2 ~ ""FALSE"",
  as.numeric(teen_cannabis_ever) == 1 & as.numeric(teen_cannabis_freqmonth) == 1 ~ ""FALSE"",
  as.numeric(teen_cannabis_ever) == 1 & as.numeric(teen_cannabis_freqmonth) %in% 2:4 ~ ""TRUE"",
  .default = NA_character_
)","Year 15 teen self-report only. TRUE if any marijuana use in the past month, FALSE if never tried it or none in the past month.",,
