target_variable,status,source_columns,expression,notes,lookup_table,measure
mh_lonely_self,unavailable,,,Not in the supplied extract.,,
mh_lonely_scale_self,unavailable,,,Not in the supplied extract.,,
mh_lonely_measure,unavailable,,,Not in the supplied extract.,,
mh_sad_self,unavailable,,,Not in the supplied extract.,,
mh_worry_self,unavailable,,,Not in the supplied extract.,,
mh_irritable_self,unavailable,,,Not in the supplied extract.,,
mh_nobodycares_self,unavailable,,,Not in the supplied extract.,,
mh_lifenotworth_self,unavailable,,,Not in the supplied extract.,,
mh_suicide_ideation_self,unavailable,,,Not in the supplied extract.,,
mh_suicide_attempt_self,unavailable,,,Not in the supplied extract.,,
mh_selfharm_self,unavailable,,,Not in the supplied extract.,,
mh_psychsom_hbscscl_self,unavailable,,,HBSC-SCL not administered.,,
mh_psychsom_measure,unavailable,,,See mh_psychsom_hbscscl_self.,,
mh_somatic_self,unavailable,,,Not in the supplied extract.,,
mh_somatic_measure,unavailable,,,See mh_somatic_self.,,
wb_emotsc_basc2,unavailable,,,Not collected.,,
wb_mwb_wemwbs,unavailable,,,Not in the supplied extract.,,
wb_lifesatisfaction_cantrilladder,unavailable,,,Not in the supplied extract.,,
wb_resil_basc2,unavailable,,,Not collected.,,
wb_psychcomplaints_feellow,unavailable,,,HBSC-SCL not administered; see mh_psychsom_hbscscl_self.,,
wb_psychcomplaints_irritable,unavailable,,,HBSC-SCL not administered; see mh_psychsom_hbscscl_self.,,
wb_psychcomplaints_nervous,unavailable,,,HBSC-SCL not administered; see mh_psychsom_hbscscl_self.,,
wb_psychcomplaints_diffsleep,unavailable,,,HBSC-SCL not administered; see mh_psychsom_hbscscl_self.,,
wb_bodyimage,unavailable,,,Not in the supplied extract.,,
wb_lifesat_slss_self,unavailable,,,Not in the supplied extract.,,
wb_lifesat_swls_self,unavailable,,,Not in the supplied extract.,,
wb_lifesat_singleitem_self,unavailable,,,Not in the supplied extract.,,
wb_happiness_singleitem_self,unavailable,,,Not in the supplied extract.,,
wb_domainsat_schoolwork_self,unavailable,,,Not in the supplied extract.,,
wb_domainsat_appearance_self,unavailable,,,Not in the supplied extract.,,
wb_domainsat_family_self,unavailable,,,"Not in the supplied extract; if supplied, map the mean of the answered mother and father relationship-satisfaction items as partial.",,
wb_domainsat_friends_self,unavailable,,,Not in the supplied extract.,,
wb_domainsat_school_self,unavailable,,,Not in the supplied extract.,,
wb_qol_pedsql_self,unavailable,,,Not in the supplied extract.,,
wb_qol_pedsql_parent,unavailable,,,Not collected.,,
wb_qol_kidscreen10_self,unavailable,,,Not in the supplied extract.,,
wb_qol_kidscreen10_parent,unavailable,,,Not collected.,,
wb_selfesteem_rosenberg_self,unavailable,,,Not in the supplied extract.,,
wb_selfesteem_self,unavailable,,,Not in the supplied extract.,,
wb_selfesteem_measure,unavailable,,,See wb_selfesteem_self.,,
wb_selfefficacy_gse_self,unavailable,,,Not in the supplied extract.,,
wb_selfefficacy_self,unavailable,,,Not in the supplied extract.,,
wb_selfefficacy_measure,unavailable,,,See wb_selfefficacy_self.,,
wb_mwb_who5_self,unavailable,,,Not in the supplied extract.,,
wb_happiness_shs_self,unavailable,,,Not in the supplied extract.,,
wb_mwb_swemwbs_self,unavailable,,,Not in the supplied extract.,,
wb_selfratedhealth_self,unavailable,,,Not in the supplied extract.,,
wb_generalhealth_parent,unavailable,,,Not collected.,,
wb_posaffect_self,unavailable,,,Not in the supplied extract.,,
wb_posaffect_measure,unavailable,,,Not in the supplied extract.,,
wb_eudaimonic_self,unavailable,,,Not in the supplied extract.,,
wb_eudaimonic_measure,unavailable,,,Not in the supplied extract.,,
wb_socsupport_family_self,unavailable,,,Not in the supplied extract.,,
wb_socsupport_friends_self,unavailable,,,Not in the supplied extract.,,
wb_socsupport_measure,unavailable,,,See wb_socsupport_family_self and wb_socsupport_friends_self.,,
hlth_sleep_wd,unavailable,,,Not in the supplied extract.,,
hlth_sleep_we,unavailable,,,Not in the supplied extract.,,
hlth_sleep,unavailable,,,Not in the supplied extract.,,
hlth_sleepprob,unavailable,,,Not in the supplied extract.,,
hlth_sleepprob_measure,unavailable,,,See hlth_sleepprob.,,
