target_variable,status,source_columns,expression,notes,lookup_table,measure
ses_household,proximate,"students_2021_C, adolescents_2023_C","coalesce(
  recode_values(students_2021_C, c(1, 2, 3) ~ ""Low"", 4 ~ ""Medium"", c(5, 6, 7) ~ ""High""),
  recode_values(adolescents_2023_C, c(1, 2) ~ ""Low"", 3 ~ ""Medium"", c(4, 5) ~ ""High""),
  ""Unknown""
)","2021 and 2023 only; 2020 not asked (Unknown). Subjective standing cut at its labelled anchors, midpoint = Medium: 2021 family economic standing, 7-point (1 very poor, 4 average, 7 very well off), 1-3 Low, 4 Medium, 5-7 High; 2023 family income level, 5-point (bottom, lower-middle, middle, upper-middle, top tier), 1-2 Low, 3 Medium, 4-5 High. The released 2023 DM7 (top tier only = upper) is not used.",,
ses_household_measure,inferred,wave,"recode_values(
  wave,
  ""2021"" ~ ""Subjective standing: family economic standing (7-point)"",
  ""2023"" ~ ""Subjective standing: family income level (5-point)"",
  default = NA_character_
)","Names the ses_household item by wave (every 2021 and 2023 row); NA in 2020, which has no SES item.",,
ses_hukou,unavailable,,,Hukou not asked.,,
maternal_education,proximate,students_2021_B_2,"coalesce(
  lookup_values(
    as.numeric(students_2021_B_2),
    lookup_maternal_education,
    dataset_id = spec$dataset_id,
    target_variable = ""maternal_education"",
    default = ""Unknown""
  ),
  ""Unknown""
)","2021 only; student report of the mother's highest completed school (B_2) via the shared education lookup: none to high school = Secondary school or less, university (대학교) or graduate school = Bachelor degree or higher, don't know and no parent = Unknown. Proximate: 대학교 also covers junior-college graduates, placed by majority.",maternal_education,
paternal_education,proximate,students_2021_B_1,"coalesce(
  lookup_values(
    as.numeric(students_2021_B_1),
    lookup_maternal_education,
    dataset_id = spec$dataset_id,
    target_variable = ""maternal_education"",
    default = ""Unknown""
  ),
  ""Unknown""
)","2021 only; student report of the father's highest completed school (B_1) via the shared education lookup: none to high school = Secondary school or less, university (대학교) or graduate school = Bachelor degree or higher, don't know and no parent = Unknown. Proximate: 대학교 also covers junior-college graduates, placed by majority.",maternal_education,
parental_education,proximate,"students_2021_B_1, students_2021_B_2","local({
  father <- as.numeric(students_2021_B_1)
  mother <- as.numeric(students_2021_B_2)
  highest <- pmax(if_else(father %in% 1:6, father, NA_real_), if_else(mother %in% 1:6, mother, NA_real_), na.rm = TRUE)
  coalesce(
    lookup_values(
      highest,
      lookup_maternal_education,
      dataset_id = spec$dataset_id,
      target_variable = ""maternal_education"",
      default = ""Unknown""
    ),
    ""Unknown""
  )
})","2021 only; higher of the student-reported father's and mother's highest completed school (B_1, B_2) after dropping don't know and no parent, via the shared education lookup. Proximate: 대학교 (university) also covers junior-college graduates, placed by majority.",maternal_education,
urbanicity,proximate,"students_2021_지역규모, adolescents_2023_DM4","coalesce(
  case_when(
    students_2021_지역규모 == ""특별/광역시"" ~ ""Urban"",
    students_2021_지역규모 == ""중소도시"" ~ ""Suburban"",
    students_2021_지역규모 %in% c(""읍지역"", ""면지역"") ~ ""Rural""
  ),
  recode_values(adolescents_2023_DM4, 1 ~ ""Urban"", 2 ~ ""Suburban"", 3 ~ ""Rural""),
  ""Unknown""
)","2021 and 2023 only; 2020 has province only (Unknown). Korean settlement type: special or metropolitan city (2023 대도시) = Urban, small or medium city = Suburban, eup or myeon = Rural; 2021 is the school's area (sampling stratum), 2023 the student's residence.",,
family_structure,proximate,"students_2021_A_3, students_2021_A_4, adolescents_2023_A, adolescents_2023_A_m2, adolescents_2023_A_m3, adolescents_2023_A_m4, adolescents_2023_A_m5, adolescents_2023_A_m6, adolescents_2023_A_m7","local({
  listed23 <- cbind(
    as.numeric(adolescents_2023_A),
    as.numeric(adolescents_2023_A_m2),
    as.numeric(adolescents_2023_A_m3),
    as.numeric(adolescents_2023_A_m4),
    as.numeric(adolescents_2023_A_m5),
    as.numeric(adolescents_2023_A_m6),
    as.numeric(adolescents_2023_A_m7)
  )
  asked23 <- !is.na(adolescents_2023_A)
  father <- coalesce(students_2021_A_3 == ""3"", if_else(asked23, rowSums(listed23 == 3, na.rm = TRUE) > 0, NA))
  mother <- coalesce(students_2021_A_4 == ""4"", if_else(asked23, rowSums(listed23 == 4, na.rm = TRUE) > 0, NA))
  case_when(
    father & mother ~ ""Two biological/adoptive parents"",
    father | mother ~ ""Single parent"",
    !father & !mother ~ ""Other"",
    .default = ""Unknown""
  )
})","2021 and 2023 only; 2020 not asked (Unknown). Tick-all list of household members (father code 3, mother code 4): both = Two biological/adoptive parents, one = Single parent, neither = Other. Proximate: no step-parent or partner option, and 2021 also counts family living apart for work or school.",,
fam_screenrules,compatible,"students_2020_Q30_1, students_2020_Q30_2, students_2020_Q30_3, students_2020_Q30_4, students_2020_Q30_5, students_2021_Q13_1, students_2021_Q13_2, students_2021_Q13_3, students_2021_Q13_4, students_2021_Q13_5, adolescents_2023_q5, adolescents_2023_q5_m2, adolescents_2023_q5_m3, adolescents_2023_q5_m4","local({
  ticked20 <- cbind(
    as.numeric(students_2020_Q30_1),
    as.numeric(students_2020_Q30_2),
    as.numeric(students_2020_Q30_3),
    as.numeric(students_2020_Q30_4),
    as.numeric(students_2020_Q30_5)
  )
  ticked21 <- cbind(
    students_2021_Q13_1,
    students_2021_Q13_2,
    students_2021_Q13_3,
    students_2021_Q13_4,
    students_2021_Q13_5
  )
  ticked23 <- cbind(
    as.numeric(adolescents_2023_q5),
    as.numeric(adolescents_2023_q5_m2),
    as.numeric(adolescents_2023_q5_m3),
    as.numeric(adolescents_2023_q5_m4)
  )
  rule20 <- if_else(rowSums(!is.na(ticked20)) > 0, !is.na(students_2020_Q30_4), NA)
  rule21 <- if_else(rowSums(!is.na(ticked21) & ticked21 != ""#NULL!"") > 0, students_2021_Q13_4 %in% ""4"", NA)
  rule23 <- if_else(rowSums(!is.na(ticked23)) > 0, rowSums(ticked23 == 4, na.rm = TRUE) > 0, NA)
  as.character(coalesce(rule20, rule21, rule23))
})","Student report, all waves: tick-all list of how parents are involved in the student's internet and smartphone use (2023: computer or smartphone). TRUE if 'my parents set the time I can use the internet or smartphone' is ticked; FALSE if only content options (blocking or monitoring app, sites not to use, privacy advice) or 'none of these' are ticked.",,
fam_bedroomscreen,unavailable,,,Not collected.,,
fam_parentstress,unavailable,,,Not collected.,,
fam_parentstress_measure,unavailable,,,See fam_parentstress.,,
school_grade,compatible,"students_2020_SQ3, students_2020_SQ3_1, students_2021_ck1, students_2021_SQ1a, students_2021_SQ2a, students_2021_SQ3b, adolescents_2023_DQ1_1, adolescents_2023_DQ1_3","local({
  level <- coalesce(as.numeric(students_2020_SQ3), as.numeric(students_2021_ck1), as.numeric(adolescents_2023_DQ1_1))
  year <- coalesce(
    as.numeric(students_2020_SQ3_1),
    recode_values(as.numeric(na_if(students_2021_SQ1a, ""#NULL!"")), 1 ~ 4, 2 ~ 5, 3 ~ 6),
    as.numeric(na_if(students_2021_SQ2a, ""#NULL!"")),
    as.numeric(na_if(students_2021_SQ3b, ""#NULL!"")),
    as.numeric(adolescents_2023_DQ1_3)
  )
  school <- c(""Elementary School"", ""Middle School"", ""High School"")[level]
  ordinal <- c(""1st"", ""2nd"", ""3rd"", ""4th"", ""5th"", ""6th"")[year]
  if_else(is.na(school) | is.na(ordinal), NA_character_, paste(school, ordinal, ""Grade""))
})","Self-reported school level and grade, e.g. 'Middle School 1st Grade'; elementary grades 4-6 only (2021 SQ1a codes 1-3 = grades 4-6). 2021 has one grade column per level, #NULL! on the others.",,
st_measure_type,inferred,wave,"if_else(wave == ""2020"", ""Continuous"", ""Categorical"")",2020 hours-and-minutes entry (Continuous); 2021 and 2023 one banded item (Categorical).,,
st_measure_name,inferred,,"""Custom""",The survey's own items: 2020 weekday and weekend PC and smartphone internet time in hours and minutes; 2021 and 2023 one banded item on average daily internet use.,,
st_responder,inferred,,"""Self""",Self-completion in all three years.,,
st_total_wd,incompatible,"students_2020_Q1_1_1, students_2020_Q1_1_2, students_2020_Q1_2_1, students_2020_Q1_2_2",,Internet time only (2020 computer and smartphone items); mapped to st_internet_wd.,,
st_total_we,incompatible,"students_2020_Q1_3_1, students_2020_Q1_3_2, students_2020_Q1_4_1, students_2020_Q1_4_2",,Internet time only (2020 computer and smartphone items); mapped to st_internet_we.,,
st_total,incompatible,"students_2020_Q1_1_1, students_2020_Q1_1_2, students_2020_Q1_2_1, students_2020_Q1_2_2, students_2020_Q1_3_1, students_2020_Q1_3_2, students_2020_Q1_4_1, students_2020_Q1_4_2, students_2021_Q1, adolescents_2023_q1",,Internet time only (computer and smartphone 2020; single item 2021/2023); mapped to st_internet.,,
st_watch_wd,unavailable,,,No weekday/weekend split.,,
st_watch_we,unavailable,,,No weekday/weekend split.,,
st_watch,incompatible,"students_2020_Q2_1, students_2020_Q2_2, students_2020_Q2_3, students_2021_Q2_1, students_2021_Q2_2, students_2021_Q2_3",,"Only as a ranked internet activity (2020/2021 Q2, top three of six); no duration.",,
st_game_wd,unavailable,,,No weekday/weekend split.,,
st_game_we,unavailable,,,No weekday/weekend split.,,
st_game,incompatible,"students_2020_Q2_1, students_2020_Q2_2, students_2020_Q2_3, students_2021_Q2_1, students_2021_Q2_2, students_2021_Q2_3",,"Only as a ranked internet activity (2020/2021 Q2, top three of six); no duration.",,
st_game_comp_wd,unavailable,,,Not collected.,,
st_game_comp_we,unavailable,,,Not collected.,,
st_game_comp,unavailable,,,Not collected.,,
st_game_console_wd,unavailable,,,Not collected.,,
st_game_console_we,unavailable,,,Not collected.,,
st_game_console,unavailable,,,Not collected.,,
st_game_handheldconsole_wd,unavailable,,,Not collected.,,
st_game_handheldconsole_we,unavailable,,,Not collected.,,
st_game_handheldconsole,unavailable,,,Not collected.,,
st_game_active_wd,unavailable,,,Not collected.,,
st_game_active_we,unavailable,,,Not collected.,,
st_game_active,unavailable,,,Not collected.,,
st_game_phone_wd,unavailable,,,Not collected.,,
st_game_phone_we,unavailable,,,Not collected.,,
st_game_phone,unavailable,,,Not collected.,,
st_game_tablet_wd,unavailable,,,Not collected.,,
st_game_tablet_we,unavailable,,,Not collected.,,
st_game_tablet,unavailable,,,Not collected.,,
st_comp_nongaming_wd,unavailable,,,Not collected.,,
st_comp_nongaming_we,unavailable,,,Not collected.,,
st_comp_nongaming,unavailable,,,Not collected.,,
st_comp_wd,partial,"students_2020_Q1_1_1, students_2020_Q1_1_2",(students_2020_Q1_1_1 * 60 + students_2020_Q1_1_2) / 60,"2020 only; internet use on that device, not all use. See st_comp.",,
st_comp_we,partial,"students_2020_Q1_3_1, students_2020_Q1_3_2",(students_2020_Q1_3_1 * 60 + students_2020_Q1_3_2) / 60,"2020 only; internet use on that device, not all use. See st_comp.",,
st_comp,partial,"students_2020_Q1_1_1, students_2020_Q1_1_2, students_2020_Q1_3_1, students_2020_Q1_3_2","((students_2020_Q1_1_1 * 60 + students_2020_Q1_1_2) /
  60 *
  5 +
  (students_2020_Q1_3_1 * 60 + students_2020_Q1_3_2) / 60 * 2) /
  7","2020 only. Computer internet time, not all computer use; hours + minutes / 60, (5 x wd + 2 x we) / 7. 2021 and 2023 have no device split.",,
st_tablet_wd,unavailable,,,Not collected.,,
st_tablet_we,unavailable,,,Not collected.,,
st_tablet,unavailable,,,Not collected.,,
st_phone_wd,partial,"students_2020_Q1_2_1, students_2020_Q1_2_2",(students_2020_Q1_2_1 * 60 + students_2020_Q1_2_2) / 60,"2020 only; internet use on that device, not all use. See st_phone.",,
st_phone_we,partial,"students_2020_Q1_4_1, students_2020_Q1_4_2",(students_2020_Q1_4_1 * 60 + students_2020_Q1_4_2) / 60,"2020 only; internet use on that device, not all use. See st_phone.",,
st_phone,partial,"students_2020_Q1_2_1, students_2020_Q1_2_2, students_2020_Q1_4_1, students_2020_Q1_4_2","((students_2020_Q1_2_1 * 60 + students_2020_Q1_2_2) /
  60 *
  5 +
  (students_2020_Q1_4_1 * 60 + students_2020_Q1_4_2) / 60 * 2) /
  7","2020 only. Smartphone internet time, not all phone use; hours + minutes / 60, (5 x wd + 2 x we) / 7. 2021 and 2023 have no device split.",,
st_socmedia_wd,unavailable,,,No weekday/weekend split.,,
st_socmedia_we,unavailable,,,No weekday/weekend split.,,
st_socmedia,incompatible,"students_2020_Q2_1, students_2020_Q2_2, students_2020_Q2_3, students_2021_Q2_1, students_2021_Q2_2, students_2021_Q2_3",,"Only as a ranked internet activity (2020/2021 Q2, top three of six); no duration.",,
st_educational_wd,unavailable,,,No weekday/weekend split.,,
st_educational_we,unavailable,,,No weekday/weekend split.,,
st_educational,incompatible,"students_2020_Q2_1, students_2020_Q2_2, students_2020_Q2_3, students_2021_Q2_1, students_2021_Q2_2, students_2021_Q2_3",,"Only as a ranked internet activity (2020/2021 Q2, top three of six); no duration.",,
st_work_wd,unavailable,,,Not collected.,,
st_work_we,unavailable,,,Not collected.,,
st_work,unavailable,,,Not collected.,,
st_internet_wd,partial,"students_2020_Q1_1_1, students_2020_Q1_1_2, students_2020_Q1_2_1, students_2020_Q1_2_2",(students_2020_Q1_1_1 * 60 + students_2020_Q1_1_2) / 60 + (students_2020_Q1_2_1 * 60 + students_2020_Q1_2_2) / 60,"2020 only: Sum of PC, smartphone weekday internet time (DR-0002 device parts, both asked of everyone), hours + minutes / 60; tablets not asked.",,
st_internet_we,partial,"students_2020_Q1_3_1, students_2020_Q1_3_2, students_2020_Q1_4_1, students_2020_Q1_4_2",(students_2020_Q1_3_1 * 60 + students_2020_Q1_3_2) / 60 + (students_2020_Q1_4_1 * 60 + students_2020_Q1_4_2) / 60,"2020 only: Sum of PC, smartphone weekend internet time (DR-0002 device parts, both asked of everyone), hours + minutes / 60; tablets not asked.",,
st_internet,partial,"students_2020_Q1_1_1, students_2020_Q1_1_2, students_2020_Q1_2_1, students_2020_Q1_2_2, students_2020_Q1_3_1, students_2020_Q1_3_2, students_2020_Q1_4_1, students_2020_Q1_4_2, students_2021_Q1, adolescents_2023_q1","coalesce(
  (((students_2020_Q1_1_1 * 60 + students_2020_Q1_1_2) / 60 + (students_2020_Q1_2_1 * 60 + students_2020_Q1_2_2) / 60) *
    5 +
    ((students_2020_Q1_3_1 * 60 + students_2020_Q1_3_2) /
      60 +
      (students_2020_Q1_4_1 * 60 + students_2020_Q1_4_2) / 60) *
      2) /
    7,
  recode_values(students_2021_Q1, 1 ~ 0.5, 2 ~ 1.5, 3 ~ 2.5, 4 ~ 3.5, 5 ~ 4.5, 6 ~ 5),
  recode_values(adolescents_2023_q1, 1 ~ 0.5, 2 ~ 1.5, 3 ~ 2.5, 4 ~ 4, 5 ~ 5)
)","2020 rows: Sum of PC, smartphone internet time (DR-0002; both asked of everyone, so '+'), hours + minutes / 60, (5 x wd + 2 x we) / 7; partial because tablets were not asked. 2021 and 2023: one all-device item on average daily internet use over the past year, band midpoints (under 1 hour = 0.5; 2023 3-5 hours = 4), top band '5 hours or more' = 5.",,
st_videochat,incompatible,"students_2020_Q3, students_2021_Q3",,"Only the preferred (2020) or most-used (2021) way of contacting friends (Q3, with a video-call option); no duration.",,
st_messaging_wd,unavailable,,,No weekday/weekend split.,,
st_messaging_we,unavailable,,,No weekday/weekend split.,,
st_messaging,incompatible,"students_2020_Q3, students_2021_Q3",,"Only the preferred (2020) or most-used (2021) way of contacting friends (Q3, with a video-call option); no duration.",,
st_creating,unavailable,,,Not collected.,,
st_email,unavailable,,,Not collected.,,
st_shopping,incompatible,"students_2020_Q2_1, students_2020_Q2_2, students_2020_Q2_3, students_2021_Q2_1, students_2021_Q2_2, students_2021_Q2_3",,"Only as a ranked internet activity (2020/2021 Q2, top three of six); no duration.",,
st_total_school,unavailable,,,No item on use at school.,,
st_educational_school,unavailable,,,No item on use at school.,,
st_comp_school,unavailable,,,No item on use at school.,,
st_tablet_school,unavailable,,,No item on use at school.,,
st_internet_school,unavailable,,,No item on use at school.,,
st_phone_school,unavailable,,,No item on use at school.,,
acc_academachment_selfrated,proximate,"students_2021_D, adolescents_2023_B","coalesce(
  recode_values(as.numeric(students_2021_D), 5 ~ ""Very good"", 4 ~ ""Good"", 3 ~ ""Average"", c(1, 2) ~ ""Below average""),
  recode_values(as.numeric(adolescents_2023_B), 5 ~ ""Very good"", 4 ~ ""Good"", 3 ~ ""Average"", c(1, 2) ~ ""Below average"")
)","2021 and 2023 only. Self-rated class standing, 5 points both years (2021 very poor to very good; 2023 bottom to top tier), five-level collapse: top = Very good, second = Good, middle = Average, two lowest = Below average.",,
acc_academachment_lettergrades,unavailable,,,Not collected.,,
acc_academachment_stdtest,unavailable,,,Not collected.,,
acc_schoolengage_caresschool,unavailable,,,Not collected.,,
acc_schoolengage_homework,unavailable,,,Not collected.,,
acc_schoolpressure_self,unavailable,,,Not collected.,,
acc_schoolbelonging_self,unavailable,,,Not collected.,,
acc_schoolbelonging_measure,unavailable,,,See acc_schoolbelonging_self.,,
acc_academachment_numgrades,unavailable,,,Not collected.,,
acc_academachment_teacherrated,unavailable,,,Not collected.,,
acc_numeracy_stdtest,unavailable,,,Not collected.,,
acc_literacy_stdtest,unavailable,,,Not collected.,,
beh_hyper_basc2,unavailable,,,Not collected.,,
beh_atten_basc2,unavailable,,,Not collected.,,
beh_atten_self,unavailable,,,Not collected.,,
beh_atten_measure,unavailable,,,See beh_atten_self.,,
beh_selfreg_htks,unavailable,,,Not collected.,,
beh_bullied,incompatible,"students_2020_Q19_1, students_2020_Q19_2, students_2020_Q19_3, students_2020_Q19_4, students_2020_Q19_5, students_2020_Q19_6, students_2020_Q19_7, students_2020_Q19_8, students_2021_Q9a_1, students_2021_Q9a_2, students_2021_Q9a_3, students_2021_Q9a_4, students_2021_Q9a_5, students_2021_Q9a_6, students_2021_Q9a_7, students_2021_Q9a_8, adolescents_2023_q9, adolescents_2023_q9_n2, adolescents_2023_q9_n3, adolescents_2023_q9_n4, adolescents_2023_q9_n5, adolescents_2023_q9_n6, adolescents_2023_q9_n7, adolescents_2023_q9_n8",,Online bullying only; mapped to beh_bullied_online.,,
beh_beenbullied,incompatible,"students_2020_Q11_1, students_2020_Q11_2, students_2020_Q11_3, students_2020_Q11_4, students_2020_Q11_5, students_2020_Q11_6, students_2020_Q11_7, students_2020_Q11_8, students_2021_Q8a_1, students_2021_Q8a_2, students_2021_Q8a_3, students_2021_Q8a_4, students_2021_Q8a_5, students_2021_Q8a_6, students_2021_Q8a_7, students_2021_Q8a_8, adolescents_2023_q8, adolescents_2023_q8_n2, adolescents_2023_q8_n3, adolescents_2023_q8_n4, adolescents_2023_q8_n5, adolescents_2023_q8_n6, adolescents_2023_q8_n7, adolescents_2023_q8_n8",,Online bullying only; mapped to beh_beenbullied_online.,,
beh_beenbullied_online,compatible,"students_2020_Q11_1, students_2020_Q11_2, students_2020_Q11_3, students_2020_Q11_4, students_2020_Q11_5, students_2020_Q11_6, students_2020_Q11_7, students_2020_Q11_8, students_2021_Q8a_1, students_2021_Q8a_2, students_2021_Q8a_3, students_2021_Q8a_4, students_2021_Q8a_5, students_2021_Q8a_6, students_2021_Q8a_7, students_2021_Q8a_8, adolescents_2023_q8, adolescents_2023_q8_n2, adolescents_2023_q8_n3, adolescents_2023_q8_n4, adolescents_2023_q8_n5, adolescents_2023_q8_n6, adolescents_2023_q8_n7, adolescents_2023_q8_n8","coalesce(
  as.character(
    pmax(
      students_2020_Q11_1,
      students_2020_Q11_2,
      students_2020_Q11_3,
      students_2020_Q11_4,
      students_2020_Q11_5,
      students_2020_Q11_6,
      students_2020_Q11_7,
      students_2020_Q11_8,
      na.rm = TRUE
    ) >
      1
  ),
  as.character(
    pmin(
      students_2021_Q8a_1,
      students_2021_Q8a_2,
      students_2021_Q8a_3,
      students_2021_Q8a_4,
      students_2021_Q8a_5,
      students_2021_Q8a_6,
      students_2021_Q8a_7,
      students_2021_Q8a_8,
      na.rm = TRUE
    ) <
      9
  ),
  as.character(
    pmin(
      adolescents_2023_q8,
      adolescents_2023_q8_n2,
      adolescents_2023_q8_n3,
      adolescents_2023_q8_n4,
      adolescents_2023_q8_n5,
      adolescents_2023_q8_n6,
      adolescents_2023_q8_n7,
      adolescents_2023_q8_n8,
      na.rm = TRUE
    ) <
      9
  )
)","Eight online acts, same in all years (verbal abuse, false rumours, unwanted repeated messages or visits, unwanted sexual content, spreading personal details, trapping or excluding in chats, extortion of game money, data or items, coercion); TRUE if any answered item is above never (2020 code 1, 2021/2023 code 9). Recall: 2020 past 6 months ('cyber violence'), 2021 Sep 2020-Aug 2021 (framed as 괴롭힘, bullying), 2023 not printed (lowest option once or twice a year).",,
beh_bullied_online,compatible,"students_2020_Q19_1, students_2020_Q19_2, students_2020_Q19_3, students_2020_Q19_4, students_2020_Q19_5, students_2020_Q19_6, students_2020_Q19_7, students_2020_Q19_8, students_2021_Q9a_1, students_2021_Q9a_2, students_2021_Q9a_3, students_2021_Q9a_4, students_2021_Q9a_5, students_2021_Q9a_6, students_2021_Q9a_7, students_2021_Q9a_8, adolescents_2023_q9, adolescents_2023_q9_n2, adolescents_2023_q9_n3, adolescents_2023_q9_n4, adolescents_2023_q9_n5, adolescents_2023_q9_n6, adolescents_2023_q9_n7, adolescents_2023_q9_n8","coalesce(
  as.character(
    pmax(
      students_2020_Q19_1,
      students_2020_Q19_2,
      students_2020_Q19_3,
      students_2020_Q19_4,
      students_2020_Q19_5,
      students_2020_Q19_6,
      students_2020_Q19_7,
      students_2020_Q19_8,
      na.rm = TRUE
    ) >
      1
  ),
  as.character(
    pmin(
      students_2021_Q9a_1,
      students_2021_Q9a_2,
      students_2021_Q9a_3,
      students_2021_Q9a_4,
      students_2021_Q9a_5,
      students_2021_Q9a_6,
      students_2021_Q9a_7,
      students_2021_Q9a_8,
      na.rm = TRUE
    ) <
      9
  ),
  as.character(
    pmin(
      adolescents_2023_q9,
      adolescents_2023_q9_n2,
      adolescents_2023_q9_n3,
      adolescents_2023_q9_n4,
      adolescents_2023_q9_n5,
      adolescents_2023_q9_n6,
      adolescents_2023_q9_n7,
      adolescents_2023_q9_n8,
      na.rm = TRUE
    ) <
      9
  )
)","The same eight online acts with the student as actor (2021 framed as 'the following behaviours'); TRUE if any answered item is above never (2020 code 1, 2021/2023 code 9). Recall: 2020 past 6 months, 2021 Sep 2020-Aug 2021, 2023 not printed (lowest option once or twice a year).",,
beh_fight,unavailable,,,Not collected.,,
beh_truancy,unavailable,,,Not collected.,,
beh_stealing,incompatible,"students_2020_Q19_7, students_2021_Q9a_7, adolescents_2023_q9_n7",,"Online extortion of game money, data or items only; schema excludes this.",,
beh_vandalism,unavailable,,,Not collected.,,
beh_alcohol_self,unavailable,,,Not collected.,,
beh_tobacco_self,unavailable,,,Not collected.,,
beh_cannabis_self,unavailable,,,Not collected.,,
beh_conduct_sdq_parent,unavailable,,,Not collected.,,
beh_hyper_sdq_parent,unavailable,,,Not collected.,,
beh_peerprob_sdq_parent,unavailable,,,Not collected.,,
beh_prosocial_sdq_parent,unavailable,,,Not collected.,,
beh_aggphys_bpaq_self,unavailable,,,Not collected.,,
beh_aggverb_bpaq_self,unavailable,,,Not collected.,,
beh_agganger_bpaq_self,unavailable,,,Not collected.,,
beh_agghostility_bpaq_self,unavailable,,,Not collected.,,
beh_agg_self,unavailable,,,Not collected.,,
beh_agg_measure,unavailable,,,See beh_agg_self.,,
beh_argues,unavailable,,,Not collected.,,
beh_persistence_finishwork,unavailable,,,Not collected.,,
beh_emotreg_stayscalm,unavailable,,,Not collected.,,
beh_peerprob_makefriends,incompatible,"students_2020_Q18_1, students_2021_Q8_9_1, adolescents_2023_q8_9_n2",,Victims only: found it hard to meet or make friends after cyberbullying (agreement).,,
beh_conduct_diagnosed,unavailable,,,Not collected.,,
beh_conduct_diagnosed_severity,unavailable,,,Not collected.,,
beh_conduct_sdq_self,unavailable,,,Not collected.,,
beh_hyper_sdq_self,unavailable,,,Not collected.,,
beh_peerprob_sdq_self,unavailable,,,Not collected.,,
beh_prosocial_sdq_self,unavailable,,,Not collected.,,
beh_conduct_sdq_teacher,unavailable,,,Not collected.,,
beh_hyper_sdq_teacher,unavailable,,,Not collected.,,
beh_peerprob_sdq_teacher,unavailable,,,Not collected.,,
beh_prosocial_sdq_teacher,unavailable,,,Not collected.,,
beh_ext_sdq_parent,unavailable,,,Not collected.,,
beh_ext_sdq_self,unavailable,,,Not collected.,,
beh_ext_sdq_teacher,unavailable,,,Not collected.,,
beh_agg_cbcl_parent,unavailable,,,Not collected.,,
beh_atten_cbcl_parent,unavailable,,,Not collected.,,
beh_rulebreak_cbcl_parent,unavailable,,,Not collected.,,
beh_ext_cbcl_parent,unavailable,,,Not collected.,,
beh_cbcl_measure,unavailable,,,Not collected.,,
beh_prosocial_online_self,incompatible,"students_2020_Q10_1, students_2020_Q10_2, students_2020_Q10_3, students_2020_Q10_4, students_2020_Q10_5, students_2021_Q7_2_1, students_2021_Q7_2_2, students_2021_Q7_2_3, students_2021_Q7_2_4, students_2021_Q7_2_5, students_2021_Q7_2_6, adolescents_2023_q7_2, adolescents_2023_q7_2_m2, adolescents_2023_q7_2_m3, adolescents_2023_q7_2_m4, adolescents_2023_q7_2_m5, adolescents_2023_q7_2_m6",,"Witnesses of cyberbullying only: tick-all responses (asked the bully to stop, comforted the victim, reported it); not a scale.",,
beh_prosocial_online_measure,unavailable,,,See beh_prosocial_online_self.,,
beh_problematicuse_self,partial,"students_2020_Q4_1, students_2020_Q4_2, students_2020_Q4_3",as.numeric(students_2020_Q4_1) + as.numeric(students_2020_Q4_2) + as.numeric(students_2020_Q4_3),"2020 only. Student report: three 'virtual relationship dependence' items (people met online treat me better, recognise me more, and are easier to understand than people offline), 4-point agreement scored 1-4, complete-case sum (range 3-12). Partial: covers only preference for online relationships, with no compulsive-use, withdrawal or interference items.",,
