target_variable,status,source_columns,expression,notes,lookup_table,measure
ses_household_measure,inferred,,"""Composite SES index: PISA ESCS""","PISA index of economic, social and cultural status: parental education, parental occupation and home possessions; every cycle.",,
ses_hukou,unavailable,,,Hukou not asked; the mainland-China samples cannot be classified.,,
maternal_education,proximate,"MISCED_isced97, MISCED_isced11","coalesce(
  lookup_values(
    coalesce(
      recode_values(
        as.numeric(MISCED_isced97),
        0 ~ ""ISCED-97 none"",
        1 ~ ""ISCED-97 level 1"",
        2 ~ ""ISCED-97 level 2"",
        3 ~ ""ISCED-97 level 3B or 3C"",
        4 ~ ""ISCED-97 level 3A or 4"",
        5 ~ ""ISCED-97 level 5B"",
        6 ~ ""ISCED-97 level 5A or 6""
      ),
      recode_values(
        as.numeric(MISCED_isced11),
        1 ~ ""ISCED-2011 below level 1"",
        2 ~ ""ISCED-2011 level 1"",
        3 ~ ""ISCED-2011 level 2"",
        4 ~ ""ISCED-2011 level 3.3"",
        5 ~ ""ISCED-2011 level 3.4"",
        6 ~ ""ISCED-2011 level 4"",
        7 ~ ""ISCED-2011 level 5"",
        8 ~ ""ISCED-2011 level 6"",
        9 ~ ""ISCED-2011 level 7"",
        10 ~ ""ISCED-2011 level 8""
      )
    ),
    lookup_maternal_education,
    dataset_id = spec$dataset_id,
    target_variable = ""maternal_education"",
    default = ""Unknown""
  ),
  ""Unknown""
)","OECD index of the mother's education from the student's report: ISCED-97 in 2015/2018, ISCED-2011 in 2022; 2025 releases only the highest-parent index (Unknown here). ISCED 4 sits in Secondary for 2015/2018 (one ISCED-97 code, '3A or 4', mostly 3A; proximate) but in Post-secondary for 2022 (ISCED-2011 level 4). Shared education lookup.",maternal_education,
paternal_education,proximate,"FISCED_isced97, FISCED_isced11","coalesce(
  lookup_values(
    coalesce(
      recode_values(
        as.numeric(FISCED_isced97),
        0 ~ ""ISCED-97 none"",
        1 ~ ""ISCED-97 level 1"",
        2 ~ ""ISCED-97 level 2"",
        3 ~ ""ISCED-97 level 3B or 3C"",
        4 ~ ""ISCED-97 level 3A or 4"",
        5 ~ ""ISCED-97 level 5B"",
        6 ~ ""ISCED-97 level 5A or 6""
      ),
      recode_values(
        as.numeric(FISCED_isced11),
        1 ~ ""ISCED-2011 below level 1"",
        2 ~ ""ISCED-2011 level 1"",
        3 ~ ""ISCED-2011 level 2"",
        4 ~ ""ISCED-2011 level 3.3"",
        5 ~ ""ISCED-2011 level 3.4"",
        6 ~ ""ISCED-2011 level 4"",
        7 ~ ""ISCED-2011 level 5"",
        8 ~ ""ISCED-2011 level 6"",
        9 ~ ""ISCED-2011 level 7"",
        10 ~ ""ISCED-2011 level 8""
      )
    ),
    lookup_maternal_education,
    dataset_id = spec$dataset_id,
    target_variable = ""maternal_education"",
    default = ""Unknown""
  ),
  ""Unknown""
)","OECD index of the father's education from the student's report, mapped as maternal_education through the shared education lookup (ISCED 4 in Secondary for 2015/2018, Post-secondary for 2022; proximate). 2025 releases only the highest-parent index (Unknown here).",maternal_education,
parental_education,proximate,"HISCED_isced97, HISCED_isced11, HISCED_2025","coalesce(
  lookup_values(
    coalesce(
      recode_values(
        as.numeric(HISCED_isced97),
        0 ~ ""ISCED-97 none"",
        1 ~ ""ISCED-97 level 1"",
        2 ~ ""ISCED-97 level 2"",
        3 ~ ""ISCED-97 level 3B or 3C"",
        4 ~ ""ISCED-97 level 3A or 4"",
        5 ~ ""ISCED-97 level 5B"",
        6 ~ ""ISCED-97 level 5A or 6""
      ),
      recode_values(
        as.numeric(HISCED_isced11),
        1 ~ ""ISCED-2011 below level 1"",
        2 ~ ""ISCED-2011 level 1"",
        3 ~ ""ISCED-2011 level 2"",
        4 ~ ""ISCED-2011 level 3.3"",
        5 ~ ""ISCED-2011 level 3.4"",
        6 ~ ""ISCED-2011 level 4"",
        7 ~ ""ISCED-2011 level 5"",
        8 ~ ""ISCED-2011 level 6"",
        9 ~ ""ISCED-2011 level 7"",
        10 ~ ""ISCED-2011 level 8""
      ),
      recode_values(
        as.numeric(HISCED_2025),
        1 ~ ""ISCED-2011 below level 2"",
        2 ~ ""ISCED-2011 level 2"",
        3 ~ ""ISCED-2011 level 3.3"",
        4 ~ ""ISCED-2011 level 3.4"",
        5 ~ ""ISCED-2011 level 4"",
        6 ~ ""ISCED-2011 level 5"",
        7 ~ ""ISCED-2011 level 6"",
        8 ~ ""ISCED-2011 level 7"",
        9 ~ ""ISCED-2011 level 8""
      )
    ),
    lookup_maternal_education,
    dataset_id = spec$dataset_id,
    target_variable = ""maternal_education"",
    default = ""Unknown""
  ),
  ""Unknown""
)","OECD highest-parent index HISCED, the study's own highest-parent variable, through the shared education lookup: ISCED-97 in 2015/2018, ISCED-2011 in 2022 and 2025 (2025 renumbers the codes; recoded per cycle). ISCED 4 sits in Secondary for 2015/2018 (ISCED-97 '3A or 4') but in Post-secondary from 2022; proximate.",maternal_education,
urbanicity,proximate,SC001Q01TA,"recode_values(as.numeric(SC001Q01TA), 1 ~ ""Rural"", c(2, 3) ~ ""Suburban"", c(4, 5, 6) ~ ""Urban"", default = ""Unknown"")","Principal's report of the school community's size: village (under 3,000) Rural; small town (3,000-15,000) and town (15,000-100,000) Suburban; city (100,000+), large city and, from 2022, megacity Urban. School location and size bands stand in for residence (proximate).",,
family_structure,incompatible,ST403Q01DA,,"Only a 2025 count of parents or guardians (ST403Q01DA); it cannot separate biological, step and other parents.",,
fam_screenrules,compatible,PA202Q01DA,"case_when(as.numeric(PA202Q01DA) == 1 ~ TRUE, as.numeric(PA202Q01DA) == 2 ~ FALSE, .default = NA)","2025 only, optional parent questionnaire, parent report: 'I define rules about how long or when my child is allowed to use <digital resources>' (PA202Q01DA), yes/no; all digital devices.",,
fam_bedroomscreen,unavailable,,,Not collected.,,
fam_parentstress,unavailable,,,Not collected.,,
fam_parentstress_measure,unavailable,,,See fam_parentstress.,,
school_grade,compatible,ST001D01T,"recode_values(
  as.numeric(ST001D01T),
  7 ~ ""Grade 7"",
  8 ~ ""Grade 8"",
  9 ~ ""Grade 9"",
  10 ~ ""Grade 10"",
  11 ~ ""Grade 11"",
  12 ~ ""Grade 12"",
  13 ~ ""Grade 13"",
  96 ~ ""Ungraded"",
  default = NA_character_
)",International grade; invalid and missing codes become NA.,,
st_measure_type,inferred,,"""Categorical""",Duration bands in every cycle.,,
st_measure_name,inferred,,"""Custom""",Items written for PISA: ICT familiarity questionnaire internet-time items IC005-IC007 (2015/2018); ST326 digital-resource hours and ICT questionnaire leisure items IC177/IC178 (2022/2025).,,
st_responder,inferred,,"""Self""",The student self-completes the student and ICT familiarity questionnaires.,,
st_total_wd,partial,"ST326Q01JA, ST326Q02JA, ST326Q04JA, ST326Q05JA","sum_nonmissing(
  recode_values(as.numeric(ST326Q01JA), 1 ~ 0, 2 ~ 0.5, 3 ~ 1.5, 4 ~ 2.5, 5 ~ 3.5, 6 ~ 4.5, 7 ~ 5.5, 8 ~ 6.5, 9 ~ 7),
  recode_values(as.numeric(ST326Q02JA), 1 ~ 0, 2 ~ 0.5, 3 ~ 1.5, 4 ~ 2.5, 5 ~ 3.5, 6 ~ 4.5, 7 ~ 5.5, 8 ~ 6.5, 9 ~ 7),
  recode_values(as.numeric(ST326Q04JA), 1 ~ 0, 2 ~ 0.5, 3 ~ 1.5, 4 ~ 2.5, 5 ~ 3.5, 6 ~ 4.5, 7 ~ 5.5, 8 ~ 6.5, 9 ~ 7),
  recode_values(as.numeric(ST326Q05JA), 1 ~ 0, 2 ~ 0.5, 3 ~ 1.5, 4 ~ 2.5, 5 ~ 3.5, 6 ~ 4.5, 7 ~ 5.5, 8 ~ 6.5, 9 ~ 7)
)","2022/2025: ST326 hours on digital resources on a school day, the OECD's split of one digital-device item by purpose (learning, leisure) and place (at school, before or after school); sum of the 4 parts, unanswered parts 0 as the OECD scores them. Band midpoints; top band 'more than 7 hours' = 7 (OECD uses 7.5, so published PISA figures differ). Digital devices only, TV excluded (partial). Sums above 24 h kept for the preregistered implausible-value exclusion.",,
st_total_we,partial,"ST326Q03JA, ST326Q06JA","sum_nonmissing(
  recode_values(as.numeric(ST326Q03JA), 1 ~ 0, 2 ~ 0.5, 3 ~ 1.5, 4 ~ 2.5, 5 ~ 3.5, 6 ~ 4.5, 7 ~ 5.5, 8 ~ 6.5, 9 ~ 7),
  recode_values(as.numeric(ST326Q06JA), 1 ~ 0, 2 ~ 0.5, 3 ~ 1.5, 4 ~ 2.5, 5 ~ 3.5, 6 ~ 4.5, 7 ~ 5.5, 8 ~ 6.5, 9 ~ 7)
)",2022/2025: ST326 learning plus leisure hours on a weekend day (2 parts); rules and top band (7) as st_total_wd.,,
st_total,partial,"ST326Q01JA, ST326Q02JA, ST326Q03JA, ST326Q04JA, ST326Q05JA, ST326Q06JA","((sum_nonmissing(
  recode_values(as.numeric(ST326Q01JA), 1 ~ 0, 2 ~ 0.5, 3 ~ 1.5, 4 ~ 2.5, 5 ~ 3.5, 6 ~ 4.5, 7 ~ 5.5, 8 ~ 6.5, 9 ~ 7),
  recode_values(as.numeric(ST326Q02JA), 1 ~ 0, 2 ~ 0.5, 3 ~ 1.5, 4 ~ 2.5, 5 ~ 3.5, 6 ~ 4.5, 7 ~ 5.5, 8 ~ 6.5, 9 ~ 7),
  recode_values(as.numeric(ST326Q04JA), 1 ~ 0, 2 ~ 0.5, 3 ~ 1.5, 4 ~ 2.5, 5 ~ 3.5, 6 ~ 4.5, 7 ~ 5.5, 8 ~ 6.5, 9 ~ 7),
  recode_values(as.numeric(ST326Q05JA), 1 ~ 0, 2 ~ 0.5, 3 ~ 1.5, 4 ~ 2.5, 5 ~ 3.5, 6 ~ 4.5, 7 ~ 5.5, 8 ~ 6.5, 9 ~ 7)
)) *
  5 +
  (sum_nonmissing(
    recode_values(as.numeric(ST326Q03JA), 1 ~ 0, 2 ~ 0.5, 3 ~ 1.5, 4 ~ 2.5, 5 ~ 3.5, 6 ~ 4.5, 7 ~ 5.5, 8 ~ 6.5, 9 ~ 7),
    recode_values(as.numeric(ST326Q06JA), 1 ~ 0, 2 ~ 0.5, 3 ~ 1.5, 4 ~ 2.5, 5 ~ 3.5, 6 ~ 4.5, 7 ~ 5.5, 8 ~ 6.5, 9 ~ 7)
  )) *
    2) /
  7","5:2 mean of st_total_wd and st_total_we; rules and top band (7) as st_total_wd, no cap.",,
st_watch_wd,incompatible,IC177Q03JA,,"Videos bundled with news, podcasts and music in browsing the Internet for fun (IC177Q03JA, 2022/2025); mapped nowhere.",,
st_watch_we,incompatible,IC178Q03JA,,"Videos bundled with news, podcasts and music in browsing the Internet for fun (IC178Q03JA, 2022/2025); mapped nowhere.",,
st_watch,incompatible,"IC177Q03JA, IC178Q03JA",,"Videos bundled with news, podcasts and music in browsing the Internet for fun (IC177Q03JA, IC178Q03JA, 2022/2025); mapped nowhere.",,
st_game_wd,compatible,IC177Q01JA,"recode_values(as.numeric(IC177Q01JA), 1 ~ 0, 2 ~ 0.5, 3 ~ 2, 4 ~ 4, 5 ~ 6, 6 ~ 7)","2022/2025 ICT questionnaire: video games on a smartphone, console or online platform, typical weekday (IC177Q01JA). Band midpoints; 'between 1 and 3 hours' = 2; top band 'more than 7 hours' = 7.",,
st_game_we,compatible,IC178Q01JA,"recode_values(as.numeric(IC178Q01JA), 1 ~ 0, 2 ~ 0.5, 3 ~ 2, 4 ~ 4, 5 ~ 6, 6 ~ 7)",Same item for a typical weekend day (IC178Q01JA); bands as st_game_wd (top band 7).,,
st_game,compatible,"IC177Q01JA, IC178Q01JA","((recode_values(as.numeric(IC177Q01JA), 1 ~ 0, 2 ~ 0.5, 3 ~ 2, 4 ~ 4, 5 ~ 6, 6 ~ 7)) *
  5 +
  (recode_values(as.numeric(IC178Q01JA), 1 ~ 0, 2 ~ 0.5, 3 ~ 2, 4 ~ 4, 5 ~ 6, 6 ~ 7)) * 2) /
  7",5:2 mean of st_game_wd and st_game_we.,,
st_game_comp_wd,unavailable,,,No device split; see st_game.,,
st_game_comp_we,unavailable,,,No device split; see st_game.,,
st_game_comp,unavailable,,,No device split; see st_game.,,
st_game_console_wd,unavailable,,,No device split; see st_game.,,
st_game_console_we,unavailable,,,No device split; see st_game.,,
st_game_console,unavailable,,,No device split; see st_game.,,
st_game_handheldconsole_wd,unavailable,,,No device split; see st_game.,,
st_game_handheldconsole_we,unavailable,,,No device split; see st_game.,,
st_game_handheldconsole,unavailable,,,No device split; see st_game.,,
st_game_active_wd,unavailable,,,No device split; see st_game.,,
st_game_active_we,unavailable,,,No device split; see st_game.,,
st_game_active,unavailable,,,No device split; see st_game.,,
st_game_phone_wd,unavailable,,,No device split; see st_game.,,
st_game_phone_we,unavailable,,,No device split; see st_game.,,
st_game_phone,unavailable,,,No device split; see st_game.,,
st_game_tablet_wd,unavailable,,,No device split; see st_game.,,
st_game_tablet_we,unavailable,,,No device split; see st_game.,,
st_game_tablet,unavailable,,,No device split; see st_game.,,
st_comp_nongaming_wd,unavailable,,,Not collected.,,
st_comp_nongaming_we,unavailable,,,Not collected.,,
st_comp_nongaming,unavailable,,,Not collected.,,
st_comp_wd,unavailable,,,No weekday/weekend split.,,
st_comp_we,unavailable,,,No weekday/weekend split.,,
st_comp,incompatible,"IC170Q01JA, IC171Q01JA",,"Frequency of use by device only: desktop or laptop at and outside school (IC170Q01JA, IC171Q01JA, 2022/2025); no duration.",,
st_tablet_wd,unavailable,,,No weekday/weekend split.,,
st_tablet_we,unavailable,,,No weekday/weekend split.,,
st_tablet,incompatible,"IC170Q03JA, IC171Q03JA",,"Frequency of use by device only: tablet or e-book reader at and outside school (IC170Q03JA, IC171Q03JA, 2022/2025); no duration.",,
st_phone_wd,unavailable,,,No weekday/weekend split.,,
st_phone_we,unavailable,,,No weekday/weekend split.,,
st_phone,incompatible,"IC170Q02JA, IC171Q02JA",,"Frequency of use by device only: smartphone at and outside school (IC170Q02JA, IC171Q02JA, 2022/2025); no duration.",,
st_socmedia_wd,partial,IC177Q02JA,"recode_values(as.numeric(IC177Q02JA), 1 ~ 0, 2 ~ 0.5, 3 ~ 2, 4 ~ 4, 5 ~ 6, 6 ~ 7)","2022/2025: browsing social networks only, typical weekday (IC177Q02JA); bands as st_game_wd (top band 7). IC177Q05JA (communicating and sharing on any platform) not added: it also covers email and chat.",,
st_socmedia_we,partial,IC178Q02JA,"recode_values(as.numeric(IC178Q02JA), 1 ~ 0, 2 ~ 0.5, 3 ~ 2, 4 ~ 4, 5 ~ 6, 6 ~ 7)",Same item for a typical weekend day (IC178Q02JA); bands as st_game_wd (top band 7).,,
st_socmedia,partial,"IC177Q02JA, IC178Q02JA","((recode_values(as.numeric(IC177Q02JA), 1 ~ 0, 2 ~ 0.5, 3 ~ 2, 4 ~ 4, 5 ~ 6, 6 ~ 7)) *
  5 +
  (recode_values(as.numeric(IC178Q02JA), 1 ~ 0, 2 ~ 0.5, 3 ~ 2, 4 ~ 4, 5 ~ 6, 6 ~ 7)) * 2) /
  7",5:2 mean of st_socmedia_wd and st_socmedia_we.,,
st_educational_wd,compatible,"ST326Q01JA, ST326Q02JA","sum_nonmissing(
  recode_values(as.numeric(ST326Q01JA), 1 ~ 0, 2 ~ 0.5, 3 ~ 1.5, 4 ~ 2.5, 5 ~ 3.5, 6 ~ 4.5, 7 ~ 5.5, 8 ~ 6.5, 9 ~ 7),
  recode_values(as.numeric(ST326Q02JA), 1 ~ 0, 2 ~ 0.5, 3 ~ 1.5, 4 ~ 2.5, 5 ~ 3.5, 6 ~ 4.5, 7 ~ 5.5, 8 ~ 6.5, 9 ~ 7)
)","2022/2025: sum of ST326Q01JA, ST326Q02JA (DR-0002), learning hours at school and before or after school on a school day. Band midpoints; top band 'more than 7 hours' = 7 (OECD uses 7.5).",,
st_educational_we,compatible,ST326Q03JA,"recode_values(as.numeric(ST326Q03JA), 1 ~ 0, 2 ~ 0.5, 3 ~ 1.5, 4 ~ 2.5, 5 ~ 3.5, 6 ~ 4.5, 7 ~ 5.5, 8 ~ 6.5, 9 ~ 7)",2022/2025: ST326 learning hours on a weekend day; bands as st_educational_wd (top band 7).,,
st_educational,compatible,"ST326Q01JA, ST326Q02JA, ST326Q03JA","((sum_nonmissing(
  recode_values(as.numeric(ST326Q01JA), 1 ~ 0, 2 ~ 0.5, 3 ~ 1.5, 4 ~ 2.5, 5 ~ 3.5, 6 ~ 4.5, 7 ~ 5.5, 8 ~ 6.5, 9 ~ 7),
  recode_values(as.numeric(ST326Q02JA), 1 ~ 0, 2 ~ 0.5, 3 ~ 1.5, 4 ~ 2.5, 5 ~ 3.5, 6 ~ 4.5, 7 ~ 5.5, 8 ~ 6.5, 9 ~ 7)
)) *
  5 +
  (recode_values(as.numeric(ST326Q03JA), 1 ~ 0, 2 ~ 0.5, 3 ~ 1.5, 4 ~ 2.5, 5 ~ 3.5, 6 ~ 4.5, 7 ~ 5.5, 8 ~ 6.5, 9 ~ 7)) *
    2) /
  7",5:2 mean of st_educational_wd and st_educational_we.,,
st_work_wd,unavailable,,,Not collected.,,
st_work_we,unavailable,,,Not collected.,,
st_work,unavailable,,,Not collected.,,
st_internet_wd,compatible,"IC005Q01TA, IC006Q01TA","recode_values(as.numeric(IC005Q01TA), 1 ~ 0, 2 ~ 0.25, 3 ~ 0.75, 4 ~ 1.5, 5 ~ 3, 6 ~ 5, 7 ~ 6) +
  recode_values(as.numeric(IC006Q01TA), 1 ~ 0, 2 ~ 0.25, 3 ~ 0.75, 4 ~ 1.5, 5 ~ 3, 6 ~ 5, 7 ~ 6)","2015/2018 ICT questionnaire: sum of IC005Q01TA, IC006Q01TA (DR-0002), internet use at school and outside school on a typical weekday. Band midpoints; top band 'more than 6 hours' = 6.",,
st_internet_we,compatible,IC007Q01TA,"recode_values(as.numeric(IC007Q01TA), 1 ~ 0, 2 ~ 0.25, 3 ~ 0.75, 4 ~ 1.5, 5 ~ 3, 6 ~ 5, 7 ~ 6)","2015/2018: internet use outside school on a typical weekend day (IC007Q01TA), the whole day as there is no school; bands as st_internet_wd (top band 6).",,
st_internet,compatible,"IC005Q01TA, IC006Q01TA, IC007Q01TA","((recode_values(as.numeric(IC005Q01TA), 1 ~ 0, 2 ~ 0.25, 3 ~ 0.75, 4 ~ 1.5, 5 ~ 3, 6 ~ 5, 7 ~ 6) +
  recode_values(as.numeric(IC006Q01TA), 1 ~ 0, 2 ~ 0.25, 3 ~ 0.75, 4 ~ 1.5, 5 ~ 3, 6 ~ 5, 7 ~ 6)) *
  5 +
  (recode_values(as.numeric(IC007Q01TA), 1 ~ 0, 2 ~ 0.25, 3 ~ 0.75, 4 ~ 1.5, 5 ~ 3, 6 ~ 5, 7 ~ 6)) * 2) /
  7",5:2 mean of st_internet_wd and st_internet_we.,,
st_videochat,incompatible,"IC177Q05JA, IC178Q05JA",,"Calls not separable from messaging and sharing on any communication platform (IC177Q05JA, IC178Q05JA, 2022/2025; see st_messaging).",,
st_messaging_wd,incompatible,IC177Q05JA,,Bundles messaging with social-network sharing; excluded per schema.,,
st_messaging_we,incompatible,IC178Q05JA,,Bundles messaging with social-network sharing; excluded per schema.,,
st_messaging,incompatible,"IC177Q05JA, IC178Q05JA, WB160Q01HA",,"Duration items bundle messaging with social networks; WB160 (contact with friends by phone, text or social media) is a frequency.",,
st_creating,partial,"IC177Q07JA, IC178Q07JA","((recode_values(as.numeric(IC177Q07JA), 1 ~ 0, 2 ~ 0.5, 3 ~ 2, 4 ~ 4, 5 ~ 6, 6 ~ 7)) *
  5 +
  (recode_values(as.numeric(IC178Q07JA), 1 ~ 0, 2 ~ 0.5, 3 ~ 2, 4 ~ 4, 5 ~ 6, 6 ~ 7)) * 2) /
  7","2022/2025: creating or editing own digital content (pictures, videos, music, computer programs), weekday and weekend (IC177Q07JA, IC178Q07JA), 5:2 mean; bands as st_game_wd (top band 7). No posting; includes programming (partial).",,
st_email,incompatible,IC008Q03TA,,2015/2018 frequency of email use outside school (IC008Q03TA) only; no duration.,,
st_shopping,incompatible,"IC177Q04JA, IC178Q04JA",,"Buying bundled with finding places and booking tickets in looking for practical information online (IC177Q04JA, IC178Q04JA, 2022/2025); mapped nowhere.",,
st_total_school,partial,"ST326Q01JA, ST326Q04JA","sum_nonmissing(
  recode_values(as.numeric(ST326Q01JA), 1 ~ 0, 2 ~ 0.5, 3 ~ 1.5, 4 ~ 2.5, 5 ~ 3.5, 6 ~ 4.5, 7 ~ 5.5, 8 ~ 6.5, 9 ~ 7),
  recode_values(as.numeric(ST326Q04JA), 1 ~ 0, 2 ~ 0.5, 3 ~ 1.5, 4 ~ 2.5, 5 ~ 3.5, 6 ~ 4.5, 7 ~ 5.5, 8 ~ 6.5, 9 ~ 7)
)",2022/2025: ST326 learning plus leisure hours at school on a school day (2 parts); rules and top band (7) as st_total_wd.,,
st_educational_school,compatible,ST326Q01JA,"recode_values(as.numeric(ST326Q01JA), 1 ~ 0, 2 ~ 0.5, 3 ~ 1.5, 4 ~ 2.5, 5 ~ 3.5, 6 ~ 4.5, 7 ~ 5.5, 8 ~ 6.5, 9 ~ 7)",2022/2025: ST326 learning hours at school on a school day; bands as st_educational_wd (top band 7).,,
st_comp_school,incompatible,IC170Q01JA,,"Frequency of desktop or laptop use at school only (IC170Q01JA, 2022/2025); no duration.",,
st_tablet_school,incompatible,IC170Q03JA,,"Frequency of tablet or e-book reader use at school only (IC170Q03JA, 2022/2025); no duration.",,
st_internet_school,compatible,IC005Q01TA,"recode_values(as.numeric(IC005Q01TA), 1 ~ 0, 2 ~ 0.25, 3 ~ 0.75, 4 ~ 1.5, 5 ~ 3, 6 ~ 5, 7 ~ 6)",2015/2018: internet use at school on a typical weekday (IC005Q01TA). Band midpoints; top band 'more than 6 hours' = 6.,,
st_phone_school,incompatible,IC170Q02JA,,"Frequency of smartphone use at school only (IC170Q02JA, 2022/2025); no duration.",,
acc_academachment_selfrated,unavailable,,,Not collected.,,
acc_academachment_lettergrades,unavailable,,,Not collected.,,
acc_academachment_stdtest,compatible,PV1SCIE,as.numeric(PV1SCIE),"First plausible value on the PISA science scale (OECD mean 500, SD 100 at scale setting), every cycle; missing for the separate 2018 and 2022 financial-literacy samples. Financial literacy is not mapped; creative thinking is on cog_creativethinking_stdtest.",,
acc_schoolengage_caresschool,incompatible,"ST268Q07JA, ST268Q08JA, ST268Q09JA",,"2022 agreement ratings of wanting to do well in mathematics, test-language and science classes (ST268Q07JA, ST268Q08JA, ST268Q09JA); not a frequency.",,
acc_schoolengage_homework,incompatible,ST296Q04JA,,"Only total daily homework time (ST296Q04JA, 2022 and 2025), not how often all homework is completed.",,
acc_schoolpressure_self,unavailable,,,Not collected.,,
acc_schoolbelonging_self,compatible,BELONG,as.numeric(BELONG),"OECD sense-of-belonging index BELONG, a WLE of the 6 ST034 agreement items keyed so higher = stronger belonging, as released (computed for students answering at least 3 items); every cycle. OECD rescales per cycle, so standardise within wave.",,
