target_variable,status,source_columns,expression,notes,lookup_table,measure
immigrant_background,compatible,"q9a, q10a, q11a, id, wave","local({
  youth <- as.numeric(q9a)
  father <- as.numeric(q10a)
  mother <- as.numeric(q11a)
  parent_native <- father %in% 1 | mother %in% 1
  parent_abroad <- !parent_native & (father %in% 2 | mother %in% 2)
  observed <- case_when(
    parent_native ~ ""Native"",
    parent_abroad & youth %in% 1 ~ ""Second-generation"",
    parent_abroad & youth %in% 2 ~ ""First-generation"",
    .default = NA_character_
  )
  wave_order <- match(wave, c(""Baseline"", ""3-month"", ""12-month""))
  coalesce(carry_within(observed, id, wave_order), ""Unknown"")
})","Born in Germany: pupil (9a), father (10a), mother (11a); a parent's 'don't know' defers to the other parent. Not asked at 3-month; undetermined waves take the pupil's earliest determined value, else Unknown.",,
born_in_country,compatible,"q9a, id, wave","local({
  observed <- recode_values(as.numeric(q9a), 1 ~ ""Yes"", 2 ~ ""No"", default = NA_character_)
  wave_order <- match(wave, c(""Baseline"", ""3-month"", ""12-month""))
  coalesce(carry_within(observed, id, wave_order), ""Unknown"")
})","Item 9a, born in Germany (yes/no; 'don't know' is Unknown). Not asked at 3-month; undetermined waves take the pupil's earliest determined value, else Unknown.",,
ses_area,unavailable,,,No area-level or regional indicator; the only geography in the file is country.,,
ses_household,incompatible,"q4a, q4b, schooltype",,"No income, affluence, deprivation or parental-education item. Parental occupation is uncoded free text (partly German) and would need ISCO or class coding. School track (Hauptschule/Realschule/Gymnasium) is SES-graded but an educational pathway, not household SES.",,
ses_household_measure,unavailable,,,No household SES measure derived; see ses_household.,,
ses_hukou,unavailable,,,Not a Chinese dataset.,,
maternal_education,incompatible,"q4a, q4b",,"Parental education is never asked; 4a/4b record parental job as free text, not convertible to an education level.",,
paternal_education,incompatible,"q4a, q4b",,See maternal_education.,,
parental_education,incompatible,"q4a, q4b",,See maternal_education.,,
urbanicity,unavailable,,,No urban/rural or settlement-size item.,,
family_structure,proximate,"q3a_1, q3a_2, q3a_3, q3a_4","case_when(
  as.numeric(q3a_1) == 1 & as.numeric(q3a_2) == 1 ~ ""Two biological/adoptive parents"",
  as.numeric(q3a_1) != 1 & as.numeric(q3a_2) != 1 ~ ""Other"",
  as.numeric(q3a_3) == 1 | as.numeric(q3a_4) == 1 ~ ""Step family"",
  as.numeric(q3a_1) == 1 | as.numeric(q3a_2) == 1 ~ ""Single parent"",
  .default = ""Unknown""
)","Item 3a, yes/no checklist of resident adults. Mother and father: Two biological/adoptive parents, whatever the step ticks; neither: Other; one plus a step-parent or parent's partner: Step family; one: Single parent. Proximate: foster and step-parents share one option. Not asked at 3-month; the tidier carries the baseline roster (3-month gap).",,
fam_screenrules,unavailable,,,Not in the supplied extract.,,
fam_bedroomscreen,unavailable,,,Not in the supplied extract.,,
fam_parentstress,unavailable,,,Not collected.,,
fam_parentstress_measure,unavailable,,,See fam_parentstress.,,
school_grade,incompatible,schooltype,,"Grade/year level not recorded. The school track (Hauptschule/Realschule/Gymnasium) is a school type, not a year level; proposed as a separate schema variable.",,
st_measure_type,inferred,,"""Continuous""","Format of the core item 90 (open hours per day online, st_internet); st_total, not a core row, comes from banded item 88.",,
st_measure_name,inferred,,"""Custom""","Bespoke SEYLE items, not a named instrument: item 88 (typical daily time TV/PC/internet, 6 bands) and item 90 (hours per day online). Questionnaire not in the dataset folder; wording known only from Stata variable labels.",,
st_responder,inferred,,"""Self""","Pupil self-report in class, all three waves; no parent or teacher report.",,
st_total_wd,unavailable,,,No weekday/weekend split.,,
st_total_we,unavailable,,,See st_total_wd.,,
st_total,partial,q88,"recode_values(as.numeric(q88), 1 ~ 0.5, 2 ~ 1.5, 3 ~ 3.5, 4 ~ 5.5, 5 ~ 7.5, 6 ~ 8)","Item 88, typical daily time watching TV, playing PC or surfing the net, 6 bands: <1h 0.5, 1-2h 1.5, 3-4h 3.5, 5-6h 5.5, 7-8h 7.5, open top band >8h at 8. Partial: names TV, PC and internet only, and the bands leave gaps (no 2-3h, 4-5h or 6-7h).",,
st_watch_wd,unavailable,,,No weekday/weekend split.,,
st_watch_we,unavailable,,,No weekday/weekend split.,,
st_watch,incompatible,"q88, q91_8",,"Item 88 pools TV with PC and internet (mapped to st_total); item 91_8 (internet use for watching videos) is a frequency, online only.",,
st_game_wd,unavailable,,,No weekday/weekend split.,,
st_game_we,unavailable,,,No weekday/weekend split.,,
st_game,incompatible,"q88, q91_4, q91_5",,"Item 88 pools PC gaming with TV and internet (mapped to st_total); items 91_4 and 91_5 (internet use for single-user games; MUDs or video games) are frequencies, online only.",,
st_game_comp_wd,unavailable,,,No device split; see st_game.,,
st_game_comp_we,unavailable,,,See st_game_comp_wd.,,
st_game_comp,unavailable,,,See st_game_comp_wd.,,
st_game_console_wd,unavailable,,,See st_game_comp_wd.,,
st_game_console_we,unavailable,,,See st_game_comp_wd.,,
st_game_console,unavailable,,,See st_game_comp_wd.,,
st_game_handheldconsole_wd,unavailable,,,See st_game_comp_wd.,,
st_game_handheldconsole_we,unavailable,,,See st_game_comp_wd.,,
st_game_handheldconsole,unavailable,,,See st_game_comp_wd.,,
st_game_active_wd,unavailable,,,See st_game_comp_wd.,,
st_game_active_we,unavailable,,,See st_game_comp_wd.,,
st_game_active,unavailable,,,See st_game_comp_wd.,,
st_game_phone_wd,unavailable,,,See st_game_comp_wd.,,
st_game_phone_we,unavailable,,,See st_game_comp_wd.,,
st_game_phone,unavailable,,,See st_game_comp_wd.,,
st_game_tablet_wd,unavailable,,,See st_game_comp_wd.,,
st_game_tablet_we,unavailable,,,See st_game_comp_wd.,,
st_game_tablet,unavailable,,,See st_game_comp_wd.,,
st_comp_nongaming_wd,unavailable,,,No weekday/weekend split.,,
st_comp_nongaming_we,unavailable,,,No weekday/weekend split.,,
st_comp_nongaming,incompatible,"q88, q92_1, q92_2, q92_3, q92_4, q92_5, q92_6",,"Item 88 pools PC with TV and internet (mapped to st_total); item 92 (which computers are used: own, school's, parent's, friend's, library's, other) is yes/no, not time.",,
st_comp_wd,unavailable,,,No weekday/weekend split.,,
st_comp_we,unavailable,,,No weekday/weekend split.,,
st_comp,incompatible,"q88, q92_1, q92_2, q92_3, q92_4, q92_5, q92_6",,See st_comp_nongaming.,,
st_tablet_wd,unavailable,,,No tablet item; fieldwork (2009-2011) predates common tablet use.,,
st_tablet_we,unavailable,,,See st_tablet_wd.,,
st_tablet,unavailable,,,See st_tablet_wd.,,
st_phone_wd,unavailable,,,No smartphone or mobile-phone item.,,
st_phone_we,unavailable,,,See st_phone_wd.,,
st_phone,unavailable,,,See st_phone_wd.,,
st_socmedia_wd,unavailable,,,No weekday/weekend split.,,
st_socmedia_we,unavailable,,,No weekday/weekend split.,,
st_socmedia,incompatible,q91_9,,"Item 91_9 (internet use for social networks) is a frequency (Never/Occasionally/Frequently/Always), not a duration.",,
st_educational_wd,unavailable,,,No weekday/weekend split.,,
st_educational_we,unavailable,,,No weekday/weekend split.,,
st_educational,incompatible,q91_1,,"Item 91_1 (internet use for school work) is a frequency (Never/Occasionally/Frequently/Always), not a duration.",,
st_work_wd,unavailable,,,Not collected.,,
st_work_we,unavailable,,,Not collected.,,
st_work,unavailable,,,Not collected.,,
st_internet_wd,unavailable,,,No weekday/weekend split in item 90.,,
st_internet_we,unavailable,,,See st_internet_wd.,,
st_internet,compatible,q90,as.numeric(q90),"Item 90, hours per day online, same item at all three waves. Online time on any device; overlaps st_total, never sum them (DR-0002).",,
st_videochat,unavailable,,,No video-call item; item 91_6 (chat rooms) was text chat in 2009-2011.,,
st_messaging_wd,unavailable,,,No weekday/weekend split.,,
st_messaging_we,unavailable,,,No weekday/weekend split.,,
st_messaging,incompatible,q91_6,,"Item 91_6 (internet use for chat rooms) is a frequency, not a duration.",,
st_creating,incompatible,q91_2,,Item 91_2 (reading/posting news) is a frequency and mixes reading with posting.,,
st_email,incompatible,q91_3,,"Item 91_3 (internet use for e-mail) is a frequency (Never/Occasionally/Frequently/Always), not a duration.",,
st_shopping,unavailable,,,No online-shopping item.,,
st_total_school,unavailable,,,No school-context screen-use item.,,
st_educational_school,unavailable,,,See st_total_school.,,
st_comp_school,incompatible,q92_1,,"Item 92_1 (computer use at school) is yes/no access, not time.",,
st_tablet_school,unavailable,,,See st_total_school.,,
st_internet_school,unavailable,,,See st_total_school.,,
st_phone_school,unavailable,,,See st_total_school.,,
acc_academachment_selfrated,unavailable,,,"No achievement, grade, test-score or school-engagement measure in this extract; only school variable is the school track.",,
acc_academachment_lettergrades,unavailable,,,See acc_academachment_selfrated.,,
acc_academachment_stdtest,unavailable,,,See acc_academachment_selfrated.,,
acc_schoolengage_caresschool,unavailable,,,See acc_academachment_selfrated.,,
acc_schoolengage_homework,unavailable,,,See acc_academachment_selfrated.,,
acc_schoolpressure_self,unavailable,,,Not in the supplied extract.,,
acc_schoolbelonging_self,unavailable,,,Not in the supplied extract.,,
acc_schoolbelonging_measure,unavailable,,,See acc_schoolbelonging_self.,,
acc_academachment_numgrades,unavailable,,,See acc_academachment_selfrated.,,
acc_academachment_teacherrated,unavailable,,,See acc_academachment_selfrated.,,
acc_numeracy_stdtest,unavailable,,,See acc_academachment_selfrated.,,
acc_literacy_stdtest,unavailable,,,See acc_academachment_selfrated.,,
beh_hyper_basc2,unavailable,,,Instrument not administered.,,
beh_atten_basc2,unavailable,,,See beh_hyper_basc2.,,
beh_atten_self,incompatible,qsdq_hyper,,No separate attention scale; inattention is in the SDQ hyperactivity/inattention subscale (beh_hyper_sdq_self).,,
beh_atten_measure,unavailable,,,See beh_atten_self.,,
beh_selfreg_htks,unavailable,,,See beh_hyper_basc2.,,
beh_bullied,unavailable,,,"No bullying, cyberbullying or fighting item in this extract. The full SEYLE questionnaire covers peer victimisation; possibly recoverable from the provider.",,
beh_beenbullied,unavailable,,,See beh_bullied.,,
beh_beenbullied_online,unavailable,,,See beh_bullied.,,
beh_bullied_online,unavailable,,,See beh_bullied.,,
beh_fight,unavailable,,,See beh_bullied.,,
beh_truancy,unavailable,,,Not in this extract.,,
beh_stealing,unavailable,,,Not in this extract.,,
beh_vandalism,unavailable,,,Not in this extract.,,
beh_alcohol_self,unavailable,,,Not in the supplied extract.,,
beh_tobacco_self,unavailable,,,Not in the supplied extract.,,
beh_cannabis_self,unavailable,,,Not in the supplied extract.,,
beh_conduct_sdq_parent,unavailable,,,SDQ was pupil self-report only; no parent or teacher form.,,
beh_hyper_sdq_parent,unavailable,,,See beh_conduct_sdq_parent.,,
beh_peerprob_sdq_parent,unavailable,,,See beh_conduct_sdq_parent.,,
beh_prosocial_sdq_parent,unavailable,,,See beh_conduct_sdq_parent.,,
beh_aggphys_bpaq_self,unavailable,,,No aggression scale in this extract.,,
beh_aggverb_bpaq_self,unavailable,,,See beh_aggphys_bpaq_self.,,
beh_agganger_bpaq_self,unavailable,,,See beh_aggphys_bpaq_self.,,
beh_agghostility_bpaq_self,unavailable,,,See beh_aggphys_bpaq_self.,,
beh_agg_self,unavailable,,,See beh_aggphys_bpaq_self.,,
beh_agg_measure,unavailable,,,See beh_agg_self.,,
beh_argues,unavailable,,,Not in the supplied extract (SDQ supplied as scale scores only).,,
beh_persistence_finishwork,unavailable,,,Not in the supplied extract (SDQ supplied as scale scores only).,,
beh_emotreg_stayscalm,unavailable,,,Not in the supplied extract (SDQ supplied as scale scores only).,,
beh_peerprob_makefriends,unavailable,,,See beh_argues.,,
beh_conduct_diagnosed,unavailable,,,No diagnosis items; SEYLE measured symptoms with screening instruments only.,,
beh_conduct_diagnosed_severity,unavailable,,,See beh_conduct_diagnosed.,,
beh_conduct_sdq_self,compatible,qsdq_conduct,as.numeric(qsdq_conduct),"Study-provided SDQ conduct problems subscale (0-10), self-report, all three waves, aged 12-21 at baseline, none under 11. Study-derived score; missing-item rule not verifiable because the items are not in the extract.",,
beh_hyper_sdq_self,compatible,qsdq_hyper,as.numeric(qsdq_hyper),"Study-provided SDQ hyperactivity/inattention subscale (0-10), self-report, all three waves, aged 12-21 at baseline, none under 11. Study-derived score; missing-item rule not verifiable because the items are not in the extract.",,
beh_peerprob_sdq_self,compatible,qsdq_peer,as.numeric(qsdq_peer),"Study-provided SDQ peer problems subscale (0-10), self-report, all three waves, aged 12-21 at baseline, none under 11. Study-derived score; missing-item rule not verifiable because the items are not in the extract.",,
beh_prosocial_sdq_self,compatible,qsdq_social,as.numeric(qsdq_social),"Study-provided SDQ prosocial subscale (0-10), self-report, all three waves, aged 12-21 at baseline, none under 11. Study-derived score; missing-item rule not verifiable because the items are not in the extract.",,
beh_conduct_sdq_teacher,unavailable,,,See beh_conduct_sdq_parent.,,
beh_hyper_sdq_teacher,unavailable,,,See beh_conduct_sdq_parent.,,
beh_peerprob_sdq_teacher,unavailable,,,See beh_conduct_sdq_parent.,,
beh_prosocial_sdq_teacher,unavailable,,,See beh_conduct_sdq_parent.,,
beh_ext_sdq_parent,unavailable,,,See beh_conduct_sdq_parent.,,
beh_ext_sdq_self,unavailable,"qsdq_conduct, qsdq_hyper",,No externalising composite in source; derive at analysis from the conduct and hyperactivity subscales (schema note).,,
beh_ext_sdq_teacher,unavailable,,,See beh_conduct_sdq_parent.,,
beh_agg_cbcl_parent,unavailable,,,CBCL not administered; SEYLE used the self-report SDQ.,,
beh_atten_cbcl_parent,unavailable,,,See beh_agg_cbcl_parent.,,
beh_rulebreak_cbcl_parent,unavailable,,,See beh_agg_cbcl_parent.,,
beh_ext_cbcl_parent,unavailable,,,See beh_agg_cbcl_parent.,,
beh_cbcl_measure,unavailable,,,See beh_agg_cbcl_parent.,,
beh_prosocial_online_self,unavailable,,,Not in this extract.,,
beh_prosocial_online_measure,unavailable,,,Not in this extract.,,
beh_problematicuse_self,compatible,qydq,as.numeric(qydq),"Study-provided Young's Diagnostic Questionnaire total (items 93_1-93_8, yes/no, past 6 months; 0-8), self-report, all three waves. Missing-item rule: unanswered items count as no (checked against the items).",,
beh_problematicuse_measure,inferred,qydq,"""Young's Diagnostic Questionnaire (internet), 8 of 8 items, 0-1 item scoring (range 0-8), sum, no reverse-scored items""",Given at all three waves.,,
cog_execfunc_basc2,unavailable,,,Questionnaire-only study; no cognitive testing or cognition questionnaire.,,
cog_langexec_nepsy,unavailable,,,See cog_execfunc_basc2.,,
cog_phono_nepsy,unavailable,,,See cog_execfunc_basc2.,,
cog_inhibcont_nepsy,unavailable,,,See cog_execfunc_basc2.,,
cog_vismotor_nepsy,unavailable,,,See cog_execfunc_basc2.,,
cog_verbalfluency_nepsy,unavailable,,,See cog_execfunc_basc2.,,
cog_inhib_nihtb_flanker,unavailable,,,See cog_execfunc_basc2.,,
cog_flex_nihtb_dccs,unavailable,,,See cog_execfunc_basc2.,,
cog_wm_nihtb_listsort,unavailable,,,See cog_execfunc_basc2.,,
cog_speed_nihtb_pattern,unavailable,,,See cog_execfunc_basc2.,,
cog_epimem_nihtb_picseq,unavailable,,,See cog_execfunc_basc2.,,
cog_vocab_nihtb_picvocab,unavailable,,,See cog_execfunc_basc2.,,
cog_fluidcomp_nihtb,unavailable,,,See cog_execfunc_basc2.,,
cog_crystcomp_nihtb,unavailable,,,See cog_execfunc_basc2.,,
cog_totalcomp_nihtb,unavailable,,,See cog_execfunc_basc2.,,
cog_wm_digitspan,unavailable,,,See cog_execfunc_basc2.,,
cog_iq_fullscale,unavailable,,,See cog_execfunc_basc2.,,
cog_vocab_bpvs,unavailable,,,See cog_execfunc_basc2.,,
cog_vocab_ppvt,unavailable,,,See cog_execfunc_basc2.,,
cog_execfunc_brief_parent,unavailable,,,See cog_execfunc_basc2.,,
cog_vocab_bas_naming,unavailable,,,No cognitive testing.,,
cog_nonverbalreason_bas_picsim,unavailable,,,No cognitive testing.,,
cog_spatial_bas_pattern,unavailable,,,No cognitive testing.,,
cog_verbalreason_bas_versim,unavailable,,,No cognitive testing.,,
cog_schoolread_bracken,unavailable,,,No cognitive testing.,,
cog_creativethinking_stdtest,unavailable,,,No cognitive testing.,,
mh_anx_basc2,unavailable,,,Instrument not administered; anxiety measured with the Zung SAS (mh_anx_self).,,
mh_dep_basc2,unavailable,,,Instrument not administered; depression measured with the BDI-II (mh_dep_self).,,
mh_emotsymp_sdq_parent,unavailable,,,See beh_conduct_sdq_parent.,,
mh_totaldiff_sdq_parent,unavailable,,,See beh_conduct_sdq_parent.,,
mh_anx_diagnosed,unavailable,,,See beh_conduct_diagnosed.,,
mh_anx_diagnosed_severity,unavailable,,,See beh_conduct_diagnosed.,,
mh_dep_diagnosed,unavailable,,,See beh_conduct_diagnosed.,,
mh_dep_diagnosed_severity,unavailable,,,See beh_conduct_diagnosed.,,
mh_emotsymp_sdq_self,compatible,qsdq_emotion,as.numeric(qsdq_emotion),"Study-provided SDQ emotional symptoms subscale (0-10), self-report, all three waves, aged 12-21 at baseline, none under 11. Study-derived score; missing-item rule not verifiable because the items are not in the extract.",,
mh_emotsymp_sdq_teacher,unavailable,,,See beh_conduct_sdq_parent.,,
mh_totaldiff_sdq_self,compatible,qsdq_total,as.numeric(qsdq_total),"Study-provided SDQ total difficulties (0-40, the sum of the four difficulty subscales on every scored row), self-report, all three waves, aged 12-21 at baseline, none under 11. Study-derived score; missing-item rule not verifiable because the items are not in the extract.",,
mh_totaldiff_sdq_teacher,unavailable,,,See beh_conduct_sdq_parent.,,
mh_int_sdq_parent,unavailable,,,See beh_conduct_sdq_parent.,,
mh_int_sdq_self,unavailable,"qsdq_emotion, qsdq_peer",,No internalising composite in source; derive at analysis from the emotional symptoms and peer problems subscales (schema note).,,
mh_int_sdq_teacher,unavailable,,,See beh_conduct_sdq_parent.,,
mh_dep_smfq_self,unavailable,,,See mh_dep_basc2.,,
mh_dep_smfq_parent,unavailable,,,No parent report of any kind.,,
mh_dep_cdi_self,unavailable,,,See mh_dep_basc2.,,
mh_dep_cesd_self,unavailable,,,See mh_dep_basc2.,,
mh_dep_phq9_self,unavailable,,,See mh_dep_basc2.,,
mh_dep_rcads_self,unavailable,,,See mh_dep_basc2.,,
mh_dep_dass21_self,unavailable,,,See mh_dep_basc2.,,
mh_dep_scl_self,unavailable,,,See mh_dep_basc2.,,
mh_distress_k6_self,unavailable,,,No general psychological-distress scale; the SDQ total difficulties score is the closest measure (mh_totaldiff_sdq_self).,,
mh_distress_k10_self,unavailable,,,See mh_distress_k6_self.,,
mh_anx_masc_self,unavailable,,,See mh_anx_basc2.,,
mh_anx_scas_self,unavailable,,,See mh_anx_basc2.,,
mh_anx_scas_parent,unavailable,,,See mh_anx_basc2.,,
mh_anx_scared_self,unavailable,,,See mh_anx_basc2.,,
mh_anx_scared_parent,unavailable,,,See mh_anx_basc2.,,
mh_anx_gad7_self,unavailable,,,See mh_anx_basc2.,,
mh_anx_rcads_self,unavailable,,,See mh_anx_basc2.,,
mh_anx_dass21_self,unavailable,,,See mh_anx_basc2.,,
mh_anxdep_cbcl_parent,unavailable,,,See beh_agg_cbcl_parent.,,
mh_int_cbcl_parent,unavailable,,,See beh_agg_cbcl_parent.,,
mh_dep_binary_self,incompatible,"qbdi, qbdi_cat",,BDI-II total in mh_dep_self (study banding in qbdi_cat); scale totals are not dichotomised here.,,
mh_dep_self,compatible,qbdi,as.numeric(qbdi),"Study-provided BDI-II total (0-63), self-report, past two weeks, all three waves; missing-item rule not documented.",,
mh_dep_measure,inferred,"qbdi, qbdi_cat","""Beck Depression Inventory-II, 21 of 21 items, 0-3 item scoring (range 0-63)""","Only the scored total and severity band are released, not items. Band cuts 13/19/28 are the published BDI-II thresholds on the 21-item 0-63 total, so standard items and scoring assumed.",,
mh_anx_self,compatible,qzung,as.numeric(qzung),"Study-provided Zung SAS raw total (20-80; study bands cut at 45/60/75, so not the 0-100 index), self-report, all three waves; missing-item rule not documented.",,
mh_anx_measure,inferred,qzung,"""Zung Self-Rating Anxiety Scale, 20 of 20 items, 1-4 item scoring (range 20-80), sum, items 5, 9, 13, 17 and 19 reverse-scored (study-scored), raw total not the 0-100 index""",See mh_anx_self.,,
mh_depanx_diagnosed,unavailable,,,No diagnosis items.,,
mh_stress_self,unavailable,,,Not in this extract.,,
mh_lonely_self,unavailable,,,Not in this extract.,,
mh_lonely_scale_self,unavailable,,,Not in this extract.,,
mh_lonely_measure,unavailable,,,Not in this extract.,,
mh_sad_self,unavailable,,,Not in this extract.,,
mh_worry_self,unavailable,,,Not in this extract.,,
mh_irritable_self,unavailable,,,Not in this extract.,,
mh_nobodycares_self,unavailable,,,Not in this extract.,,
mh_lifenotworth_self,unavailable,,,Not in this extract; SEYLE's Paykel suicide items were not released.,,
mh_suicide_ideation_self,unavailable,,,See mh_lifenotworth_self.,,
mh_suicide_attempt_self,unavailable,,,See mh_lifenotworth_self.,,
mh_selfharm_self,unavailable,,,Not in the supplied extract.,,
mh_psychsom_hbscscl_self,unavailable,,,Not in this extract.,,
mh_psychsom_measure,unavailable,,,Not in this extract.,,
mh_somatic_self,unavailable,,,Not in the supplied extract.,,
mh_somatic_measure,unavailable,,,See mh_somatic_self.,,
wb_emotsc_basc2,unavailable,,,"No wellbeing, life-satisfaction, self-esteem or quality-of-life measure in this extract. The full SEYLE questionnaire has wellbeing items (e.g. WHO-5); possibly recoverable from the provider.",,
wb_mwb_wemwbs,unavailable,,,See wb_emotsc_basc2.,,
wb_lifesatisfaction_cantrilladder,unavailable,,,See wb_emotsc_basc2.,,
wb_resil_basc2,unavailable,,,See wb_emotsc_basc2.,,
wb_psychcomplaints_feellow,unavailable,,,See wb_emotsc_basc2.,,
wb_psychcomplaints_irritable,unavailable,,,See wb_emotsc_basc2.,,
wb_psychcomplaints_nervous,unavailable,,,See wb_emotsc_basc2.,,
wb_psychcomplaints_diffsleep,unavailable,,,See wb_emotsc_basc2.,,
wb_bodyimage,unavailable,,,See wb_emotsc_basc2.,,
wb_lifesat_slss_self,unavailable,,,See wb_emotsc_basc2.,,
wb_lifesat_swls_self,unavailable,,,See wb_emotsc_basc2.,,
wb_lifesat_singleitem_self,unavailable,,,See wb_emotsc_basc2.,,
wb_happiness_singleitem_self,unavailable,,,Not in the supplied extract.,,
wb_domainsat_schoolwork_self,unavailable,,,Not in this extract.,,
wb_domainsat_appearance_self,unavailable,,,Not in this extract.,,
wb_domainsat_family_self,unavailable,,,Not in this extract.,,
wb_domainsat_friends_self,unavailable,,,Not in this extract.,,
wb_domainsat_school_self,unavailable,,,Not in this extract.,,
wb_qol_pedsql_self,unavailable,,,See wb_emotsc_basc2.,,
wb_qol_pedsql_parent,unavailable,,,See wb_emotsc_basc2.,,
wb_qol_kidscreen10_self,unavailable,,,See wb_emotsc_basc2.,,
wb_qol_kidscreen10_parent,unavailable,,,See wb_emotsc_basc2.,,
wb_selfesteem_rosenberg_self,unavailable,,,See wb_emotsc_basc2.,,
wb_selfesteem_self,unavailable,,,See wb_emotsc_basc2.,,
wb_selfesteem_measure,unavailable,,,See wb_emotsc_basc2.,,
wb_selfefficacy_gse_self,unavailable,,,See wb_emotsc_basc2.,,
wb_selfefficacy_self,unavailable,,,No self-efficacy measure in this extract; see wb_emotsc_basc2.,,
wb_selfefficacy_measure,unavailable,,,See wb_selfefficacy_self.,,
wb_mwb_who5_self,unavailable,,,See wb_emotsc_basc2.,,
wb_happiness_shs_self,unavailable,,,See wb_emotsc_basc2.,,
wb_mwb_swemwbs_self,unavailable,,,Not in this extract.,,
wb_selfratedhealth_self,unavailable,,,Not in this extract.,,
wb_generalhealth_parent,unavailable,,,Not collected.,,
wb_posaffect_self,unavailable,,,Not in this extract.,,
wb_posaffect_measure,unavailable,,,Not in this extract.,,
wb_eudaimonic_self,unavailable,,,Not in this extract.,,
wb_eudaimonic_measure,unavailable,,,Not in this extract.,,
wb_socsupport_family_self,unavailable,,,Not in the supplied extract.,,
wb_socsupport_friends_self,unavailable,,,Not in the supplied extract.,,
wb_socsupport_measure,unavailable,,,See wb_socsupport_family_self and wb_socsupport_friends_self.,,
hlth_sleep_wd,unavailable,,,Not in the supplied extract.,,
hlth_sleep_we,unavailable,,,Not in the supplied extract.,,
hlth_sleep,unavailable,,,Not in the supplied extract.,,
hlth_sleepprob,unavailable,,,Not in the supplied extract.,,
hlth_sleepprob_measure,unavailable,,,See hlth_sleepprob.,,
