target_variable,status,source_columns,expression,notes,lookup_table
cog_crystcomp_nihtb,in_progress,,,,
cog_totalcomp_nihtb,in_progress,,,,
cog_wm_digitspan,in_progress,,,,
cog_iq_fullscale,in_progress,,,,
cog_vocab_bpvs,in_progress,,,,
cog_execfunc_brief_parent,in_progress,,,,
mh_anx_basc2,in_progress,,,,
mh_dep_basc2,in_progress,,,,
mh_emotsymp_sdq_parent,in_progress,,,,
mh_totaldiff_sdq_parent,in_progress,,,,
mh_anx_diagnosed,in_progress,,,,
mh_anx_diagnosed_severity,in_progress,,,,
mh_dep_diagnosed,in_progress,,,,
mh_dep_diagnosed_severity,in_progress,,,,
mh_emotsymp_sdq_self,in_progress,,,,
mh_emotsymp_sdq_teacher,in_progress,,,,
mh_totaldiff_sdq_self,in_progress,,,,
mh_totaldiff_sdq_teacher,in_progress,,,,
mh_int_sdq_parent,in_progress,,,,
mh_int_sdq_self,in_progress,,,,
mh_int_sdq_teacher,in_progress,,,,
mh_dep_smfq_self,in_progress,,,,
mh_dep_smfq_parent,in_progress,,,,
mh_dep_cdi_self,in_progress,,,,
mh_dep_cesd_self,in_progress,,,,
mh_dep_phq9_self,in_progress,,,,
mh_dep_rcads_self,in_progress,,,,
mh_dep_dass21_self,in_progress,,,,
mh_dep_scl_self,in_progress,,,,
mh_distress_k6_self,in_progress,,,,
mh_distress_k10_self,in_progress,,,,
mh_anx_masc_self,in_progress,,,,
mh_anx_scas_self,in_progress,,,,
mh_anx_scas_parent,in_progress,,,,
mh_anx_scared_self,in_progress,,,,
mh_anx_scared_parent,in_progress,,,,
mh_anx_gad7_self,in_progress,,,,
mh_anx_rcads_self,in_progress,,,,
mh_anx_dass21_self,in_progress,,,,
wb_emotsc_basc2,in_progress,,,,
wb_mwb_wemwbs,in_progress,,,,
wb_lifesatisfaction_cantrilladder,in_progress,,,,
wb_resil_basc2,in_progress,,,,
wb_psychcomplaints_feellow,in_progress,,,,
wb_psychcomplaints_irritable,in_progress,,,,
wb_psychcomplaints_nervous,in_progress,,,,
wb_psychcomplaints_diffsleep,in_progress,,,,
wb_bodyimage,in_progress,,,,
wb_lifesat_slss_self,in_progress,,,,
wb_lifesat_swls_self,in_progress,,,,
wb_qol_pedsql_self,in_progress,,,,
wb_qol_pedsql_parent,in_progress,,,,
wb_qol_kidscreen10_self,in_progress,,,,
wb_qol_kidscreen10_parent,in_progress,,,,
wb_selfesteem_rosenberg_self,in_progress,,,,
wb_selfefficacy_gse_self,in_progress,,,,
wb_mwb_who5_self,in_progress,,,,
wb_happiness_shs_self,in_progress,,,,
