target_variable,status,source_columns,expression,notes,lookup_table,measure
cog_creativethinking_stdtest,unavailable,,,No cognitive testing in KiGGS Wave 2.,,
mh_anx_basc2,unavailable,,,Not administered; emotional symptoms only via the SDQ.,,
mh_dep_basc2,unavailable,,,Not administered; emotional symptoms only via the SDQ.,,
mh_emotsymp_sdq_parent,compatible,VAEemo,as.numeric(haven::zap_labels(VAEemo)),"RKI-derived SDQ emotional symptoms subscale, parent-reported. Same scoring as beh_conduct_sdq_parent. Range 0-10. Ages 3-17.",,
mh_totaldiff_sdq_parent,compatible,VAEsdq,as.numeric(haven::zap_labels(VAEsdq)),"RKI-derived SDQ total difficulties: sum of the four difficulty subscales, missing if any is missing. Range 0-40. Ages 3-17.",,
mh_anx_diagnosed,unavailable,,,No anxiety or depression diagnosis item; the only mental-health diagnosis released is lifetime ADHD (PKEadhs).,,
mh_anx_diagnosed_severity,unavailable,,,No anxiety or depression diagnosis item; the only mental-health diagnosis released is lifetime ADHD (PKEadhs).,,
mh_dep_diagnosed,unavailable,,,No anxiety or depression diagnosis item; the only mental-health diagnosis released is lifetime ADHD (PKEadhs).,,
mh_dep_diagnosed_severity,unavailable,,,No anxiety or depression diagnosis item; the only mental-health diagnosis released is lifetime ADHD (PKEadhs).,,
mh_emotsymp_sdq_self,compatible,VAemo,as.numeric(haven::zap_labels(VAemo)),"RKI-derived SDQ emotional symptoms subscale, self-reported. Same scoring as beh_conduct_sdq_parent. Range 0-10. Ages 11-17.",,
mh_emotsymp_sdq_teacher,unavailable,,,No teacher-report questionnaire in KiGGS Wave 2.,,
mh_totaldiff_sdq_self,compatible,VAsdq,as.numeric(haven::zap_labels(VAsdq)),"RKI-derived SDQ total difficulties: sum of the four difficulty subscales, missing if any is missing. Range 0-40. Ages 11-17.",,
mh_totaldiff_sdq_teacher,unavailable,,,No teacher-report questionnaire in KiGGS Wave 2.,,
mh_int_sdq_parent,unavailable,,,Both component subscales mapped; derive at analysis.,,
